Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
1,2,,0,105,
8875,10980,,0,321,
16388,23450,,0,489,
6165,7534,,0,662,
2070,2548,,0,32,
21167,64772,,0,11,
20518,30813,,1,10,2910.0
18475,26523,,0,79,
4786,5885,,1,268,3975.0
20536,26985,,0,67,
14393,151648,,0,54,
2107,2588,,1,27,862.0
16444,23512,,0,338,
2113,2595,,0,10,
66,86,,0,155,
70,90,,1,121,5176.0
8267,10250,,0,277,
16460,23528,,0,56,
2136,2629,,0,52,
10334,67849,,0,19,
8288,10274,,0,41,
6293,7750,,0,82,
8347,10342,,0,175,
2212,2720,,1,35,1754.0
18601,20843,,0,14,
4807,5909,,0,35,
18613,53615,,0,144,
4284,5277,,1,11,21527.0
4288,5283,,0,7,
20679,63922,,0,27,
8401,10411,,0,15,
2270,2799,,0,40,
2278,5929,,0,114,
6380,7879,,0,182,
4333,5329,,0,113,
8445,10459,,0,63,
6406,7923,,0,39,
265,326,,0,94,
4362,5360,,0,29,
8467,10482,,0,1153,
16663,23790,,0,146,
18713,26959,,0,32,
8477,10492,,0,459,
287,351,,0,2132,
290,355,,0,121,
6436,7979,,0,136,
2342,2889,,0,33,
301,367,,0,301,
4409,5430,,0,345,
18753,27023,,0,133,
4424,5445,,0,80,
340,411,,0,15,
16727,286053,,0,32,
12632,83463,,0,14,
4449,5476,,0,53,
6498,8085,,1,44,28.0
8547,10574,,0,189,
2405,2956,,0,87,
8565,10592,,0,84,
6518,23199,,0,60,
8580,10608,,0,8,
389,472,,0,218,
18824,27127,,0,6,
6543,8175,,0,234,
2451,3007,,0,137,
20889,129807,,0,25,
2458,3014,,0,307,
413,498,,0,213,
18852,27161,,0,140,
8614,10645,,0,32,
4521,5563,,0,171,
4524,5566,,0,420,
8629,10664,,0,53,
12726,83593,,0,56,
18871,27185,,0,209,
6586,8243,,1,148,968.0
4547,5591,,0,312,
2500,3065,,0,611,
2501,3066,,0,387,
4553,5597,,0,282,
2508,3073,,0,49,
2509,3074,,0,46,
8654,10694,,0,181,
12024,149708,,0,8,
6614,8290,,0,254,
481,580,,0,282,
1105,51327,,0,11,
16872,56916,,0,126,
8681,10735,,0,53,
6666,8350,,0,309,
6669,8353,,0,240,
4622,5682,,0,275,
8719,10783,,0,151,
2582,3164,,0,134,
13061,83987,,0,547,
4640,5700,,0,147,
4641,5701,,0,162,
18982,27339,,0,274,
4647,5708,,0,250,
4648,5709,,0,180,
561,672,,0,609,
563,675,,0,90,
10677,79885,,0,132,
16967,19357,,0,11,
2338,2885,,0,1081,
590,708,,0,235,
6739,8452,,0,1228,
6748,8463,,0,83,
12895,51035,,0,128,
6752,8467,,0,215,
6756,8473,,0,120,
19048,5279,,0,8,
6770,8493,,0,51,
8821,10919,,0,160,
659,790,,0,131,
2708,3308,,0,366,
2709,3309,,0,517,
2712,3312,,0,600,
8860,10963,,0,162,
669,801,,0,524,
2718,3320,,0,900,
672,805,,0,174,
4769,5868,,0,122,
12962,51109,,1,29,1199.0
10915,80209,,0,12,
17064,220988,,0,190,
4779,5878,,0,151,
8879,10985,,0,234,
8881,10987,,0,828,
17074,57161,,0,36,
19128,57659,,0,20,
701,837,,0,59,
4800,5900,,0,30,
4801,5901,,0,253,
17090,57179,,0,19,
4805,5906,,1,85,188.0
4806,5908,,1,81,317.0
12999,51150,,0,82,
724,862,,0,105,
2773,3398,,0,74,
4825,5928,,0,261,
4828,5931,,0,230,
11386,259266,,0,47,
6883,8626,,1,143,27.0
2789,3423,,1,46,5380.0
745,889,,0,17,
4859,5970,,0,419,
11008,80335,,0,58,
8961,11080,,0,54,
6916,8661,,0,133,
15109,284086,,0,43,
6918,8663,,0,142,
8968,11091,,0,226,
13069,51227,,0,6,
11027,113130,,0,62,
6932,8678,,0,87,
4893,1001,,1,9,28.0
8995,11124,,0,112,
4901,55616,,0,8,
9009,11140,,0,311,
4916,6045,,0,756,
4925,6059,,0,243,
2881,3551,,0,224,
842,998,,0,305,
9044,11177,,0,45,
4951,6103,,0,34,
4956,6117,,0,494,
861,1017,,0,892,
4958,6119,,0,399,
7007,8764,,0,80,
868,1024,,0,137,
869,1025,,0,247,
871,1027,,0,106,
4971,6134,,0,448,
8680,10734,,0,2,
2935,3607,,0,115,
2936,3608,,0,451,
2937,3609,,0,463,
891,1050,,0,132,
892,1051,,0,123,
6977,8726,,0,483,
7056,8818,,0,12,
7057,8819,,0,95,
5015,6187,,0,424,
7064,8826,,0,284,
5021,6194,,0,353,
934,1107,,0,190,
935,1108,,0,153,
7083,8848,,0,171,
5036,6210,,0,333,
3912,4824,,0,48,
5045,6224,,0,259,
5052,6233,,0,304,
5621,6886,,0,61,
17360,286940,,0,99,
17363,155871,,0,312,
13284,51474,,0,202,
7147,8924,,0,224,
7154,8932,,0,75,
7179,8972,,0,10,
7181,8975,,0,53,
5978,7311,,0,293,
13355,51547,,0,666,
13356,51548,,0,125,
4957,6118,,0,471,
863,1019,,0,203,
7231,9049,,1,46,7038.0
5187,22911,,0,8,
3141,3837,,0,340,
7249,9070,,0,96,
3154,3852,,0,74,
5207,6421,,0,234,
7265,9091,,0,8,
7284,9112,,0,128,
1146,1373,,0,48,
5243,203068,,0,361,
7298,9126,,1,144,25.0
1160,1387,,0,400,
7310,9138,,0,42,
7311,9139,,0,38,
3217,3921,,0,276,
9753,340359,,0,84,
3231,3938,,0,16,
13476,84461,,0,45,
19628,126961,,0,117,
2722,3326,,0,543,
