Disease ID,Disease Name,Recall-at-25,Ranks,Mean Average Precision,Nodes,AUROC,Recall-at-100
C0266464,Polymicrogyria,0.18,3114.6458333333335,0.10409259320575878,7967.4375,0.856777627969687,0.24500000000000002
C0023798,Lipoma,0.3,3448.8571428571427,0.2181392758390308,4161.785714285715,0.8644397252007613,0.35
C1855106,Neonatal onset,0.1,2483.684210526316,0.052079387693283054,4206.8421052631575,0.8796034915033892,0.1
C0003123,Anorexia,0.095,4522.642857142857,0.05567606941402984,4786.976190476191,0.7960180106902162,0.24500000000000002
C0006114,Cerebral Edema,0.18333333333333332,967.0,0.0366978614129636,5774.48,0.9618165211468203,0.7833333333333333
C1847906,Onion bulb formation,0.0,6854.526315789473,0.0004971828747647809,6854.263157894737,0.6826898969263627,0.0
C0751837,Gait Ataxia,0.0,6259.54,0.0008298434753073409,6069.52,0.7083568140605384,0.0
C0456132,Large fontanelle,0.0,3812.3333333333335,0.005022754845806268,6081.777777777777,0.8306919393826702,0.13
C0155552,"Hearing Loss, Mixed Conductive-Sensorineural",0.3,5185.833333333333,0.016396940924759795,2561.8333333333335,0.6887375261081458,0.4
C0015644,Muscular fasciculation,0.0,4456.363636363636,0.0017199974419140184,6689.136363636364,0.7891827257952171,0.0
C1857287,Stroke-like episodes,0.5,1946.6,0.14164326973777347,4207.6,0.8941291131015918,0.7
C3714756,Intellectual Disability,0.006812291743798593,4637.459644322846,0.014511688942419224,7084.146374829002,0.7791177355591701,0.025971862273232137
C1847514,Postnatal microcephaly,0.13333333333333333,6235.708333333333,0.026048528392508735,7441.333333333333,0.7097292527748108,0.13333333333333333
C1861324,Short philtrum,0.016666666666666666,5255.603773584906,0.0038913047026009175,7768.188679245283,0.7522653149801587,0.09
C0728829,Congenital pes cavus,0.0,4409.681818181818,0.0021457010683177055,6789.375,0.7943606026260086,0.01111111111111111
C0033578,Prostatic Neoplasms,0.03178191489361702,4839.035864978903,0.020033063122009857,6262.0801687763715,0.7716628551103154,0.0738918439716312
C0600031,Congenital absence of spleen,0.0,7777.0,0.00019371983199884855,10358.222222222223,0.6569673906317678,0.0
C0037315,Sleep Apnea Syndromes,0.2,5949.153846153846,0.014828703973577736,6437.846153846154,0.7305154567396955,0.2
C3805574,Increased fracture rate,0.11666666666666665,3227.096153846154,0.01696324321024357,5964.038461538462,0.8497558707277377,0.1933333333333333
C1850573,Slender build,0.05,3363.3571428571427,0.054518431480880994,4240.642857142857,0.8172167293320337,0.25
C0037771,"Paraparesis, Spastic",0.0,7377.0625,0.0002909246146246383,7803.8125,0.6348475001160578,0.0
C0013421,Dystonia,0.05075757575757576,3043.478260869565,0.01581348926994639,6729.626086956522,0.8580850949566555,0.15606060606060607
C1305420,Prominent ear,0.0,4082.964285714286,0.0034041875038443455,6581.785714285715,0.8086663411004139,0.05
