Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
8195,10165,SLC25A13,0,96,
16388,23450,SF3B3,0,489,
16389,23451,SF3B1,0,446,
14,19,ABCA1,0,54,
16399,252839,TMEM9,0,14,
8209,10181,RBM5,0,36,
18,23,ABCF1,0,65,
19,24,ABCA4,1,1,9765.0
8212,10189,ALYREF,0,252,
16408,220082,SPERT,0,109,
25,30,ACAA1,0,54,
8218,10197,PSME3,0,195,
8219,10198,MPHOSPH9,0,31,
29,34,ACADM,0,88,
30,35,ACADS,0,38,
31,36,ACADSB,0,47,
33,38,ACAT1,0,80,
8227,10206,TRIM13,0,25,
8228,10207,PATJ,0,76,
16422,56257,MEPCE,0,186,
8231,10210,TOPORS,1,58,6004.0
16424,56259,CTNNBL1,0,171,
8234,10213,PSMD14,0,120,
44,50,ACO2,1,36,11835.0
45,51,ACOX1,1,51,35.0
53,60,ACTB,0,466,
8248,10228,STX6,0,61,
16444,23512,SUZ12,0,338,
8254,10236,HNRNPR,0,273,
16447,23515,MORC3,0,17,
16449,23517,MTREX,0,252,
8259,10241,CALCOCO2,0,202,
8261,10243,GPHN,0,34,
8267,10250,SRRM1,0,277,
16462,23530,NNT,0,47,
8271,10254,STAM2,0,74,
8277,10262,SF3B4,0,248,
86,108,ADCY2,0,27,
87,109,ADCY3,0,33,
88,111,ADCY5,0,42,
89,112,ADCY6,0,33,
90,113,ADCY7,0,28,
91,114,ADCY8,0,28,
92,115,ADCY9,0,33,
8287,10273,STUB1,0,258,
8290,10277,UBE4B,0,79,
8295,10283,CWC27,0,93,
8297,10285,SMNDC1,0,173,
8298,10286,BCAS2,0,234,
8300,337968,KRTAP6-3,0,162,
8301,10289,EIF1B,0,171,
16494,56334,,0,116,
8303,10291,SF3A1,0,291,
16496,23568,ARL2BP,1,12,1375.0
8306,10294,DNAJA2,0,114,
117,142,PARP1,0,286,
16404,23468,CBX5,0,198,
122,147,ADRA1B,0,14,
16508,23582,CCNDBP1,0,155,
125,150,ADRA2A,0,26,
126,151,ADRA2B,0,7,
127,152,ADRA2C,0,16,
129,154,ADRB2,0,276,
131,156,GRK2,0,101,
16516,23590,PDSS1,1,3,1132.0
133,158,ADSL,0,66,
8327,10318,TNIP1,0,124,
16521,23596,OPN3,0,4,
16523,23598,PATZ1,0,90,
16524,23600,AMACR,0,5,
141,166,AES,0,301,
8336,10328,EMC8,0,30,
8216,10195,ALG3,1,11,2226.0
16534,23612,PHLDA3,0,98,
8347,10342,TFG,1,175,5.0
157,189,AGXT,1,35,16837.0
16543,23623,RUSC1,0,82,
165,203,AK1,0,33,
16550,23632,CA14,0,44,
168,207,AKT1,0,378,
169,208,AKT2,0,129,
16554,23636,NUP62,1,140,18531.0
172,211,ALAS1,0,69,
8221,10200,MPHOSPH6,0,42,
176,215,ABCD1,0,24,
16562,23644,EDC4,0,59,
180,219,ALDH1B1,0,83,
8373,10379,IRF9,0,30,
8376,10382,TUBB4A,0,103,
185,224,ALDH3A2,0,106,
187,226,ALDOA,0,141,
190,230,ALDOC,0,94,
8391,10399,RACK1,0,286,
16584,23673,STX12,0,98,
8395,10403,NDC80,0,94,
3826,4715,NDUFB9,0,95,
8411,10421,CD2BP2,0,194,
221,196883,ADCY4,0,28,
8415,10425,ARIH2,0,75,
8425,10436,EMG1,0,103,
236,291,SLC25A4,0,68,
237,292,SLC25A5,0,335,
238,293,SLC25A6,0,207,
8232,10211,FLOT1,0,121,
8436,10450,PPIE,0,178,
8438,10452,TOMM40,0,117,
8440,10454,TAB1,0,172,
8442,10456,HAX1,0,131,
251,311,ANXA11,0,52,
16636,23759,PPIL2,0,156,
8447,10461,MERTK,1,12,16153.0
8451,10465,PPIH,0,160,
261,322,APBB1,0,95,
16647,23770,FKBP8,0,104,
8461,10476,ATP5PD,0,47,
8467,10482,NXF1,0,1153,
16661,23788,MTCH2,0,60,
8473,10488,CREB3,0,283,
8475,10490,VTI1B,0,79,
8477,10492,SYNCRIP,0,459,
287,351,APP,0,2132,
8484,10499,NCOA2,0,103,
293,358,AQP1,0,107,
8493,10514,MYBBP1A,0,253,
303,369,ARAF,0,104,
305,372,ARCN1,0,43,
306,373,TRIM23,0,265,
8500,10521,DDX17,0,290,
8503,10524,KAT5,0,265,
8505,10526,IPO8,0,96,
8506,10527,IPO7,0,94,
8507,10528,NOP56,0,256,
316,387,RHOA,0,185,
325,396,ARHGDIA,0,100,
331,131474,CHCHD4,0,22,
332,403,ARL3,0,14,
337,408,ARRB1,0,314,
338,409,ARRB2,0,366,
339,410,ARSA,1,32,242.0
8533,10560,SLC19A2,1,9,287.0
8538,10565,ARFGEF1,0,32,
8542,10569,SLU7,0,187,
8547,10574,CCT7,0,189,
8548,10575,CCT4,0,188,
8549,10576,CCT2,0,217,
16744,56704,JPH1,0,40,
364,445,ASS1,0,92,
8558,10585,POMT1,1,16,15352.0
8567,10594,PRPF8,1,294,8869.0
8578,10606,PAICS,0,100,
8579,10607,TBL3,0,63,
388,471,ATIC,1,75,13073.0
389,472,ATM,0,218,
16774,286128,ZFP41,0,46,
393,476,ATP1A1,0,160,
8587,10615,SPAG5,0,83,
8589,10617,STAMBP,1,67,7197.0
398,481,ATP1B1,0,78,
400,483,ATP1B3,0,102,
403,488,ATP2A2,0,84,
8602,10632,ATP5MG,0,68,
413,498,ATP5F1A,0,213,
16453,23521,RPL13A,0,273,
418,506,ATP5F1B,0,158,
8611,10642,IGF2BP1,0,256,
8612,10643,IGF2BP3,0,293,
421,509,ATP5F1C,0,194,
427,515,ATP5PB,0,100,
428,516,ATP5MC1,0,20,
432,522,ATP5PF,0,54,
434,22931,RAB18,1,21,9603.0
436,526,ATP6V1B2,0,114,
438,528,ATP6V1C1,0,59,
439,529,ATP6V1E1,0,67,
8632,10668,CGRRF1,0,29,
8634,10670,RRAGA,0,20,
444,535,ATP6V0A1,0,58,
448,539,ATP5PO,0,106,
8642,10682,EBP,1,29,518.0
16837,220717,RPLP0P6,0,100,
454,546,ATRX,1,58,3049.0
455,547,KIF1A,1,38,9169.0
457,549,AUH,1,29,640.0
458,550,AUP1,0,64,
8654,10694,CCT8,0,181,
16850,56893,UBQLN4,0,193,
8661,10713,USP39,0,199,
8673,10726,NUDC,0,89,
482,581,BAX,0,86,
8676,10730,YME1L1,0,38,
485,22933,SIRT2,0,64,
3835,4724,NDUFS4,1,97,17741.0
