Node ID,Protein ID,Protein Name,Disease Node,Degree
20,25,ABL1,0,389
21,26,AOC1,0,54
25,30,ACAA1,0,54
29,34,ACADM,0,88
30,35,ACADS,0,38
31,36,ACADSB,0,47
45,51,ACOX1,0,51
46,52,ACP1,0,48
51,58,ACTA1,0,200
52,59,ACTA2,0,95
53,60,ACTB,0,466
60,71,ACTG1,0,187
61,72,ACTG2,0,123
75,95,ACY1,0,31
101,124,ADH1A,0,26
102,125,ADH1B,0,31
103,126,ADH1C,0,30
104,127,ADH4,0,25
105,128,ADH5,0,42
106,130,ADH6,0,30
107,131,ADH7,0,26
117,142,PARP1,0,286
129,154,ADRB2,0,276
141,166,AES,0,301
166,204,AK2,0,51
168,207,AKT1,0,378
174,213,ALB,0,200
177,216,ALDH1A1,0,44
178,217,ALDH2,0,80
179,218,ALDH3A1,0,54
180,219,ALDH1B1,0,83
181,220,ALDH1A3,0,45
182,221,ALDH3B1,0,77
183,222,ALDH3B2,0,48
184,223,ALDH9A1,0,58
185,224,ALDH3A2,0,106
187,226,ALDOA,0,141
190,230,ALDOC,0,94
195,238,ALK,0,98
213,267,AMFR,0,113
220,274,BIN1,0,70
237,292,SLC25A5,0,335
238,293,SLC25A6,0,207
242,302,ANXA2,0,200
249,309,ANXA6,0,107
250,310,ANXA7,0,142
254,314,AOC2,0,43
255,316,AOX1,0,24
268,329,BIRC2,0,142
287,351,APP,0,2132
290,355,FAS,0,121
301,367,AR,0,301
313,382,ARF6,0,143
316,387,RHOA,0,185
337,408,ARRB1,0,314
338,409,ARRB2,0,366
357,435,ASL,0,21
364,445,ASS1,0,92
373,65991,FUNDC2,0,23
375,65993,MRPS34,0,105
398,481,ATP1B1,0,78
406,491,ATP2B2,0,38
408,493,ATP2B4,0,47
413,498,ATP5F1A,0,213
416,501,ALDH7A1,0,75
421,509,ATP5F1C,0,194
432,522,ATP5PF,0,54
474,573,BAG1,0,82
482,581,BAX,0,86
496,596,BCL2,0,136
498,598,BCL2L1,0,112
499,599,BCL2L2,0,25
518,627,BDNF,1,22
534,644,BLVRA,0,22
562,673,BRAF,0,63
590,708,C1QBP,0,235
669,801,CALM1,0,524
672,805,CALM2,0,174
673,808,CALM3,0,132
676,811,CALR,0,158
679,815,CAMK2A,0,167
696,832,CAPZB,0,128
698,834,CASP1,0,63
705,841,CASP8,0,196
711,847,CAT,0,66
719,857,CAV1,0,220
721,859,CAV3,0,21
729,867,CBL,0,276
740,883,KYAT1,0,12
772,920,CD4,0,125
800,66489,,0,248
821,975,CD81,0,219
827,983,CDK1,0,415
835,991,CDC20,0,161
