Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
16388,23450,SF3B3,0,489,
16389,23451,SF3B1,0,446,
6828,8554,PIAS1,0,191,
8202,10174,SORBS3,0,156,
14,19,ABCA1,0,54,
18,23,ABCF1,0,65,
20,25,ABL1,0,389,
8213,10190,TXNDC9,0,70,
25,30,ACAA1,0,54,
26,31,ACACA,0,84,
27,32,ACACB,0,13,
29,34,ACADM,0,88,
30,35,ACADS,0,38,
31,36,ACADSB,0,47,
33,38,ACAT1,0,80,
34,39,ACAT2,0,67,
8227,10206,TRIM13,0,25,
8233,10212,DDX39A,0,84,
8234,10213,PSMD14,0,120,
45,51,ACOX1,0,51,
51,58,ACTA1,0,200,
53,60,ACTB,0,466,
8246,10226,PLIN3,0,84,
16444,23512,SUZ12,0,338,
8254,10236,HNRNPR,0,273,
66,86,ACTL6A,0,155,
67,87,ACTN1,0,164,
16453,23521,RPL13A,0,273,
16462,23530,NNT,0,47,
8271,10254,STAM2,0,74,
16465,23533,PIK3R5,0,11,
8279,23556,PIGN,1,7,1517.0
16473,23542,MAPK8IP2,0,94,
8284,10270,AKAP8,0,69,
8287,10273,STUB1,0,258,
16481,23551,RASD2,0,22,
8292,337959,KRTAP13-2,0,83,
8296,10284,SAP18,0,149,
8299,337967,KRTAP6-2,0,188,
8301,10289,EIF1B,0,171,
16494,56334,,0,116,
8303,10291,SF3A1,0,291,
8306,10294,DNAJA2,0,114,
8309,10297,APC2,1,19,5754.0
16404,23468,CBX5,0,198,
16508,23582,CCNDBP1,0,155,
129,154,ADRB2,0,276,
131,156,GRK2,0,101,
8324,149175,MANEAL,0,7,
135,160,AP2A1,0,121,
16521,23596,OPN3,0,4,
141,166,AES,0,301,
16530,23607,CD2AP,0,118,
149,178,AGL,0,56,
16534,23612,PHLDA3,0,98,
4121,5082,PDCL,0,37,
154,185,AGTR1,0,42,
159,191,AHCY,0,85,
16550,23632,CA14,0,44,
168,207,AKT1,1,378,3724.0
169,208,AKT2,0,129,
176,215,ABCD1,0,24,
16562,23644,EDC4,0,59,
8372,10376,TUBA1B,0,125,
8375,10381,TUBB3,0,121,
8376,10382,TUBB4A,0,103,
8377,10383,TUBB4B,0,154,
187,226,ALDOA,0,141,
8386,10393,ANAPC10,0,48,
8389,10397,NDRG1,0,110,
8391,10399,RACK1,0,286,
16584,23673,STX12,0,98,
8403,10413,YAP1,0,137,
8409,10419,PRMT5,0,360,
220,274,BIN1,0,70,
8417,10427,SEC24B,0,35,
8421,10432,RBM14,0,117,
16616,154796,AMOT,0,133,
16618,23729,SHPK,1,5,1613.0
237,292,SLC25A5,0,335,
238,293,SLC25A6,0,207,
242,302,ANXA2,0,200,
41,47,ACLY,0,74,
248,308,ANXA5,0,45,
250,310,ANXA7,0,142,
16637,23760,PITPNB,0,27,
261,322,APBB1,0,95,
8456,10471,PFDN6,0,43,
8457,10472,ZBTB18,0,13,
270,331,XIAP,0,164,
273,334,APLP2,0,45,
8467,10482,NXF1,0,1153,
8468,10483,SEC23B,1,54,4750.0
8469,10484,SEC23A,1,104,35.0
8473,10488,CREB3,0,283,
8475,10490,VTI1B,0,79,
284,348,APOE,0,70,
8477,10492,SYNCRIP,0,459,
286,350,APOH,0,36,
287,351,APP,0,2132,
291,356,FASLG,0,108,
301,367,AR,0,301,
303,369,ARAF,0,104,
306,373,TRIM23,0,265,
308,375,ARF1,0,99,
310,378,ARF4,0,48,
8503,10524,KAT5,0,265,
8504,10525,HYOU1,0,80,
8506,10527,IPO7,0,94,
8507,10528,NOP56,0,256,
316,387,RHOA,0,185,
321,392,ARHGAP1,0,48,
16706,56652,TWNK,0,27,
325,396,ARHGDIA,0,100,
8522,10549,PRDX4,0,57,
8524,10551,AGR2,0,60,
334,405,ARNT,0,60,
8529,10556,RPP30,0,30,
338,409,ARRB2,0,366,
340,411,ARSB,1,15,5457.0
8540,10567,RABAC1,0,83,
2789,3423,IDS,1,46,10529.0
8547,10574,CCT7,0,189,
8548,10575,CCT4,0,188,
8549,10576,CCT2,0,217,
8553,10580,SORBS1,0,46,
8567,10594,PRPF8,0,294,
8575,10603,SH2B2,0,26,
385,467,ATF3,0,63,
8578,10606,PAICS,0,100,
389,472,ATM,0,218,
16774,286128,ZFP41,0,46,
