Node ID,Protein ID,Protein Name,Disease Node,Degree
1,2,A2M,0,105
6,10,NAT2,0,24
11,16,AARS,0,55
13,18,ABAT,0,46
14,19,ABCA1,0,54
18,23,ABCF1,0,65
20,25,ABL1,0,389
22,27,ABL2,0,52
25,30,ACAA1,0,54
26,31,ACACA,0,84
29,34,ACADM,0,88
30,35,ACADS,0,38
31,36,ACADSB,0,47
33,38,ACAT1,0,80
45,51,ACOX1,0,51
46,52,ACP1,0,48
48,54,ACP5,0,15
51,58,ACTA1,0,200
53,60,ACTB,1,466
59,70,ACTC1,0,65
60,71,ACTG1,1,187
61,72,ACTG2,0,123
65,81,ACTN4,1,153
66,86,ACTL6A,0,155
67,87,ACTN1,0,164
68,88,ACTN2,0,105
69,89,ACTN3,0,59
71,91,ACVR1B,0,51
74,94,ACVRL1,0,22
79,100,ADA,0,32
82,103,ADAR,0,75
88,111,ADCY5,1,42
95,118,ADD1,0,79
97,120,ADD3,0,35
117,142,PARP1,0,286
125,150,ADRA2A,0,26
126,151,ADRA2B,0,7
129,154,ADRB2,0,276
131,156,GRK2,0,101
135,160,AP2A1,0,121
136,161,AP2A2,0,64
138,163,AP2B1,0,127
139,164,AP1G1,0,62
145,174,AFP,1,16
149,178,AGL,0,56
154,185,AGTR1,0,42
155,186,AGTR2,1,12
158,190,NR0B1,0,16
159,191,AHCY,0,85
161,196,AHR,0,49
166,204,AK2,0,51
168,207,AKT1,0,378
169,208,AKT2,0,129
174,213,ALB,0,200
175,214,ALCAM,1,9
178,217,ALDH2,0,80
180,219,ALDH1B1,0,83
187,226,ALDOA,0,141
190,230,ALDOC,0,94
191,231,AKR1B1,0,63
195,238,ALK,0,98
197,240,ALOX5,0,31
210,259,AMBP,0,20
213,267,AMFR,0,113
219,273,AMPH,0,55
224,278,AMY1C,0,21
237,292,SLC25A5,0,335
238,293,SLC25A6,0,207
241,301,ANXA1,1,169
242,302,ANXA2,0,200
247,307,ANXA4,1,17
248,308,ANXA5,0,45
249,309,ANXA6,0,107
250,310,ANXA7,0,142
251,311,ANXA11,0,52
259,320,APBA1,0,22
261,322,APBB1,0,95
263,324,APC,0,301
265,326,AIRE,0,94
267,328,APEX1,0,111
268,329,BIRC2,0,142
269,330,BIRC3,0,87
270,331,XIAP,1,164
271,332,BIRC5,0,44
272,333,APLP1,0,61
274,335,APOA1,0,102
284,348,APOE,0,70
287,351,APP,0,2132
288,353,APRT,0,36
290,355,FAS,0,121
291,356,FASLG,0,108
293,358,AQP1,1,107
301,367,AR,0,301
303,369,ARAF,0,104
306,373,TRIM23,0,265
307,374,AREG,0,15
313,382,ARF6,0,143
314,383,ARG1,0,25
321,392,ARHGAP1,0,48
325,396,ARHGDIA,0,100
326,397,ARHGDIB,0,20
334,405,ARNT,0,60
337,408,ARRB1,0,314
338,409,ARRB2,0,366
355,433,ASGR2,0,95
356,65970,,0,129
360,440,ASNS,0,82
362,65979,PHACTR4,0,20
364,445,ASS1,0,92
375,65993,MRPS34,0,105
381,463,ZFHX3,0,34
383,229841,,0,83
385,467,ATF3,0,63
389,472,ATM,0,218
393,476,ATP1A1,0,160
398,481,ATP1B1,0,78
400,483,ATP1B3,0,102
403,488,ATP2A2,0,84
405,490,ATP2B1,0,46
410,495,ATP4A,0,87
412,80760,ITIH5,0,10
413,498,ATP5F1A,0,213
418,506,ATP5F1B,0,158
419,100532731,COMMD3-BMI1,0,24
421,509,ATP5F1C,0,194
425,513,ATP5F1D,0,41
427,515,ATP5PB,0,100
432,522,ATP5PF,0,54
433,523,ATP6V1A,0,103
435,525,ATP6V1B1,0,97
446,537,ATP6AP1,0,30
453,545,ATR,0,134
454,546,ATRX,0,58
455,547,KIF1A,0,38
473,572,BAD,0,70
474,573,BAG1,0,82
476,575,ADGRB1,0,22
481,580,BARD1,0,282
482,581,BAX,0,86
483,582,BBS1,0,32
486,585,BBS4,0,38
495,595,CCND1,1,112
496,596,BCL2,0,136
498,598,BCL2L1,0,112
502,602,BCL3,0,52
509,613,BCR,0,97
527,637,BID,0,62
530,640,BLK,0,77
531,641,BLM,0,100
537,648,BMI1,0,399
547,658,BMPR1B,0,122
549,660,BMX,0,32
558,669,BPGM,0,30
561,672,BRCA1,1,609
562,673,BRAF,0,63
563,675,BRCA2,0,90
571,685,BTC,0,12
574,688,KLF5,0,62
575,689,BTF3,0,55
579,695,BTK,0,123
584,701,BUB1B,0,98
590,708,C1QBP,0,235
599,718,C3,0,49
626,752,FMNL1,0,74
637,5481,PPID,0,53
642,773,CACNA1A,0,100
649,780,DDR1,1,28
659,790,CAD,0,131
669,801,CALM1,0,524
672,805,CALM2,0,174
673,808,CALM3,0,132
676,811,CALR,0,158
677,813,CALU,0,119
679,815,CAMK2A,0,167
680,816,CAMK2B,0,90
682,818,CAMK2G,0,101
685,821,CANX,0,208
686,822,CAPG,0,22
687,823,CAPN1,0,110
688,824,CAPN2,0,62
690,826,CAPNS1,0,63
693,829,CAPZA1,0,122
694,830,CAPZA2,0,270
696,832,CAPZB,1,128
700,836,CASP3,0,183
703,839,CASP6,0,51
704,840,CASP7,0,86
705,841,CASP8,0,196
706,842,CASP9,0,60
707,843,CASP10,0,49
711,847,CAT,0,66
719,857,CAV1,0,220
720,858,CAV2,0,14
722,860,RUNX2,0,63
723,861,RUNX1,0,102
724,862,RUNX1T1,0,105
729,867,CBL,0,276
730,868,CBLB,0,81
732,871,SERPINH1,0,91
733,873,CBR1,0,52
735,875,CBS,0,81
746,890,CCNA2,0,140
747,891,CCNB1,0,161
748,892,CCNC,0,119
750,894,CCND2,0,28
751,896,CCND3,0,60
752,898,CCNE1,0,83
756,902,CCNH,1,69
757,904,CCNT1,0,93
758,905,CCNT2,0,17
760,908,CCT6A,0,190
768,916,CD3E,0,38
772,920,CD4,0,125
773,921,CD5,0,28
796,949,SCARB1,1,22
805,958,CD40,0,60
807,960,CD44,1,100
818,972,CD74,0,51
821,975,CD81,0,219
827,983,CDK1,0,415
828,984,CDK11B,0,44
832,988,CDC5L,0,328
834,990,CDC6,0,58
835,991,CDC20,0,161
837,993,CDC25A,0,64
838,994,CDC25B,0,46
839,995,CDC25C,0,44
840,996,CDC27,0,129
842,998,CDC42,1,305
843,999,CDH1,1,135
844,1000,CDH2,0,78
856,1012,CDH13,0,15
861,1017,CDK2,0,892
862,1018,CDK3,0,68
863,1019,CDK4,1,203
864,1020,CDK5,0,163
865,1021,CDK6,1,160
866,1022,CDK7,0,138
868,1024,CDK8,0,137
869,1025,CDK9,0,247
870,1026,CDKN1A,0,312
871,1027,CDKN1B,0,106
872,1028,CDKN1C,0,22
873,1029,CDKN2A,0,183
874,1030,CDKN2B,0,24
875,1031,CDKN2C,0,48
876,1032,CDKN2D,0,35
883,1040,CDS1,1,19
891,1050,CEBPA,0,132
892,1051,CEBPB,0,123
893,1052,CEBPD,0,30
894,1053,CEBPE,0,62
899,1058,CENPA,0,115
911,1072,CFL1,0,166
912,1073,CFL2,0,58
915,1080,CFTR,0,324
931,1104,RCC1,0,108
934,1107,CHD3,0,190
935,1108,CHD4,0,153
937,1111,CHEK1,0,92
951,66661,,0,208
972,1147,CHUK,0,219
976,1152,CKB,0,83
977,1153,CIRBP,0,199
978,1154,CISH,0,32
982,1159,CKMT1B,0,32
985,1163,CKS1B,0,81
988,1173,AP2M1,0,229
1004,1191,CLU,0,123
1007,1195,CLK1,0,178
1008,1196,CLK2,0,94
1012,1201,CLN3,0,91
1016,1207,CLNS1A,0,135
1020,1211,CLTA,0,83
1022,1213,CLTC,0,355
1030,1234,CCR5,0,49
1041,132320,SCLT1,0,158
1052,1265,CNN2,0,23
1053,1266,CNN3,1,12
1062,1277,COL1A1,0,56
1063,1278,COL1A2,0,37
1065,1280,COL2A1,0,45
1066,1281,COL3A1,0,18
