Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
2048,2521,FUS,0,354,
2714,3315,HSPB1,0,435,
8195,10165,SLC25A13,0,96,
16388,23450,SF3B3,0,489,
16389,23451,SF3B1,0,446,
6828,8554,PIAS1,0,191,
2059,2534,FYN,0,410,
4110,5071,PRKN,0,426,
6159,7528,YY1,0,172,
6160,7529,YWHAB,0,398,
15704,29124,LGALS13,0,12,
6162,7531,YWHAE,0,426,
6147,7514,XPO1,0,1256,
16404,23468,CBX5,0,198,
2069,2547,XRCC6,0,285,
2070,2548,GAA,0,32,
6167,7536,SF1,0,265,
4100,5058,PAK1,0,161,
16410,23476,BRD4,0,76,
8219,10198,MPHOSPH9,0,31,
4128,5092,PCBD1,0,96,
4129,5093,PCBP1,0,192,
16422,56257,MEPCE,0,186,
8881,10987,COPS5,0,828,
8233,10212,DDX39A,0,84,
8234,10213,PSMD14,0,120,
46,52,ACP1,0,48,
4143,5108,PCM1,0,269,
4145,5111,PCNA,0,390,
4147,5116,PCNT,0,64,
52,59,ACTA2,0,95,
53,60,ACTB,1,466,9239.0
12342,17344,,0,4,
10296,24148,PRPF6,0,220,
59,70,ACTC1,0,65,
16444,23512,SUZ12,0,338,
16445,23513,SCRIB,0,60,
8254,10236,HNRNPR,0,273,
693,829,CAPZA1,0,122,
2113,2595,GANC,0,10,
66,86,ACTL6A,0,155,
14403,20588,,0,13,
16453,23521,RPL13A,0,273,
8267,10250,SRRM1,0,277,
2124,2617,GARS,0,99,
2125,2618,GART,0,67,
16462,23530,NNT,0,47,
10300,24149,ZNF318,0,22,
6225,6732,SRPK1,0,349,
2130,2623,GATA1,0,109,
19811,29082,CHMP4A,0,45,
8277,10262,SF3B4,1,248,1265.0
8279,23556,PIGN,1,7,13942.0
2136,2629,GBA,0,52,
356,65970,,0,129,
8287,10273,STUB1,0,258,
546,657,BMPR1A,0,49,
16370,23431,AP4E1,1,18,19345.0
18530,26608,TBL2,1,136,16150.0
6843,8570,KHSRP,0,99,
4196,5170,PDPK1,0,108,
8296,10284,SAP18,0,149,
6252,105988,,0,26,
8301,10289,EIF1B,0,171,
8303,10291,SF3A1,0,291,
117,142,PARP1,0,286,
20599,22854,NTNG1,1,1,1934.0
20,25,ABL1,0,389,
3141,3837,KPNB1,0,340,
6165,7534,YWHAZ,0,662,
129,154,ADRB2,0,276,
6551,8189,SYMPK,0,80,
133,158,ADSL,1,66,2449.0
134,159,ADSS,0,44,
10945,80254,CEP63,0,132,
137,162,AP1B1,0,93,
16522,23597,ACOT9,0,20,
9961,56086,,0,62,
4236,5217,PFN2,0,51,
16527,23603,CORO1C,0,103,
16530,23607,CD2AP,0,118,
5324,55705,IPO9,0,123,
6293,7750,ZMYM2,0,82,
16534,23612,PHLDA3,0,98,
16535,23613,ZMYND8,0,56,
4250,5236,PGM1,0,62,
8347,10342,TFG,0,175,
16031,55832,CAND1,0,700,
4253,5241,PGR,0,81,
159,191,AHCY,0,85,
4256,5245,PHB,0,356,
161,196,AHR,0,49,
4259,5250,SLC25A3,0,311,
2212,2720,GLB1,1,35,352.0
168,207,AKT1,0,378,
8362,10362,HMG20B,0,86,
15047,54606,DDX56,0,95,
10412,79577,CDC73,0,107,
2418,2969,GTF2I,1,149,822.0
174,213,ALB,0,200,
2947,3621,ING1,0,66,
8372,10376,TUBA1B,0,125,
18613,53615,MBD3,0,144,
6326,7798,LUZP1,0,69,
187,226,ALDOA,0,141,
19851,29127,RACGAP1,0,137,
16074,23112,TNRC6B,0,75,
5975,317762,CCDC85C,0,35,
195,238,ALK,0,98,
8389,10397,NDRG1,0,110,
20679,63922,CHTF18,0,27,
8567,10594,PRPF8,0,294,
4300,5295,PIK3R1,0,307,
4301,5296,PIK3R2,0,144,
14546,3481,IGF2,0,23,
8403,10413,YAP1,0,137,
4311,5307,PITX1,0,88,
8409,10419,PRMT5,0,360,
3522,4297,KMT2A,0,113,
7986,9924,PAN2,0,343,
7380,9219,MTA2,0,171,
2270,2799,GNS,1,40,18103.0
2272,2801,GOLGA2,0,455,
8418,10428,CFDP1,0,11,
2278,5929,RBBP5,0,114,
16616,154796,AMOT,0,133,
18812,27111,SDCBP2,0,66,
6378,7874,USP7,0,313,
237,292,SLC25A5,0,335,
238,293,SLC25A6,0,207,
3453,4204,MECP2,1,66,3090.0
241,301,ANXA1,0,169,
242,302,ANXA2,0,200,
6867,8607,RUVBL1,0,279,
4341,5337,PLD1,0,54,
16034,55835,CENPJ,0,151,
8440,10454,TAB1,0,172,
250,310,ANXA7,0,142,
8445,10459,MAD2L2,0,63,
7893,9820,CUL7,0,649,
2327,2869,GRK5,0,183,
4353,5351,PLOD1,0,45,
6403,7919,DDX39B,0,225,
261,322,APBB1,0,95,
263,324,APC,0,301,
8459,10474,TADA3,0,80,
8578,10606,PAICS,0,100,
8467,10482,NXF1,0,1153,
10286,24144,TFIP11,0,382,
8921,11034,DSTN,0,103,
8472,10487,CAP1,0,49,
2436,2990,GUSB,0,20,
16431,23499,MACF1,0,74,
284,348,APOE,0,70,
8477,10492,SYNCRIP,0,459,
6430,433956,,0,11,
287,351,APP,0,2132,
4385,5395,PMS2,0,56,
2338,2885,GRB2,0,1081,
8483,10498,CARM1,0,96,
8484,10499,NCOA2,0,103,
2942,3615,IMPDH2,0,109,
146,175,AGA,1,13,6962.0
12584,50628,GEMIN4,0,273,
732,871,SERPINH1,0,91,
5329,22938,SNW1,0,291,
3463,4216,MAP3K4,0,59,
301,367,AR,0,301,
3147,3843,IPO5,0,110,
51,58,ACTA1,0,200,
308,375,ARF1,0,99,
4405,5426,POLE,0,59,
8503,10524,KAT5,0,265,
8505,10526,IPO8,0,96,
8507,10528,NOP56,0,256,
4413,5434,POLR2E,0,126,
14654,152185,SPICE1,0,157,
8245,10225,CD96,1,12,1113.0
10561,145282,MIPOL1,0,74,
8587,10615,SPAG5,0,83,
8246,10226,PLIN3,0,84,
6471,728937,RPS26P25,0,201,
4427,5450,POU2AF1,0,62,
2382,2932,GSK3B,0,362,
3469,4223,MEOX2,0,687,
2384,2934,GSN,0,88,
337,408,ARRB1,0,314,
338,409,ARRB2,0,366,
340,411,ARSB,0,15,
4442,5468,PPARG,0,167,
3353,4087,SMAD2,0,394,
8542,10569,SLU7,0,187,
4449,5476,CTSA,0,53,
8547,10574,CCT7,0,189,
8548,10575,CCT4,0,188,
8549,10576,CCT2,0,217,
6918,8663,EIF3C,0,142,
2408,2959,GTF2B,0,148,
60,71,ACTG1,1,187,2342.0
2411,2962,GTF2F1,0,122,
364,445,ASS1,0,92,
2414,2965,GTF2H1,0,93,
4463,5499,PPP1CA,0,356,
4464,5500,PPP1CB,0,253,
4465,5501,PPP1CC,0,308,
8562,10589,DRAP1,0,56,
3422,4163,MCC,0,306,
2422,2975,GTF3C1,0,189,
12663,345651,ACTBL2,0,49,
16762,155030,,0,177,
4475,55831,EMC3,0,32,
6099,7453,WARS,0,66,
4479,5518,PPP2R1A,0,298,
8577,10605,PAIP1,0,41,
12674,214597,,0,34,
6531,8148,TAF15,0,99,
388,471,ATIC,1,75,3985.0
389,472,ATM,0,218,
8583,10611,PDLIM5,0,56,
8585,10613,ERLIN1,0,53,
395,478,ATP1A3,0,78,
19836,29109,FHOD1,0,42,
2450,3006,HIST1H1C,0,88,
2115,2597,GAPDH,0,304,
10647,79848,CSPP1,0,59,
3355,4089,SMAD4,0,302,
20889,129807,NEU4,0,25,
2458,3014,H2AFX,0,307,
6555,8193,DPF1,0,10,
8879,10985,GCN1,0,234,
2463,3020,H3F3A,0,131,
6560,8202,NCOA3,0,134,
2466,3024,HIST1H1A,0,173,
8611,10642,IGF2BP1,0,256,
8612,10643,IGF2BP3,0,293,
421,509,ATP5F1C,0,194,
7379,9218,VAPA,0,224,
15772,55559,HAUS7,0,72,
20906,10717,AP4B1,1,11,520.0
413,498,ATP5F1A,0,213,
8627,10661,KLF1,0,22,
2109,2590,GALNT2,0,27,
6582,8237,USP11,0,135,
18871,27185,DISC1,0,209,
16824,56852,RAD18,0,76,
6586,8243,SMC1A,0,148,
4539,5583,PRKCH,0,121,
4540,5584,PRKCI,0,179,
18878,92736,OTOP2,0,41,
19872,66440,,0,61,
4546,5590,PRKCZ,0,229,
4547,5591,PRKDC,0,312,
2500,3065,HDAC1,0,611,
2501,3066,HDAC2,0,387,
4550,5594,MAPK1,0,402,
4551,5595,MAPK3,0,349,
4553,5597,MAPK6,0,282,
18852,27161,AGO2,0,140,
2508,3073,HEXA,0,49,
16845,56888,KCMF1,0,61,
4560,5604,MAP2K1,1,115,206.0
6904,8648,NCOA1,0,122,
16850,56893,UBQLN4,0,193,
4565,5609,MAP2K7,0,71,
6614,8290,HIST3H3,0,254,
2519,3084,NRG1,0,96,
12760,83637,ZMIZ2,0,29,
473,572,BAD,0,70,
12763,83640,RAMMET,0,58,
2524,3091,HIF1A,0,182,
16122,55929,DMAP1,0,77,
12766,50875,,0,89,
10661,79867,TCTN2,0,211,
8673,10726,NUDC,0,89,
18915,27252,KLHL20,0,84,
15019,54556,ING3,0,58,
486,585,BBS4,0,38,
