Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
2048,2521,,0,354,
1,2,,0,105,
6147,7514,,0,1256,
16388,23450,,0,489,
16389,23451,,0,446,
6153,7520,,0,233,
2059,2534,,0,410,
6156,7525,,0,156,
4110,5071,,0,426,
6159,7528,,0,172,
6160,7529,,0,398,
13656,84708,,0,497,
6162,7531,,0,426,
6163,7532,,0,542,
20,25,,0,389,
2069,2547,,0,285,
6166,7535,,0,71,
2071,2549,,0,51,
4100,5058,,0,161,
7775,9694,,0,111,
33,38,,0,80,
18469,26517,,0,72,
8231,10210,,0,58,
5525,6776,,0,106,
8234,10213,,0,120,
4140,5105,,0,98,
4144,5110,,0,115,
4145,5111,,0,390,
51,58,,0,200,
53,60,,0,466,
12342,17344,,0,4,
20539,6354,,0,22,
16444,23512,,0,338,
65,81,,0,153,
2114,2596,,0,15,
20227,29979,,0,283,
8271,10254,,0,74,
6225,6732,,0,349,
14,19,,0,54,
14009,85302,,0,237,
4185,5159,,0,111,
1722,2068,,1,59,283.0
8287,10273,,0,258,
18530,26608,,1,136,13012.0
4196,5170,,0,108,
117,142,,0,286,
8212,10189,,0,252,
16506,23580,,0,30,
6267,7704,,0,166,
6269,7706,,0,91,
2174,2673,,0,79,
4223,5204,,0,185,
129,154,,0,276,
131,156,,0,101,
3414,4155,,0,103,
4230,5211,,0,74,
137,162,,0,93,
2186,2690,,0,55,
18577,157769,,0,11,
4242,5226,,0,65,
18582,91833,,0,29,
2200,2705,,0,24,
154,185,,0,42,
4463,5499,,0,356,
4254,5243,,0,31,
4256,5245,,0,356,
2210,2717,,1,18,3192.0
4259,5250,,0,311,
4260,5251,,1,2,9058.0
2417,2968,,0,50,
7197,8996,,0,42,
4272,5265,,0,48,
17438,57654,,0,13,
8375,10381,,0,121,
8376,10382,,0,103,
2242,2770,,0,107,
10438,79607,,0,37,
4129,5093,,0,192,
2248,2776,,0,89,
5836,7133,,0,127,
4300,5295,,0,307,
1741,2099,,0,789,
8409,10419,,0,360,
4314,5310,,0,41,
4815,5917,,0,62,
6364,7852,,0,51,
4319,5315,,0,194,
7721,9636,,0,194,
2599,3184,,0,342,
6378,7874,,0,313,
6380,7879,,0,182,
4333,5329,,0,113,
242,302,,0,200,
4339,5335,,0,279,
4340,5336,,1,126,6357.0
4341,5337,,0,54,
4342,5338,,0,54,
1065,1280,,1,45,3804.0
248,308,,0,45,
250,310,,0,142,
8575,10603,,0,26,
4349,5347,,0,268,
12542,2963,,0,92,
6401,7917,,0,302,
13355,51547,,0,666,
8452,10466,,0,25,
8455,10469,,0,36,
269,330,,0,87,
8467,10482,,0,1153,
2327,2869,,0,183,
2330,2873,,0,68,
8477,10492,,0,459,
287,351,,0,2132,
289,354,,0,25,
290,355,,1,121,6608.0
291,356,,0,108,
2340,2887,,0,62,
8875,10980,,0,321,
18728,26986,,0,504,
4828,5931,,0,230,
301,367,,0,301,
16691,56616,,0,54,
4409,5430,,0,345,
4410,5431,,0,133,
4411,5432,,0,122,
4412,5433,,0,76,
4413,5434,,0,126,
4414,5435,,0,90,
4415,5436,,0,106,
4416,5437,,0,98,
4417,5438,,0,54,
4418,5439,,0,74,
4419,5440,,0,44,
4420,5441,,0,96,
325,396,,0,100,
2375,2923,,0,144,
18764,27040,,0,58,
337,408,,0,314,
338,409,,0,366,
6484,8065,,0,482,
4440,5465,,0,83,
8537,10564,,0,32,
350,427,,1,19,7696.0
8545,10572,,0,41,
8547,10574,,0,189,
356,65970,,0,129,
8549,10576,,0,217,
12646,83481,,0,62,
2408,2959,,0,148,
2409,2960,,0,82,
2410,2961,,0,63,
2411,2962,,0,122,
364,445,,0,92,
2414,2965,,0,93,
2415,2966,,0,37,
2416,2967,,0,46,
4465,5501,,0,308,
2418,2969,,1,149,15798.0
3475,4233,,0,83,
2422,2975,,0,189,
20857,64210,,0,193,
7231,9049,,1,46,9420.0
4477,5515,,0,262,
4478,5516,,0,158,
4479,5518,,0,298,
4480,5519,,0,106,
8578,10606,,0,100,
4485,5524,,0,67,
4486,5525,,0,47,
392,475,,0,18,
396,479,,0,31,
403,488,,0,84,
2458,3014,,0,307,
15153,54778,,0,69,
4510,5550,,0,30,
2466,3024,,0,173,
8611,10642,,0,256,
10661,79867,,0,211,
2470,3030,,0,106,
14761,3557,,1,7,785.0
6571,8218,,0,53,
4524,5566,,0,420,
8623,10657,,0,191,
4529,5571,,0,57,
4532,5576,,0,91,
4534,5578,,0,395,
4535,5579,,0,202,
4536,5580,,1,234,4872.0
756,902,,0,69,
8636,10672,,0,57,
4543,5587,,0,63,
4544,5588,,0,138,
449,540,,1,15,326.0
4546,5590,,0,229,
4547,5591,,0,312,
2500,3065,,0,611,
453,545,,0,134,
4550,5594,,0,402,
4551,5595,,0,349,
4555,5599,,0,256,
4557,5601,,0,204,
8654,10694,,0,181,
4560,5604,,0,115,
14072,3313,,0,264,
2516,3081,,1,10,2759.0
469,567,,0,36,
6614,8290,,0,254,
2519,3084,,0,96,
473,572,,0,70,
2524,3091,,0,182,
5882,7186,,0,509,
2527,3094,,0,77,
18912,27248,,0,35,
766,914,,0,22,
8674,10728,,0,110,
