Node ID,Protein ID,Protein Name,Disease Node,Degree
233,288,,0,30
644,775,,1,25
669,801,,0,524
673,808,,0,132
2059,2534,,0,410
2115,2597,,0,304
2551,54795,,1,7
2992,3671,,0,54
3066,3752,,1,37
3078,3764,,1,17
3703,55800,,1,2
3798,781,,1,28
4258,6336,,1,2
4524,5566,,0,420
4534,5578,,0,395
5127,6324,,1,4
5134,6331,,1,33
5469,6714,,0,525
6375,7871,,1,52
8060,10008,,1,11
8072,10021,,1,9
16076,23114,,0,19
16132,23171,,1,23
16354,23411,,0,261
16426,23493,,1,38
17430,57644,,0,33
20583,783,,1,8
