Node ID,Protein ID,Protein Name,Disease Node,Degree
6,10,NAT2,0,24
15,20,ABCA2,0,21
20,25,ABL1,0,389
26,31,ACACA,0,84
33,38,ACAT1,0,80
39,22915,MMRN1,0,14
41,47,ACLY,0,74
46,52,ACP1,0,48
51,58,ACTA1,0,200
52,59,ACTA2,0,95
53,60,ACTB,0,466
60,71,ACTG1,0,187
65,81,ACTN4,0,153
66,86,ACTL6A,0,155
67,87,ACTN1,0,164
117,142,PARP1,0,286
135,160,AP2A1,0,121
137,162,AP1B1,0,93
138,163,AP2B1,0,127
141,166,AES,0,301
168,207,AKT1,0,378
169,208,AKT2,0,129
174,213,ALB,0,200
185,224,ALDH3A2,0,106
187,226,ALDOA,0,141
188,55655,NLRP2,0,36
190,230,ALDOC,0,94
228,283,ANG,0,11
237,292,SLC25A5,0,335
238,293,SLC25A6,0,207
242,302,ANXA2,0,200
249,309,ANXA6,0,107
250,310,ANXA7,0,142
263,324,APC,1,301
265,326,AIRE,0,94
267,328,APEX1,0,111
270,331,XIAP,0,164
287,351,APP,0,2132
288,353,APRT,0,36
301,367,AR,0,301
313,382,ARF6,0,143
338,409,ARRB2,0,366
364,445,ASS1,0,92
388,471,ATIC,0,75
389,472,ATM,1,218
398,481,ATP1B1,0,78
400,483,ATP1B3,0,102
412,80760,ITIH5,0,10
413,498,ATP5F1A,0,213
418,506,ATP5F1B,0,158
427,515,ATP5PB,0,100
436,526,ATP6V1B2,0,114
453,545,ATR,0,134
454,546,ATRX,0,58
472,571,BACH1,0,51
474,573,BAG1,0,82
481,580,BARD1,1,282
495,595,CCND1,0,112
496,596,BCL2,0,136
498,598,BCL2L1,0,112
531,641,BLM,1,100
537,648,BMI1,0,399
546,657,BMPR1A,1,49
547,658,BMPR1B,0,122
556,667,DST,0,82
561,672,BRCA1,1,609
563,675,BRCA2,1,90
568,682,BSG,0,154
574,688,KLF5,0,62
584,701,BUB1B,0,98
590,708,C1QBP,0,235
668,800,CALD1,0,51
669,801,CALM1,0,524
672,805,CALM2,0,174
687,823,CAPN1,0,110
694,830,CAPZA2,0,270
696,832,CAPZB,0,128
700,836,CASP3,0,183
705,841,CASP8,0,196
719,857,CAV1,0,220
722,860,RUNX2,0,63
729,867,CBL,0,276
732,871,SERPINH1,0,91
733,873,CBR1,0,52
746,890,CCNA2,0,140
747,891,CCNB1,0,161
750,894,CCND2,0,28
751,896,CCND3,0,60
752,898,CCNE1,0,83
754,900,CCNG1,0,41
756,902,CCNH,0,69
757,904,CCNT1,0,93
760,908,CCT6A,0,190
827,983,CDK1,0,415
834,990,CDC6,0,58
835,991,CDC20,0,161
837,993,CDC25A,0,64
839,995,CDC25C,0,44
840,996,CDC27,0,129
842,998,CDC42,0,305
843,999,CDH1,1,135
861,1017,CDK2,0,892
863,1019,CDK4,1,203
864,1020,CDK5,0,163
865,1021,CDK6,0,160
866,1022,CDK7,0,138
868,1024,CDK8,0,137
