Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
4100,5058,,0,161,
15377,55030,,0,12,
7698,9611,,0,179,
17943,58533,,0,62,
20505,653361,,0,49,
12838,83737,,0,162,
19495,75141,,0,8,
5679,6950,,0,289,
52,59,,1,95,2740.0
53,60,,0,466,
13368,51560,,0,29,
7227,9045,,0,370,
8256,10238,,0,62,
70,90,,0,121,
71,91,,0,51,
73,93,,0,35,
74,94,,0,22,
3767,4653,,0,46,
4963,6124,,0,326,
6741,8454,,0,763,
8794,338567,,0,2,
8287,10273,,0,258,
16481,23551,,0,22,
10857,80125,,0,155,
2160,73341,,0,4,
5747,7040,,0,110,
5748,7041,,0,43,
5750,7043,,0,19,
5753,7046,,1,321,50.0
5755,7048,,1,112,182.0
1160,1387,,0,400,
138,163,,0,127,
141,166,,0,301,
17039,57120,,0,102,
3352,4086,,0,186,
2708,3308,,0,366,
1687,2033,,0,547,
2712,3312,,0,600,
5274,6497,,1,123,846.0
5275,6498,,0,116,
21148,64750,,0,187,
2718,3320,,0,900,
3745,4627,,0,343,
3355,4089,,0,302,
18085,25942,,0,254,
168,207,,0,378,
682,818,,0,101,
1197,1432,,0,329,
2222,2737,,0,29,
3248,3958,,0,189,
16055,23089,,0,37,
4300,5295,,0,307,
4301,5296,,0,144,
1741,2099,,0,789,
5329,22938,,0,291,
4311,5307,,0,88,
729,867,,0,276,
5855,7157,,0,1001,
5865,7168,,0,142,
9511,83942,,0,18,
20716,63976,,0,28,
4849,5957,,0,11,
4344,5340,,0,68,
18172,26051,,0,14,
5885,7189,,0,552,
5892,100506658,,0,33,
4557,5601,,0,204,
5903,951475,,0,109,
3345,6141,,0,335,
4371,5371,,0,237,
20248,30008,,1,123,1381.0
3353,4087,,0,394,
3354,4088,,1,417,118.0
20251,30011,,0,292,
3356,4090,,0,72,
3358,4092,,0,96,
287,351,,0,2132,
2338,2885,,0,1081,
17699,116844,,0,5,
21284,130497,,0,4,
807,960,,0,100,
18728,26986,,0,504,
8495,10516,,1,13,4259.0
15153,54778,,0,69,
1335,1601,,0,106,
5432,6667,,0,441,
5173,6374,,0,13,
13121,51285,,0,13,
8002,9943,,0,40,
842,998,,0,305,
7500,9372,,0,52,
9038,11171,,0,103,
8016,9958,,0,155,
8163,10131,,0,117,
11236,57154,,0,390,
5466,6711,,0,147,
1679,2022,,0,20,
4956,6117,,0,494,
7517,9392,,0,19,
3934,4851,,0,211,
863,1019,,0,203,
59,70,,0,65,
17255,57443,,0,7,
1384,1655,,0,449,
16275,23327,,0,192,
7705,9618,,0,152,
1259,1499,,0,395,
6532,66894,,0,5,
19777,28996,,0,79,
3978,4904,,0,412,
5004,6175,,0,344,
3469,4223,,0,687,
152,183,,1,27,18845.0
7571,9459,,0,47,
5469,6714,,0,525,
8089,10048,,0,141,
5018,6191,,0,360,
7066,8829,,0,41,
4513,5553,,0,63,
5981,7316,,0,1647,
7592,7042,,0,26,
7836,9759,,0,203,
7083,8848,,0,171,
5039,6217,,0,268,
17332,57532,,0,81,
12225,23682,,0,8,
3011,3691,,0,83,
2500,3065,,0,611,
7109,8878,,0,246,
4550,5594,,0,402,
2721,3324,,0,86,
15818,55611,,0,94,
4555,5599,,0,256,
972,1147,,0,219,
12749,50855,,0,72,
16850,56893,,0,193,
3539,4318,,1,39,1701.0
2382,2932,,0,362,
18400,26397,,0,6,
3043,3725,,0,408,
17892,58472,,0,24,
6630,8312,,0,85,
9703,72433,,0,5,
1513,1822,,0,139,
1004,1191,,0,123,
5620,6885,,0,183,
6645,8328,,0,79,
3754,4638,,1,62,1505.0
