Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
4929,55624,POMGNT1,1,16,613.0
6955,8703,B4GALT3,0,40,
1065,1280,COL2A1,1,45,7639.0
13514,51744,CD244,0,28,
18731,2218,FKTN,1,2,19421.0
4174,5147,PDE6D,1,52,9186.0
5486,170572,HTR3C,0,80,
7376,9215,LARGE1,1,3,11651.0
8337,10329,RXYLT1,1,2,12173.0
20210,29954,POMT2,1,10,76.0
8558,10585,POMT1,1,16,48.0
16378,23439,ATP1B4,0,44,
20827,162461,TMEM92,0,15,
3804,4693,NDP,1,7,8537.0
13246,84197,POMK,0,58,
8927,11041,B4GAT1,1,13,953.0
