Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
6147,7514,,0,1256,
8196,10166,,1,8,8793.0
3078,3764,,0,17,
5127,6324,,1,4,2597.0
3081,3767,,1,11,22.0
1546,1856,,0,141,
7179,8972,,0,10,
11788,81851,,0,201,
13,18,,0,46,
17934,58524,,0,73,
2064,2539,,0,77,
6162,7531,,0,426,
6163,7532,,0,542,
6164,7533,,0,343,
6165,7534,,0,662,
2070,2548,,0,32,
2072,2550,,0,21,
538,197257,,0,58,
2075,2554,,1,14,909.0
11294,375791,,0,568,
2149,2645,,1,29,18944.0
2082,2561,,0,22,
1059,1272,,0,32,
5126,6323,,1,75,34.0
12838,83737,,0,162,
2087,2566,,1,19,144.0
12840,83741,,0,58,
861,1017,,0,892,
8968,11091,,0,226,
5541,6792,,1,21,5140.0
2101,2581,,0,12,
5129,6326,,1,6,10.0
6068,7415,,0,610,
2107,2588,,0,27,
572,686,,1,13,4641.0
16449,23517,,0,252,
1605,1938,,0,292,
584,701,,1,98,10100.0
6739,8452,,0,1228,
1620,1956,,0,926,
2136,2629,,1,52,1811.0
3676,4540,,1,30,2973.0
8287,10273,,0,258,
6160,7529,,0,398,
3683,4549,,1,1,691.0
101,124,,0,26,
102,125,,0,31,
103,126,,0,30,
104,127,,0,25,
105,128,,0,42,
14954,54477,,0,85,
107,131,,0,26,
3694,4565,,1,1,8350.0
7443,220004,,0,70,
1653,1994,,0,1866,
4624,5684,,0,301,
106,130,,0,30,
1158,1385,,0,198,
19596,94121,,0,31,
141,166,,0,301,
2708,3308,,0,366,
7317,9146,,0,355,
2714,3315,,0,435,
5788,7083,,0,182,
1050,1263,,0,27,
2718,3320,,0,900,
3231,3938,,0,16,
4256,5245,,0,356,
8867,10971,,0,464,
3236,3945,,0,157,
3238,3948,,0,40,
679,815,,0,167,
2730,3339,,0,48,
1197,1432,,0,329,
21167,64772,,0,11,
12976,51124,,1,18,8909.0
4281,5274,,1,4,5646.0
187,226,,0,141,
4284,5277,,1,11,1856.0
189,229,,0,39,
190,230,,0,94,
3267,3981,,0,135,
9846,90993,,0,156,
1223,1459,,0,341,
1224,1460,,0,305,
8395,10403,,0,94,
7379,9218,,0,224,
8918,11030,,0,240,
2270,2799,,0,40,
4319,5315,,0,194,
16100,55907,,0,38,
3815,4704,,0,97,
233,288,,0,30,
3308,4036,,0,58,
4344,5340,,0,68,
3834,4723,,0,108,
15611,55293,,0,29,
4349,5347,,0,268,
6399,7915,,1,55,450.0
6401,7917,,0,302,
20227,29979,,0,283,
13061,83987,,0,547,
6920,8665,,0,124,
1290,1537,,0,146,
3851,4744,,0,21,
11673,81628,,0,88,
18707,92483,,0,55,
6932,8678,,0,87,
3861,4758,,1,29,28.0
3862,4759,,0,23,
6425,7957,,1,23,10330.0
287,351,,0,2132,
2338,2885,,0,1081,
5923,7248,,1,119,4840.0
8838,10939,,1,55,5.0
4145,5111,,0,390,
5417,6652,,0,66,
3232,3939,,0,167,
3372,4110,,0,130,
2349,2896,,1,110,3796.0
4916,6045,,0,756,
827,983,,0,415,
10044,13385,,0,274,
6977,8726,,0,483,
1221,1457,,0,615,
8467,10482,,0,1153,
1591,1915,,0,613,
9548,12236,,0,43,
2382,2932,,0,362,
7507,9380,,0,54,
340,411,,0,15,
15189,54820,,1,60,397.0
5981,7316,,0,1647,
350,427,,1,19,5830.0
21343,65062,,0,149,
19808,29079,,0,368,
4449,5476,,0,53,
13667,3198,,0,268,
9573,378884,,1,16,4644.0
18796,27089,,0,134,
5487,6733,,0,460,
370,1106,,1,20,14376.0
6005,7341,,0,258,
4470,5507,,0,20,
1513,1822,,1,139,1564.0
17275,57465,,1,8,542.0
149,178,,0,56,
9219,160287,,0,46,
2113,2595,,0,10,
19331,126328,,0,64,
2436,2990,,0,20,
6023,7360,,0,55,
4491,5530,,0,87,
2956,3630,,1,35,2326.0
3469,4223,,0,687,
3986,4914,,0,1965,
2724,3329,,0,379,
15255,284273,,0,31,
17816,254950,,0,69,
20889,129807,,0,25,
6042,7385,,0,193,
18332,26270,,0,622,
2458,3014,,0,307,
5022,6195,,0,115,
416,501,,1,75,498.0
18339,26278,,1,14,338.0
2469,3029,,0,34,
4523,5565,,0,161,
5549,137872,,0,24,
2973,3651,,1,24,14316.0
5552,6804,,0,178,
6580,6833,,1,6,7195.0
4534,5578,,0,395,
4535,5579,,0,202,
4536,5580,,0,234,
4538,5582,,0,155,
17339,57541,,0,20,
6081,7431,,0,391,
11202,15194,,0,79,
4550,5594,,0,402,
5556,6812,,1,71,11437.0
2508,3073,,0,49,
2509,3074,,0,46,
7633,9531,,0,493,
8356,287,,0,31,
2212,2720,,1,35,37.0
3549,4329,,0,54,
4575,5621,,1,90,148.0
3041,69259,,0,87,
15334,54982,,1,12,10460.0
3561,4343,,0,1178,
1703,133121,,0,39,
3061,3746,,1,12,15.0
13304,84264,,0,27,
7161,8940,,0,45,
7165,8945,,0,353,
