Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
2048,2521,FUS,0,354,
1,2,A2M,0,105,
8064,10013,HDAC6,0,259,
8875,10980,COPS6,0,321,
4100,5058,PAK1,0,161,
2997,3676,ITGA4,0,529,
2059,2534,FYN,0,410,
5132,22900,CARD8,0,47,
4110,5071,PRKN,0,426,
8719,10783,NEK6,0,151,
4624,5684,PSMA3,0,301,
15377,55030,FBXO34,0,12,
7698,9611,NCOR1,0,179,
2579,3161,HMMR,0,37,
20,25,ABL1,0,389,
6165,7534,YWHAZ,0,662,
17943,58533,SNX6,0,62,
9753,340359,KLHL38,0,84,
8220,337879,KRTAP8-1,0,70,
5978,7311,UBA52,0,293,
5893,7203,CCT3,0,241,
546,657,BMPR1A,0,49,
547,658,BMPR1B,0,122,
3108,3799,KIF5B,0,130,
2597,3182,HNRNPAB,0,100,
12838,83737,ITCH,0,162,
21543,131034,CPNE4,0,38,
6923,8668,EIF3I,0,164,
4140,5105,PCK1,0,98,
2606,3192,HNRNPU,0,691,
5469,6714,SRC,0,525,
53,60,ACTB,1,466,334.0
15415,55075,UACA,0,40,
13368,51560,RAB6B,0,29,
7225,9043,SPAG9,0,47,
60,71,ACTG1,0,187,
19005,100526836,BLOC1S5-TXNDC5,0,67,
693,829,CAPZA1,0,122,
15680,55388,MCM10,0,60,
1741,2099,ESR1,0,789,
8259,10241,CALCOCO2,0,202,
1718,2064,ERBB2,0,201,
70,90,ACVR1,0,121,
71,91,ACVR1B,0,51,
6728,8440,NCK2,0,184,
73,93,ACVR2B,0,35,
74,94,ACVRL1,0,22,
2635,3224,HOXC8,0,103,
1612,1947,EFNB1,1,34,312.0
18511,26578,OSTF1,0,58,
2129,2622,GAS8,0,108,
9810,143884,CWF19L2,0,84,
6739,8452,CUL3,0,1228,
5204,6418,SET,0,167,
6741,8454,CUL1,0,763,
3158,3856,KRT8,0,96,
8794,338567,KCNK18,0,2,
20251,30011,SH3KBP1,0,292,
5953,7283,TUBG1,0,255,
14949,54472,TOLLIP,0,124,
8806,10902,BRD8,0,46,
13415,51619,UBE2D4,0,106,
7273,9099,USP2,0,169,
8299,337967,KRTAP6-2,0,188,
7699,9612,NCOR2,0,136,
117,142,PARP1,0,286,
5750,7043,TGFB3,0,19,
13431,117178,SSX2IP,0,248,
4116,5077,PAX3,1,34,2298.0
2170,2669,GEM,0,113,
5243,203068,TUBB,0,361,
5756,7049,TGFBR3,0,24,
15893,22919,MAPRE1,0,177,
1160,1387,CREBBP,0,400,
1388,1660,DHX9,0,529,
138,163,AP2B1,0,127,
7165,8945,BTRC,0,353,
2703,3303,HSPA1A,0,353,
3217,3921,RPSA,0,276,
659,790,CAD,0,131,
2708,3308,HSPA4,0,366,
3221,3927,LASP1,0,145,
20505,653361,NCF1,0,49,
2712,3312,HSPA8,0,600,
3225,3932,LCK,0,256,
5274,6497,SKI,0,123,
21148,64750,SMURF2,0,187,
5277,6500,SKP1,0,251,
2718,3320,HSP90AA1,0,900,
7109,8878,SQSTM1,0,246,
672,805,CALM2,0,174,
5793,7088,TLE1,0,142,
2722,3326,HSP90AB1,0,543,
8867,10971,YWHAQ,0,464,
2724,3329,HSPD1,0,379,
6116,7473,WNT3,1,3,18247.0
16241,23291,FBXW11,0,403,
168,207,AKT1,0,378,
1591,1915,EEF1A1,0,613,
15019,54556,ING3,0,58,
7066,8829,NRP1,0,41,
1199,1434,CSE1L,0,119,
807,960,CD44,0,100,
18098,25959,KANK2,0,190,
5747,7040,TGFB1,0,110,
3746,4628,MYH10,0,99,
18613,53615,MBD3,0,144,
6838,8565,YARS,0,59,
16055,23089,PEG10,0,37,
4794,5893,RAD52,0,58,
1653,1994,ELAVL1,0,1866,
1216,1452,CSNK1A1,0,141,
4801,5901,RAN,0,253,
706,842,CASP9,0,60,
195,238,ALK,0,98,
1221,1457,CSNK2A1,0,615,
8391,10399,RACK1,0,286,
1736,2091,FBL,0,387,
972,1147,CHUK,0,219,
6792,8517,IKBKG,1,465,72.0
4300,5295,PIK3R1,0,307,
4301,5296,PIK3R2,0,144,
719,857,CAV1,0,220,
4305,5300,PIN1,0,309,
8403,10413,YAP1,0,137,
724,862,RUNX1T1,0,105,
3022,3702,ITK,0,46,
4311,5307,PITX1,0,88,
10788,80019,UBTD1,0,25,
16079,23118,TAB2,0,134,
9009,11140,CDC37,0,311,
18172,26051,PPP1R16B,0,14,
5855,7157,TP53,0,1001,
5755,7048,TGFBR2,1,112,5950.0
12005,55111,PLEKHJ1,0,12,
5753,7046,TGFBR1,1,321,509.0
5865,7168,TPM1,0,142,
6378,7874,USP7,0,313,
1259,1499,CTNNB1,0,395,
748,892,CCNC,0,119,
7083,8848,TSC22D1,0,171,
1679,2022,ENG,0,20,
18216,8507,ENC1,0,13,
241,301,ANXA1,0,169,
5369,6602,SMARCD1,0,205,
5370,6603,SMARCD2,0,80,
4859,5970,RELA,0,419,
15612,55294,FBXW7,0,182,
15101,284069,FAM171A2,0,36,
3043,3725,JUN,0,408,
4865,5977,DPF2,0,72,
5892,100506658,OCLN,0,33,
18181,26060,APPL1,0,75,
861,1017,CDK2,0,892,
3336,4067,LYN,0,269,
18220,255488,RNF144B,0,33,
5004,6175,RPLP0,0,344,
6359,7846,TUBA1A,0,399,
11236,57154,SMURF1,0,390,
4371,5371,PML,0,237,
7726,9641,IKBKE,0,392,
729,867,CBL,0,276,
3353,4087,SMAD2,0,394,
3354,4088,SMAD3,0,417,
3355,4089,SMAD4,0,302,
3358,4092,SMAD7,0,96,
287,351,APP,0,2132,
2338,2885,GRB2,0,1081,
8483,10498,CARM1,0,96,
21284,130497,OSR1,0,4,
9511,83942,TSSK1B,0,18,
17192,221184,CPNE2,0,46,
3884,4790,NFKB1,0,277,
20785,64098,PARVG,0,32,
5428,6663,SOX10,0,39,
3893,4800,NFYA,0,79,
4918,6047,RNF4,0,78,
1335,1601,DAB2,0,106,
5432,6667,SP1,0,441,
6459,8022,LHX3,1,79,2169.0
316,387,RHOA,0,185,
3392,4130,MAP1A,0,36,
19777,28996,HIPK2,0,79,
8002,9943,OXSR1,0,40,
1350,1616,DAXX,0,218,
4972,6135,RPL11,0,384,
4426,5449,POU1F1,1,24,94.0
4663,5727,PTCH1,1,104,3968.0
7500,9372,ZFYVE9,0,52,
2382,2932,GSK3B,0,362,
18829,27132,CPNE7,0,32,
337,408,ARRB1,0,314,
338,409,ARRB2,0,366,
339,410,ARSA,0,32,
6484,8065,CUL5,0,482,
1593,1917,EEF1A2,0,165,
13284,51474,LIMA1,0,202,
