Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
2048,2521,,0,354,
1538,1848,,1,10,541.0
7084,8850,,0,206,
1546,1856,,0,141,
6162,7531,,0,426,
8211,10188,,0,94,
20,25,,0,389,
5658,6926,,1,29,1375.0
8735,10804,,1,3,12352.0
6180,6720,,0,72,
7717,9632,,0,70,
12838,83737,,0,162,
9255,23767,,1,4,14944.0
2604,3190,,0,367,
5981,7316,,0,1647,
561,672,,0,609,
4409,5430,,0,345,
1591,1915,,0,613,
16444,23512,,0,338,
8254,10236,,0,273,
8256,10238,,0,62,
3141,3837,,0,340,
6728,8440,,0,184,
15909,55703,,1,45,539.0
6225,6732,,0,349,
2130,2623,,0,109,
2132,2625,,0,42,
2133,2626,,1,36,14149.0
5207,6421,,0,234,
8287,10273,,0,258,
5729,7020,,0,98,
14949,54472,,0,124,
15981,23013,,0,184,
1653,1994,,0,1866,
7802,9723,,1,1,14629.0
18049,25898,,0,87,
6275,23132,,0,44,
7301,9129,,0,281,
1158,1385,,0,198,
1159,1386,,0,247,
1160,1387,,0,400,
16523,23598,,0,90,
141,166,,0,301,
2703,3303,,0,353,
659,790,,0,131,
2709,3309,,0,517,
1687,2033,,0,547,
2712,3312,,0,600,
2500,3065,,0,611,
2715,3316,,0,123,
669,801,,0,524,
2718,3320,,0,900,
672,805,,0,174,
2721,3324,,0,86,
2722,3326,,0,543,
8867,10971,,0,464,
17064,220988,,0,190,
892,1051,,0,123,
7851,9775,,0,451,
6828,8554,,0,191,
1197,1432,,0,329,
7858,9782,,0,313,
4795,5894,,0,209,
3260,3972,,1,7,53.0
18624,343069,,0,31,
8391,10399,,0,286,
13512,51741,,1,327,1770.0
16073,23111,,0,40,
4300,5295,,0,307,
1741,2099,,0,789,
1742,2100,,0,140,
1745,2104,,0,48,
722,860,,0,63,
18181,26060,,0,75,
1751,2113,,0,127,
2267,2796,,1,7,60.0
2269,2798,,1,10,54.0
5855,7157,,0,1001,
5858,7161,,0,138,
6883,8626,,1,143,36.0
8934,11052,,0,218,
4988,6156,,0,238,
1259,1499,,0,395,
1779,2146,,0,284,
5365,6597,,0,269,
5367,6599,,0,203,
760,908,,0,190,
5882,7186,,0,509,
4859,5970,,0,419,
5372,6605,,0,168,
2361,2908,,0,242,
768,916,,0,38,
6403,7919,,0,225,
1285,1528,,1,25,612.0
1294,1543,,0,92,
1295,1544,,0,30,
4371,5371,,0,237,
3353,4087,,0,394,
3354,4088,,0,417,
7455,9318,,0,125,
2338,2885,,0,1081,
8484,10499,,0,103,
3880,4782,,0,42,
1322,1586,,1,37,185.0
1927,2316,,0,359,
3884,4790,,0,277,
301,367,,1,301,86.0
5422,6657,,0,351,
9009,11140,,0,311,
818,972,,0,51,
5427,6662,,1,30,1652.0
8500,10521,,0,290,
3893,4800,,0,79,
8503,10524,,0,265,
5432,6667,,0,441,
21300,55629,,0,23,
5434,6670,,0,98,
8507,10528,,0,256,
4413,5434,,0,126,
19777,28996,,0,79,
18758,27033,,0,53,
4425,5447,,0,38,
4428,5451,,0,107,
2381,2931,,0,95,
2382,2932,,0,362,
3043,3725,,0,408,
4437,5460,,0,68,
3927,4841,,0,193,
1882,2260,,0,79,
4443,5469,,0,124,
5980,7314,,0,256,
5469,6714,,0,525,
4961,6122,,0,257,
866,1022,,0,138,
2408,2959,,0,148,
5994,7329,,0,502,
1388,1660,,0,529,
1902,2289,,0,103,
2415,2966,,0,37,
5490,6736,,1,24,129.0
5523,6774,,0,292,
6005,7341,,0,258,
3446,4193,,0,470,
4985,6152,,0,333,
916,1081,,0,12,
891,1050,,0,132,
17276,57466,,0,30,
8063,10011,,1,49,9281.0
3461,4214,,1,242,3193.0
2881,3551,,0,224,
13200,51377,,0,219,
3986,4914,,0,1965,
4463,5499,,0,356,
7060,8822,,1,5,972.0
8089,10048,,0,141,
8090,10049,,0,58,
16795,402682,,0,37,
14405,53358,,0,48,
6560,8202,,0,134,
6561,8204,,0,69,
8611,10642,,0,256,
1444,51341,,0,36,
1350,1616,,0,218,
2470,3030,,0,106,
5543,6794,,0,108,
389,472,,0,218,
6057,7403,,0,28,
4524,5566,,0,420,
6068,7415,,0,610,
158,190,,1,16,209.0
4548,5592,,0,65,
2501,3066,,0,387,
4550,5594,,0,402,
4551,5595,,0,349,
4555,5599,,0,256,
972,1147,,0,219,
8654,10694,,0,181,
5583,6845,,1,24,374.0
464,558,,1,30,3544.0
6904,8648,,0,122,
15138,54756,,1,2,80.0
2524,3091,,0,182,
7077,8841,,0,238,
251,311,,0,52,
16357,23414,,1,18,5405.0
81,102,,0,27,
2027,2488,,1,5,14705.0
10152,79084,,0,237,
2548,3122,,1,47,60.0
2044,2516,,1,51,73.0
7165,8945,,0,353,
1957,2353,,0,259,
