Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
1,2,,0,105,
8193,10163,,0,43,
6828,8554,,0,191,
11,16,,0,55,
13656,84708,,0,497,
8211,10188,,0,94,
16404,23468,,0,198,
8214,10193,,0,64,
8221,10200,,0,42,
8227,10206,,0,25,
16422,56257,,0,186,
16428,23495,,1,12,1154.0
46,52,,0,48,
51,58,,0,200,
53,60,,1,466,4735.0
59,70,,0,65,
60,71,,0,187,
65,81,,0,153,
66,86,,0,155,
8259,10241,,0,202,
16455,23523,,0,27,
74,94,,0,22,
16460,23528,,0,56,
79,100,,0,32,
8287,10273,,0,258,
8291,10278,,0,39,
8300,337968,,0,162,
8306,10294,,0,114,
117,142,,0,286,
119,221504,,0,55,
20,25,,0,389,
16508,23582,,0,155,
129,154,,0,276,
131,156,,0,101,
8327,10318,,0,124,
8329,10320,,0,126,
141,166,,0,301,
16527,23603,,0,103,
16530,23607,,0,118,
149,178,,1,56,419.0
8347,10342,,0,175,
168,207,,0,378,
169,208,,0,129,
8362,10362,,0,86,
172,211,,0,69,
173,212,,0,14,
174,213,,0,200,
178,217,,0,80,
179,218,,0,54,
8372,10376,,0,125,
181,220,,0,45,
182,221,,0,77,
8375,10381,,0,121,
16568,23650,,0,105,
8377,10383,,0,154,
187,226,,0,141,
188,55655,,0,36,
195,238,,0,98,
16580,1879,,0,14,
197,240,,0,31,
8391,10399,,0,286,
213,267,,0,113,
8409,10419,,0,360,
8416,10426,,0,144,
16616,154796,,0,133,
236,291,,0,68,
237,292,,0,335,
238,293,,0,207,
8432,10445,,0,145,
241,301,,0,169,
242,302,,0,200,
8435,10449,,0,55,
8437,10451,,0,24,
246,306,,0,15,
247,307,,0,17,
248,308,,0,45,
249,309,,0,107,
8442,10456,,0,131,
261,322,,0,95,
263,324,,0,301,
268,329,,0,142,
269,330,,0,87,
270,331,,1,164,112.0
271,332,,0,44,
8465,10480,,0,106,
274,335,,0,102,
8467,10482,,0,1153,
8472,10487,,0,49,
8473,10488,,0,283,
8477,10492,,0,459,
286,350,,0,36,
287,351,,0,2132,
290,355,,0,121,
8483,10498,,0,96,
8484,10499,,0,103,
301,367,,0,301,
303,369,,0,104,
306,373,,0,265,
16691,56616,,0,54,
8500,10521,,0,290,
8503,10524,,0,265,
8506,10527,,0,94,
