Node ID,Protein ID,Protein Name,Disease Node,Degree
53,60,ACTB,0,466
65,81,ACTN4,0,153
68,88,ACTN2,0,105
95,118,ADD1,1,79
152,183,AGT,1,27
154,185,AGTR1,1,42
287,351,APP,0,2132
364,445,ASS1,0,92
393,476,ATP1A1,0,160
398,481,ATP1B1,1,78
403,488,ATP2A2,0,84
516,624,BDKRB2,0,22
669,801,CALM1,0,524
719,857,CAV1,0,220
1570,1889,ECE1,1,27
1620,1956,EGFR,0,926
1653,1994,ELAVL1,0,1866
2243,2771,GNAI2,0,209
2245,2773,GNAI3,0,114
2248,2776,GNAQ,0,89
2255,2784,GNB3,1,31
2718,3320,HSP90AA1,0,900
2722,3326,HSP90AB1,0,543
3134,3827,KNG1,0,46
3249,3959,LGALS3BP,0,148
3928,4842,NOS1,0,55
3929,4843,NOS2,1,155
3930,4846,NOS3,1,79
3986,4914,NTRK1,0,1965
4339,5335,PLCG1,0,279
4524,5566,PRKACA,0,420
4525,5567,PRKACB,0,217
4526,5568,PRKACG,0,158
4534,5578,PRKCA,0,395
4551,5595,MAPK3,0,349
4674,5740,PTGIS,1,9
5193,6401,SELE,1,21
5469,6714,SRC,0,525
5500,6748,SSR4,0,119
6068,7415,VCP,0,610
6147,7514,XPO1,0,1256
6767,8490,RGS5,1,8
7930,9861,PSMD6,0,122
8738,10808,HSPH1,0,99
10864,1577,CYP3A5,1,3
13155,51320,MEX3C,1,6
15945,22976,PAXIP1,0,266
