Disease ID,Disease Name,Fold Recall-at-100,Recall-at-25,Ranks,Mean Average Precision,AUROC,Recall-at-100
C0023895,Liver diseases,0.188095238095,0.0,6311.72307692,0.00181505892649,0.709510515541,0.0309523809524
C0022661,"Kidney Failure, Chronic",0.37,0.0,4721.13636364,0.00377723402701,0.78885638916,0.11
C1262477,Weight decreased,0.05,0.0,4790.83333333,0.000448572836295,0.77238729746,0.0
C0005684,Malignant neoplasm of urinary bladder,0.0,0.0,7818.125,0.000224144607611,0.612606192842,0.0
C0023264,Leigh Disease,0.75,0.2,1752.70967742,0.0464609490189,0.921284725448,0.591666666667
C0007570,Celiac Disease,0.225,0.05,7837.07894737,0.00887212441324,0.631578488777,0.1
C0017601,Glaucoma,0.133333333333,0.0,8918.76190476,0.00049263234424,0.576220437098,0.0
C1261473,Sarcoma,0.2,0.0,3360.15384615,0.00453581358326,0.832514853323,0.15
C0003811,Cardiac Arrhythmia,0.2,0.2,6958.85,0.0210898269368,0.66101940846,0.2
C0039231,Tachycardia,0.4,0.25,3650.35294118,0.042992082536,0.800162488394,0.4
C0346153,"Breast Cancer, Familial",0.9,0.6,977.916666667,0.291859792156,0.946976096542,0.7
C0027051,Myocardial Infarction,0.343055555556,0.0222222222222,4067.36046512,0.00665371167881,0.813034247745,0.0597222222222
C0022116,Ischemia,0.266666666667,0.0,5707.92592593,0.00272233748241,0.734307942406,0.05
C0032580,Adenomatous Polyposis Coli,0.444444444444,0.0,5667.66666667,0.00205777723119,0.733076542293,0.111111111111
C0007137,Squamous cell carcinoma,0.468055555556,0.0611111111111,3236.56626506,0.0119859496917,0.849914916488,0.159722222222
C0040128,Thyroid Diseases,0.1,0.05,6087.33333333,0.00420863310899,0.717433279183,0.1
C0030319,Panic Disorder,0.0,0.0,5614.625,0.00035120217616,0.647860689591,0.0
C0005138,Berylliosis,0.0,0.0,7034.33333333,0.000201044148575,0.653466163397,0.0
C0020615,Hypoglycemia,0.4,0.0,3200.3,0.00153875680572,0.851519933169,0.0
C0038644,Sudden infant death syndrome,0.45,0.15,5228.66666667,0.0147970080776,0.694162218612,0.3
C0005910,Body Weight,0.0,0.0,9956.14285714,0.000132111865395,0.509312769809,0.0
C0018621,Hay fever,0.0,0.0,9620.3,0.000186176577625,0.538796584211,0.0
C0021655,Insulin Resistance,0.435,0.105,3723.5,0.0288503080533,0.830003486912,0.165
C0006663,Calcinosis,0.483333333333,0.0666666666667,2649.48648649,0.0101918270518,0.875516767348,0.191666666667
C0238288,"Muscular Dystrophy, Facioscapulohumeral",0.6,0.0,4702.08333333,0.00215835694104,0.815915525644,0.0
C0752166,Bardet-Biedl Syndrome,0.816666666667,0.566666666667,1431.9047619,0.391828151645,0.933955547301,0.616666666667
C0027947,Neutropenia,0.2,0.1,6896.84615385,0.0215665013512,0.628244522837,0.2
C0268363,Osteogenesis imperfecta type IV (disorder),0.5,0.3,4018.7,0.159462544043,0.800067294751,0.3
C0004153,Atherosclerosis,0.403333333333,0.0166666666667,2863.94444444,0.00487251539907,0.865367778139,0.0333333333333
C0271650,Impaired glucose tolerance,0.5,0.15,4904.54545455,0.0519076287534,0.751225285436,0.25
C0033578,Prostatic Neoplasms,0.192414431082,0.0277058279371,5567.88461538,0.0163743148773,0.73698524894,0.0576318223867
C0019158,Hepatitis,0.2,0.0,5001.83333333,0.000972962860587,0.783063280561,0.0
C0007621,Neoplastic Cell Transformation,0.347222222222,0.0958333333333,3320.81707317,0.0308997925523,0.843330228948,0.144444444444
C0949658,"Cardiomyopathy, Hypertrophic, Familial",0.583333333333,0.133333333333,3102.63636364,0.0183713227778,0.850941490597,0.333333333333
C0242383,Age related macular degeneration,0.225,0.141666666667,6368.0,0.0299469464395,0.700262534269,0.141666666667
C0007193,"Cardiomyopathy, Dilated",0.535,0.135,3528.68085106,0.0408418636119,0.834613319386,0.26
C0206762,"Limb Deformities, Congenital",0.3,0.1,4548.46666667,0.0158616171216,0.748754758147,0.25
C0014544,Epilepsy,0.259523809524,0.0452380952381,6558.82539683,0.0130251395978,0.698048735638,0.111904761905
C0038325,Stevens-Johnson Syndrome,0.6,0.1,2018.0,0.0320426356409,0.906350164909,0.233333333333
C0080178,Spina Bifida,0.1,0.0,5814.0,0.000346474400879,0.734259259259,0.0
C0007194,Hypertrophic Cardiomyopathy,0.233333333333,0.05,4942.80952381,0.00779689565452,0.782778448489,0.133333333333
C1449861,"Micronuclei, Chromosome-Defective",0.7,0.05,4546.16666667,0.0128510266056,0.803000371419,0.2
C0022548,Keloid,0.466666666667,0.0666666666667,1929.03030303,0.011082247155,0.907879963452,0.1
C0025202,melanoma,0.182368421053,0.0260526315789,7187.59895833,0.00872737544497,0.664033392046,0.0363157894737
C0079541,Holoprosencephaly,0.375,0.25,5561.125,0.048484861011,0.691421295652,0.375
C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",0.633333333333,0.05,2172.0,0.00595452840538,0.911502445518,0.1
C0018798,Congenital Heart Defects,0.325,0.0,4803.97142857,0.00289178806258,0.784206083697,0.0916666666667
C0033805,Pseudohypoaldosteronism,0.666666666667,0.333333333333,1453.33333333,0.334716107837,0.932600086628,0.333333333333
C0027708,Nephroblastoma,0.15,0.0,7447.75,0.00067090953245,0.641554477508,0.0
C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,0.8,0.35,1743.28571429,0.0864483579997,0.937304460846,0.8
C0008312,Primary biliary cirrhosis,0.35,0.25,4835.21052632,0.109316785935,0.785215665336,0.25
C0031511,Pheochromocytoma,0.35,0.1,4425.25,0.0537766638331,0.756197483868,0.25
C0993582,"Arthritis, Experimental",0.466666666667,0.075,4431.94871795,0.0668935107955,0.790328445952,0.15
C0600467,Neurogenic Inflammation,0.4,0.1,6249.41666667,0.00939359947966,0.709644929218,0.2
C0024809,Marijuana Abuse,0.3,0.2,5198.1,0.0676163340503,0.747062236042,0.2
C0023976,Long QT Syndrome,0.85,0.2,1400.6875,0.127008166166,0.945423842904,0.55
C2931673,"Ceroid lipofuscinosis, neuronal 1, infantile",0.4,0.0,3828.0,0.00325208215497,0.822388267508,0.1
C0024232,Lymphatic Metastasis,0.3,0.0,6068.64285714,0.00155791027611,0.736882049854,0.0
C0015695,Fatty Liver,0.425,0.0,4487.60416667,0.00521209346636,0.791993700311,0.1
C0152013,Adenocarcinoma of lung (disorder),0.435,0.02,3113.13043478,0.0131972225544,0.853941936684,0.045
C2931456,"Prostate cancer, familial",0.25,0.15,5662.61538462,0.0179928752211,0.72011464909,0.2
C0038587,Substance Withdrawal Syndrome,0.503333333333,0.06,4082.07692308,0.0138187403076,0.803626753468,0.156666666667
C0002895,"Anemia, Sickle Cell",0.2,0.0,5434.6,0.000873534821323,0.74782568339,0.0
C0268362,Osteogenesis imperfecta type III (disorder),0.7,0.0,2029.0,0.00629246040328,0.897071382159,0.15
C0149721,Left Ventricular Hypertrophy,0.55,0.15,2333.45833333,0.0188693823003,0.902685026084,0.283333333333
C0017636,Glioblastoma,0.440476190476,0.0309523809524,3815.90163934,0.00702901356096,0.820885336364,0.111904761905
C0241910,"Hepatitis, Autoimmune",0.6,0.05,2940.29411765,0.00766785764611,0.803852135562,0.25
C0004096,Asthma,0.202727272727,0.01,7027.47619048,0.00279848393147,0.674337696845,0.01
C0948089,Acute Coronary Syndrome,0.541666666667,0.158333333333,2321.80645161,0.033267339761,0.889660178389,0.158333333333
C0024667,Animal Mammary Neoplasms,0.334065934066,0.0505494505495,4037.93430657,0.0103891182771,0.811872569541,0.0873626373626
C1862939,AMYOTROPHIC LATERAL SCLEROSIS 1,0.35,0.045,5262.70212766,0.00555849118158,0.755438633194,0.13
C0023290,"Leishmaniasis, Visceral",0.55,0.15,3473.83333333,0.0574325047095,0.772381062892,0.2
C0015934,Fetal Growth Retardation,0.3,0.0,3671.9,0.000845715358791,0.829632895531,0.0
C0036572,Seizures,0.247777777778,0.01,5457.36170213,0.00566857847627,0.746566235434,0.0433333333333
C0002395,Alzheimer's Disease,0.242857142857,0.0342857142857,7138.38194444,0.00887994547321,0.667861201362,0.0619047619048
C0018784,Sensorineural Hearing Loss (disorder),0.111111111111,0.0,6554.44444444,0.000658368844992,0.695867623703,0.0
C0567312,Menopause present (finding),0.05,0.0,9137.05882353,0.000387134312542,0.614742339833,0.0
C0242656,Disease Progression,0.291025641026,0.0160256410256,3718.71774194,0.00595187152383,0.827742550728,0.0570512820513
C0393706,Early infantile epileptic encephalopathy with suppression bursts,0.35,0.0,5821.66666667,0.00252319826988,0.750427132179,0.1
C0027672,"Neoplastic Syndromes, Hereditary",0.62,0.205,2051.04166667,0.157573053172,0.900984006695,0.345
C0029422,Osteochondrodysplasias,0.45,0.2,4235.8,0.0197380194169,0.793245752484,0.35
C0017178,Gastrointestinal Diseases,0.35,0.2,4740.0,0.0123380095287,0.77498839638,0.2
C1959629,Seizure Adverse Event,0.0,0.0,10027.1578947,0.000183011769757,0.512171510818,0.0
C0268237,Cytochrome-c Oxidase Deficiency,0.65,0.25,2576.84615385,0.0404204468159,0.862281841812,0.35
C0265215,Meckel-Gruber syndrome,0.9,0.35,198.642857143,0.128343935667,0.987914867939,0.75
C0032273,Pneumoconiosis,0.0,0.0,11250.5,0.000152538923812,0.453494174442,0.0
C0035309,Retinal Diseases,0.366666666667,0.05,3725.95238095,0.00474219938628,0.821724089896,0.1
C0004352,Autistic Disorder,0.192210144928,0.00416666666667,5884.62660944,0.00549651511021,0.72437118804,0.0211956521739
C0334588,Giant Cell Glioblastoma,0.6,0.15,3511.75,0.0159245653882,0.861459735437,0.35
C0235833,Congenital diaphragmatic hernia,0.6,0.1,5127.63636364,0.00832155861507,0.770038522232,0.2
