Node ID,Protein ID,Protein Name,Disease Node,Degree
287,351,APP,0,2132
337,408,ARRB1,0,314
1221,1457,CSNK2A1,0,615
1385,1656,DDX6,0,134
1687,2033,EP300,0,547
2289,2820,GPD2,1,18
2338,2885,GRB2,0,1081
2567,3146,HMGB1,0,114
2635,3224,HOXC8,0,103
2642,3232,HOXD3,1,8
4563,5607,MAP2K5,1,44
7786,9705,ST18,1,1
8594,10623,POLR3C,0,65
8625,10659,CELF2,1,13
9129,11281,POU6F2,1,141
13656,84708,LNX1,0,497
14400,53353,LRP1B,1,15
15846,22871,NLGN1,1,6
17690,221935,SDK1,1,9
17844,91156,IGFN1,0,30
18032,222484,LNX2,0,47
18174,26053,AUTS2,1,21
18254,91694,LONRF1,0,81
20207,29951,PDZRN4,1,3
20589,3213,HOXB3,1,3
20716,63976,PRDM16,1,28
21543,131034,CPNE4,1,38
