Node ID,Protein ID,Protein Name,Disease Node,Degree
268,329,BIRC2,0,142
287,351,APP,0,2132
530,640,BLK,1,77
729,867,CBL,0,276
805,958,CD40,1,60
1718,2064,ERBB2,0,201
1736,2091,FBL,0,387
1840,2212,FCGR2A,1,36
1841,2213,FCGR2B,0,24
2069,2547,XRCC6,0,285
2712,3312,HSPA8,0,600
3092,3781,KCNN2,1,9
4300,5295,PIK3R1,0,307
4340,5336,PLCG2,0,126
7276,9103,FCGR2C,0,12
7633,9531,BAG3,0,493
10503,79682,CENPU,1,81
10715,79934,COQ8B,1,4
10958,80271,ITPKC,1,29
11820,8190,MIA,1,3
13375,51567,TDP2,0,34
14898,254827,NAALADL2,1,87
16057,23091,ZC3H13,0,88
17413,90390,MED30,1,53
20110,100529262,MIA-RAB4B,1,1
