Node ID,Protein ID,Protein Name,Disease Node,Degree
978,1154,CISH,1,32
1280,1522,CTSZ,1,29
1620,1956,EGFR,0,926
2796,3431,SP110,1,22
2817,3458,IFNG,1,11
2818,3459,IFNGR1,1,21
2819,3460,IFNGR2,0,9
2976,3654,IRAK1,0,155
3035,3716,JAK1,0,116
3418,4159,MC3R,1,5
3734,4615,MYD88,0,70
4145,5111,PCNA,0,390
4780,5879,RAC1,0,269
4859,5970,RELA,0,419
5148,6347,CCL2,1,31
5432,6667,SP1,0,441
5521,6772,STAT1,0,225
6907,8651,SOCS1,0,76
8340,10332,CLEC4M,0,11
11780,114609,TIRAP,1,49
11933,7097,TLR2,1,28
12140,148022,TICAM1,0,43
20532,30835,CD209,1,17
