Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
1,2,,0,105,
6147,7514,,0,1256,
5,9,,0,6,
7,12,,0,33,
4780,5879,,0,269,
2059,2534,,0,410,
6159,7528,,0,172,
20,25,,0,389,
6168,7538,,0,71,
60,71,,0,187,
14688,53947,,0,12,
4162,5134,,0,38,
8284,10270,,0,69,
8287,10273,,0,258,
18543,387082,,0,80,
117,142,,0,286,
6267,7704,,0,166,
129,154,,0,276,
4230,5211,,0,74,
8327,10318,,0,124,
141,166,,0,301,
4257,136319,,0,41,
2219,2734,,0,31,
2418,2969,,0,149,
8373,10379,,0,30,
8376,10382,,0,103,
8391,10399,,0,286,
204,249,,1,7,3781.0
4305,5300,,0,309,
6359,7846,,0,399,
6362,7850,,0,4,
2269,2798,,0,10,
6378,7874,,0,313,
237,292,,0,335,
238,293,,0,207,
4336,5332,,0,41,
6867,8607,,0,279,
8442,10456,,0,131,
12542,2963,,0,92,
6407,170622,,0,19,
4364,5362,,0,16,
269,330,,0,87,
273,334,,0,45,
4371,5371,,0,237,
286,350,,0,36,
287,351,,0,2132,
12578,50619,,0,50,
8483,10498,,0,96,
8484,10499,,0,103,
293,358,,0,107,
301,367,,0,301,
8503,10524,,0,265,
2361,2908,,0,242,
4416,5437,,0,98,
8515,10538,,0,25,
4420,5441,,0,96,
4428,5451,,0,107,
4429,5452,,0,31,
2382,2932,,0,362,
6481,8061,,0,50,
6883,8626,,0,143,
4442,5468,,0,167,
18784,92609,,0,89,
6502,8091,,0,28,
2408,2959,,0,148,
16444,23512,,0,338,
2410,2961,,0,63,
2411,2962,,0,122,
6512,8110,,0,25,
6514,8115,,0,40,
4480,5519,,0,106,
385,467,,0,63,
386,468,,0,89,
4492,5531,,0,71,
66,86,,0,155,
4498,5537,,0,61,
6555,8193,,0,10,
6560,8202,,0,134,
4521,5563,,0,171,
6572,28991,,0,12,
4525,5567,,0,217,
4526,5568,,0,158,
434,22931,,0,21,
1779,2146,,0,284,
4534,5578,,0,395,
20919,64326,,0,81,
20923,64332,,0,4,
4547,5591,,0,312,
2500,3065,,0,611,
2501,3066,,0,387,
4550,5594,,0,402,
4551,5595,,0,349,
6600,23223,,0,66,
4555,5599,,0,256,
4556,5600,,0,93,
4557,5601,,0,204,
4558,5602,,0,107,
