Node ID,Protein ID,Protein Name,Disease Node,Degree
1,2,A2M,0,105
141,166,AES,0,301
263,324,APC,0,301
287,351,APP,0,2132
389,472,ATM,0,218
479,578,BAK1,1,36
729,867,CBL,0,276
821,975,CD81,0,219
902,1062,CENPE,1,41
1158,1385,CREB1,0,198
1352,1618,DAZL,1,7
1458,1761,DMRT1,1,4
1653,1994,ELAVL1,0,1866
1711,2057,EPOR,0,50
1765,2130,EWSR1,0,698
1883,2261,FGFR3,1,58
1928,2317,FLNB,0,114
2059,2534,FYN,0,410
2129,2622,GAS8,0,108
2338,2885,GRB2,0,1081
2704,3304,HSPA1B,0,91
2718,3320,HSP90AA1,0,900
2724,3329,HSPD1,0,379
3123,3815,KIT,1,75
3221,3927,LASP1,0,145
3336,4067,LYN,0,269
3354,4088,SMAD3,0,417
3478,4236,MFAP1,0,222
3492,4254,KITLG,1,13
3535,4313,MMP2,1,42
3561,4343,MOV10,0,1178
3594,6197,RPS6KA3,0,89
4311,5307,PITX1,1,88
4339,5335,PLCG1,0,279
4349,5347,PLK1,0,268
4415,5436,POLR2G,0,106
4534,5578,PRKCA,0,395
4622,5682,PSMA1,0,275
4718,5795,PTPRJ,0,54
4969,6132,RPL8,0,348
5124,6320,CLEC11A,0,35
5432,6667,SP1,0,441
5521,6772,STAT1,0,225
5542,6793,STK10,1,11
5543,6794,STK11,1,108
5660,6928,HNF1B,1,21
5729,7020,TFAP2A,0,98
5855,7157,TP53,0,1001
5880,7184,HSP90B1,0,171
5981,7316,UBC,0,1647
5987,7322,UBE2D2,0,257
6031,7371,UCK2,1,13
6147,7514,XPO1,0,1256
6162,7531,YWHAE,0,426
6689,8379,MAD1L1,1,89
6719,8428,STK24,0,84
6883,8626,TP63,0,143
6907,8651,SOCS1,0,76
7083,8848,TSC22D1,0,171
7118,8888,MCM3AP,1,39
7756,9673,SLC25A44,1,5
7825,9747,TCAF1,0,41
8395,10403,NDC80,0,94
8467,10482,NXF1,0,1153
9009,11140,CDC37,0,311
10044,13385,,0,274
11185,80705,TSGA10,0,85
11785,81848,SPRY4,1,15
13132,51297,BPIFA1,0,55
13656,84708,LNX1,0,497
13667,3198,HOXA1,0,268
15487,55159,RFWD3,1,48
15932,55729,ATF7IP,1,91
16568,23650,TRIM29,0,105
16795,402682,UFSP1,0,37
18958,27306,HPGDS,1,15
19500,388818,KRTAP26-1,0,96
20718,63978,PRDM14,1,68
