Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
8195,10165,SLC25A13,1,96,5098.0
4100,5058,PAK1,0,161,
6150,7517,XRCC3,0,143,
4110,5071,PRKN,0,426,
6160,7529,YWHAB,0,398,
6163,7532,YWHAG,0,542,
20,25,ABL1,0,389,
6165,7534,YWHAZ,0,662,
8196,10166,SLC25A15,1,8,8031.0
29,34,ACADM,1,88,156.0
31,36,ACADSB,0,47,
4128,5092,PCBD1,0,96,
4129,5093,PCBP1,0,192,
4131,5095,PCCA,1,19,28.0
4132,5096,PCCB,1,21,1200.0
8232,10211,FLOT1,0,121,
18475,26523,AGO1,0,79,
4140,5105,PCK1,0,98,
53,60,ACTB,0,466,
2102,2582,GALE,0,23,
2115,2597,GAPDH,0,304,
69,89,ACTN3,0,59,
10315,374291,NDUFS7,0,75,
14690,7252,TSHB,1,5,1284.0
16473,23542,MAPK8IP2,0,94,
4186,5160,PDHA1,0,58,
2145,2641,GCG,1,10,47.0
4199,5174,PDZK1,0,37,
16489,23559,WBP1,0,38,
4205,5184,PEPD,0,42,
360,440,ASNS,0,82,
8307,10295,BCKDK,0,21,
12414,138065,RNF183,0,10,
129,154,ADRB2,0,276,
4226,5207,PFKFB1,0,19,
4230,5211,PFKL,0,74,
4232,5213,PFKM,0,72,
4233,5214,PFKP,0,90,
2204,2710,GK,1,29,82.0
4256,5245,PHB,0,356,
4259,5250,SLC25A3,0,311,
8356,287,ANK2,0,31,
172,211,ALAS1,0,69,
174,213,ALB,0,200,
178,217,ALDH2,0,80,
179,218,ALDH3A1,0,54,
2229,2745,GLRX,0,25,
187,226,ALDOA,0,141,
189,229,ALDOB,1,39,477.0
190,230,ALDOC,0,94,
2254,2783,GNB2,0,119,
210,259,AMBP,0,20,
220,274,BIN1,0,70,
4319,5315,PKM,0,194,
18661,92399,MRRF,0,53,
6380,7879,RAB7A,0,182,
237,292,SLC25A5,0,335,
238,293,SLC25A6,0,207,
242,302,ANXA2,0,200,
8438,10452,TOMM40,0,117,
251,311,ANXA11,0,52,
8578,10606,PAICS,0,100,
274,335,APOA1,0,102,
8467,10482,NXF1,0,1153,
16660,23787,MTCH1,0,51,
277,338,APOB,0,69,
20759,64064,OXCT2,0,32,
8477,10492,SYNCRIP,0,459,
10526,112476,PRRT2,0,10,
287,351,APP,1,2132,916.0
10529,79711,IPO4,0,121,
2338,2885,GRB2,0,1081,
20775,64087,MCCC2,0,26,
303,369,ARAF,0,104,
4402,5423,POLB,0,44,
4407,5428,POLG,1,8,674.0
315,384,ARG2,0,7,
8518,10541,ANP32B,0,59,
18759,27034,ACAD8,0,65,
4425,5447,POR,0,38,
4428,5451,POU2F1,0,107,
2382,2932,GSK3B,0,362,
2386,2936,GSR,0,44,
4450,5478,PPIA,0,116,
8547,10574,CCT7,0,189,
357,435,ASL,1,21,2611.0
2408,2959,GTF2B,0,148,
364,445,ASS1,1,92,7572.0
5864,7167,TPI1,0,92,
8571,10598,AHSA1,0,167,
4482,5521,PPP2R2B,0,159,
6536,8161,COIL,0,110,
393,476,ATP1A1,0,160,
394,477,ATP1A2,1,17,31.0
8588,10616,RBCK1,0,93,
398,481,ATP1B1,0,78,
400,483,ATP1B3,0,102,
10641,112609,MRAP2,0,10,
4499,5538,PPT1,0,37,
413,498,ATP5F1A,0,213,
4511,5551,PRF1,1,11,1096.0
416,501,ALDH7A1,0,75,
6561,8204,NRIP1,0,69,
418,506,ATP5F1B,0,158,
18852,27161,AGO2,0,140,
421,509,ATP5F1C,0,194,
2472,3032,HADHB,0,103,
427,515,ATP5PB,0,100,
5874,7178,TPT1,0,54,
433,523,ATP6V1A,0,103,
6580,6833,ABCC8,1,6,889.0
439,529,ATP6V1E1,0,67,
448,539,ATP5PO,0,106,
6560,8202,NCOA3,0,134,
4553,5597,MAPK6,0,282,
4556,5600,MAPK11,0,93,
16851,56894,AGPAT3,0,20,
2528,3096,HIVEP1,0,54,
2530,3098,HK1,0,62,
7931,9862,MED24,0,87,
487,586,BCAT1,0,35,
488,587,BCAT2,0,15,
493,593,BCKDHA,1,15,52.0
494,594,BCKDHB,1,12,17589.0
5885,7189,TRAF6,0,552,
503,604,BCL6,0,158,
4609,5663,PSEN1,0,137,
514,622,BDH1,0,14,
2563,3141,HLCS,1,9,15229.0
1793,2161,F12,0,22,
4622,5682,PSMA1,0,275,
2576,3158,HMGCS2,0,16,
2581,3163,HMOX2,0,58,
2582,3164,NR4A1,0,134,
2588,3172,HNF4A,1,106,646.0
8738,10808,HSPH1,0,99,
2600,3185,HNRNPF,0,374,
4649,5710,PSMD4,0,202,
8751,10827,FAM114A2,0,20,
2608,134266,GRPEL2,0,11,
6708,8407,TAGLN2,0,128,
4664,5728,PTEN,0,246,
8768,10856,RUVBL2,0,367,
579,695,BTK,0,123,
4681,5747,PTK2,0,200,
16972,57038,RARS2,0,19,
6739,8452,CUL3,0,1228,
19029,27429,HTRA2,0,68,
12887,51026,GOLT1B,0,179,
14937,54460,MRPS21,0,101,
17006,57085,AGTRAP,0,121,
8825,10923,SUB1,0,80,
642,773,CACNA1A,1,100,999.0
4740,5825,ABCD3,0,72,
12933,51079,NDUFA13,0,94,
8838,10939,AFG3L2,0,55,
449,540,ATP7B,1,15,9635.0
651,782,CACNB1,0,9,
2701,3301,DNAJA1,0,175,
657,788,SLC25A20,1,15,49.0
2708,3308,HSPA4,0,366,
2709,3309,HSPA5,0,517,
2712,3312,HSPA8,0,600,
12953,51100,SH3GLB1,0,81,
12954,23524,SRRM2,0,330,
4763,5862,RAB2A,0,114,
15004,54539,NDUFB11,0,67,
669,801,CALM1,0,524,
672,805,CALM2,0,174,
673,808,CALM3,0,132,
6818,8544,PIR,0,52,
8867,10971,YWHAQ,0,464,
676,811,CALR,0,158,
8871,10975,UQCR11,0,73,
2730,3339,HSPG2,0,48,
4779,5878,RAB5C,0,151,
15020,54557,SGTB,0,182,
8881,10987,COPS5,0,828,
8883,10989,IMMT,0,271,
15028,54575,UGT1A10,0,43,
457,549,AUH,0,29,
700,836,CASP3,0,183,
17090,57179,KIAA1191,0,19,
19140,10072,DPP3,0,23,
711,847,CAT,0,66,
17104,124220,ZG16B,0,37,
2771,3396,MRPL58,0,246,
2782,3416,IDE,0,48,
740,883,KYAT1,0,12,
2798,3434,IFIT1,0,46,
6904,8648,NCOA1,0,122,
6914,8659,ALDH4A1,0,59,
4867,5979,RET,0,65,
2845,3494,IGHA2,0,12,
19234,93380,MMGT1,0,117,
2861,3516,RBPJ,0,149,
8857,10960,LMAN2,0,28,
4916,6045,RNF2,0,756,
11062,342574,KRT27,0,148,
21300,55629,PNRC2,0,23,
21317,65008,MRPL1,0,119,
9038,11171,STRAP,0,103,
13135,51300,TIMMDC1,0,55,
854,443,ASPA,1,4,92.0
7007,8764,TNFRSF14,0,80,
13168,84105,PCBD2,0,44,
9080,11222,MRPL3,0,108,
2937,3609,ILF3,0,463,
2938,3611,ILK,0,254,
4992,6160,RPL31,0,277,
7041,8801,SUCLG2,0,60,
7043,8803,SUCLA2,0,50,
911,1072,CFL1,0,166,
5013,6184,RPN1,0,262,
13216,84164,ASCC2,0,59,
936,1109,AKR1C4,0,7,
5034,6208,RPS14,0,263,
7084,8850,KAT2B,0,206,
5045,6224,RPS20,0,259,
11195,15185,,0,28,
11197,80724,ACAD10,0,44,
3232,3939,LDHA,0,167,
9154,11326,VSIG4,0,62,
7111,8880,FUBP1,0,119,
9170,11343,MGLL,0,24,
3031,3712,IVD,1,14,992.0
3033,3714,JAG2,0,12,
988,1173,AP2M1,0,229,
19427,388677,NOTCH2NL,0,371,
16400,23464,GCAT,0,21,
1004,1191,CLU,0,123,
21486,103733,,0,101,
1012,1201,CLN3,0,91,
7160,8939,FUBP3,0,65,
7163,8942,KYNU,1,55,70.0
13482,51699,VPS29,0,61,
1022,1213,CLTC,0,355,
5123,6319,SCD,0,37,
13317,84277,DNAJC30,0,12,
3078,3764,KCNJ8,0,17,
3081,3767,KCNJ11,1,11,580.0
4610,5664,PSEN2,0,80,
21518,5443,POMC,0,23,
1041,132320,SCLT1,0,158,
11294,375791,CYSRT1,0,568,
13346,51538,ZCCHC17,0,29,
13355,51547,SIRT7,0,666,
9262,339229,OXLD1,0,44,
17458,57678,GPAM,0,17,
15412,69253,,0,60,
5183,6389,SDHA,0,94,
5184,6390,SDHB,0,90,
3142,3838,KPNA2,0,225,
11343,3783746,,0,153,
13394,7139,TNNT2,0,11,
1108,1327,COX4I1,0,67,
13399,51601,LIPT1,0,8,
5212,6426,SRSF1,0,304,
1128,1355,COX15,0,12,
7285,9113,LATS1,0,106,
7286,9114,ATP6V0D1,0,86,
1146,1373,CPS1,1,48,190.0
1147,1374,CPT1A,1,57,16403.0
1149,1376,CPT2,1,20,308.0
5254,6472,SHMT2,0,455,
1159,1386,ATF2,0,247,
1160,1387,CREBBP,0,400,
1218,1454,CSNK1E,0,169,
7311,9139,CBFA2T2,0,38,
1169,1397,CRIP2,0,22,
1172,1400,CRMP1,0,110,
5999,7334,UBE2N,0,166,
5280,6504,SLAMF1,0,65,
3236,3945,LDHB,0,157,
13479,84464,SLX4,0,172,
8732,10801,SEPT9,0,60,
5290,6514,SLC2A2,0,7,
3248,3958,LGALS3,0,189,
3258,132,ADK,0,15,
3266,3980,LIG3,0,69,
1224,1460,CSNK2B,0,305,
5324,55705,IPO9,0,123,
3276,3990,LIPC,0,16,
1233,1470,CST2,0,15,
7379,9218,VAPA,0,224,
15581,55256,ADI1,0,19,
7717,9632,SEC24C,0,70,
1250,1488,CTBP2,0,149,
15590,55268,ECHDC2,0,24,
5353,6584,SLC22A5,1,11,566.0
19690,192670,AGO4,0,82,
3307,4035,LRP1,0,89,
1268,1509,CTSD,0,61,
1918,2307,FOXS1,0,78,
18796,27089,UQCRQ,0,134,
15620,284680,SPATA46,0,14,
13185,84129,ACAD11,0,53,
3336,4067,LYN,0,269,
1290,1537,CYC1,0,146,
19331,126328,NDUFA11,0,64,
3354,4088,SMAD3,0,417,
1314,1576,CYP3A4,0,23,
5413,6648,SOD2,0,114,
3372,4110,MAGEA11,0,130,
13533,51765,STK26,0,70,
19760,28976,ACAD9,0,64,
9523,12166,,0,137,
15671,55366,LGR4,0,201,
7480,9349,RPL23,0,396,
7482,9351,SLC9A3R2,0,67,
13632,84676,TRIM63,0,95,
5453,6697,SPR,0,55,
13646,84693,MCEE,0,7,
1361,1629,DBT,1,41,22.0
13656,84708,LNX1,0,497,
3417,4158,MC2R,1,6,12648.0
5469,6714,SRC,0,525,
3422,4163,MCC,0,306,
19807,29078,NDUFAF4,1,14,2451.0
