Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
8195,10165,,0,96,
16388,23450,,0,489,
16389,23451,,0,446,
6,10,,0,24,
16392,23456,,0,13,
8202,10174,,0,156,
11,16,,1,55,9644.0
13,18,,0,46,
14,19,,0,54,
8207,10179,,0,64,
8209,10181,,0,36,
16402,23466,,0,61,
8211,10188,,0,94,
8212,10189,,0,252,
8213,10190,,0,70,
16407,23473,,0,24,
25,30,,0,54,
8218,10197,,0,195,
8219,10198,,0,31,
29,34,,0,88,
30,35,,0,38,
31,36,,0,47,
32,37,,0,32,
33,38,,0,80,
34,39,,0,67,
8228,10207,,0,76,
16422,56257,,0,186,
8231,10210,,1,58,8599.0
16424,56259,,0,171,
8233,10212,,0,84,
8234,10213,,0,120,
44,50,,1,36,3479.0
45,51,,1,51,7067.0
16431,23499,,0,74,
51,58,,0,200,
52,59,,0,95,
53,60,,0,466,
8246,10226,,0,84,
8248,10228,,0,61,
59,70,,0,65,
60,71,,0,187,
61,72,,0,123,
8254,10236,,0,273,
16449,23517,,0,252,
66,86,,0,155,
8259,10241,,0,202,
16452,56288,,0,86,
16453,23521,,0,273,
8267,10250,,0,277,
16462,23530,,0,47,
8271,10254,,0,74,
16465,23533,,1,11,10657.0
8277,10262,,0,248,
86,108,,0,27,
8279,23556,,1,7,8740.0
88,111,,0,42,
89,112,,0,33,
90,113,,0,28,
91,114,,0,28,
92,115,,0,33,
8287,10273,,0,258,
16482,23552,,0,31,
16487,23557,,0,70,
8296,10284,,0,149,
8297,10285,,0,173,
8298,10286,,0,234,
8299,337967,,0,188,
8300,337968,,0,162,
8301,10289,,0,171,
16494,56334,,0,116,
8303,10291,,0,291,
16496,23568,,1,12,8307.0
8306,10294,,0,114,
19,24,,1,1,3379.0
117,142,,0,286,
20,25,,0,389,
16508,23582,,0,155,
125,150,,0,26,
129,154,,0,276,
131,156,,0,101,
133,158,,1,66,1825.0
134,159,,0,44,
137,162,,0,93,
138,163,,0,127,
16523,23598,,0,90,
16524,23600,,0,5,
141,166,,0,301,
8335,10327,,0,40,
8336,10328,,0,30,
16530,23607,,0,118,
16534,23612,,0,98,
16535,23613,,0,56,
154,185,,0,42,
8347,10342,,0,175,
16410,23476,,0,76,
159,191,,0,85,
161,196,,0,49,
165,203,,0,33,
8358,50814,,0,20,
168,207,,0,378,
16554,23636,,0,140,
8363,10363,,0,87,
174,213,,0,200,
16559,23641,,0,116,
176,215,,0,24,
8372,10376,,0,125,
8375,10381,,1,121,1472.0
8376,10382,,0,103,
8377,10383,,0,154,
187,226,,0,141,
188,55655,,0,36,
10954,23404,,0,59,
190,230,,0,94,
191,231,,0,63,
195,238,,0,98,
8389,10397,,0,110,
8391,10399,,0,286,
16584,23673,,0,98,
8393,10401,,0,69,
8395,10403,,0,94,
8403,10413,,0,137,
8409,10419,,0,360,
8411,10421,,0,194,
220,274,,0,70,
221,196883,,0,28,
8415,10425,,0,75,
8416,10426,,0,144,
231,286,,1,21,14730.0
16616,154796,,0,133,
8425,10436,,0,103,
16620,154807,,0,19,
237,292,,0,335,
238,293,,0,207,
241,301,,0,169,
242,302,,0,200,
8435,10449,,0,55,
8436,10450,,0,178,
8438,10452,,0,117,
41,47,,0,74,
8440,10454,,0,172,
249,309,,0,107,
8442,10456,,0,131,
16636,23759,,0,156,
16637,23760,,0,27,
8446,10460,,0,79,
8447,10461,,1,12,11631.0
8451,10465,,0,160,
261,322,,0,95,
8455,10469,,0,36,
8456,10471,,0,43,
8457,10472,,0,13,
8461,10476,,0,47,
8465,10480,,0,106,
274,335,,0,102,
8467,10482,,0,1153,
16660,23787,,0,51,
277,338,,0,69,
16663,23790,,0,146,
8473,10488,,0,283,
8477,10492,,0,459,
287,351,,0,2132,
288,353,,0,36,
290,355,,0,121,
8483,10498,,0,96,
8484,10499,,0,103,
8492,10513,,0,156,
301,367,,0,301,
303,369,,0,104,
306,373,,0,265,
8500,10521,,0,290,
8502,10523,,0,97,
8503,10524,,0,265,
8504,10525,,0,80,
313,382,,0,143,
8506,10527,,0,94,
8507,10528,,0,256,
316,387,,0,185,
317,388,,0,34,
318,389,,0,24,
321,392,,0,48,
325,396,,0,100,
8520,10544,,0,21,
331,131474,,0,22,
332,403,,0,14,
336,407,,0,27,
337,408,,0,314,
338,409,,0,366,
2787,3421,,0,24,
8533,10560,,1,9,16282.0
346,419,,0,24,
8540,10567,,0,83,
8542,10569,,0,187,
8546,10573,,0,111,
8547,10574,,0,189,
356,65970,,0,129,
8549,10576,,0,217,
359,439,,0,48,
16744,56704,,0,40,
16444,23512,,0,338,
364,445,,0,92,
368,65986,,0,37,
8562,10589,,0,56,
8563,10590,,0,23,
8565,10592,,0,84,
374,65992,,0,27,
8567,10594,,1,294,7639.0
16762,155030,,0,177,
8571,10598,,0,167,
383,229841,,0,83,
8578,10606,,0,100,
8579,10607,,0,63,
388,471,,0,75,
389,472,,1,218,4548.0
8583,10611,,0,56,
393,476,,0,160,
8586,10614,,0,64,
8587,10615,,0,83,
8588,10616,,0,93,
398,481,,0,78,
8591,10620,,0,18,
400,483,,0,102,
8594,10623,,0,65,
67,87,,0,164,
8597,10627,,0,66,
410,495,,0,87,
413,498,,1,213,11907.0
416,501,,0,75,
8609,10640,,0,57,
418,506,,0,158,
8611,10642,,0,256,
8612,10643,,0,293,
421,509,,0,194,
425,513,,0,41,
426,514,,0,28,
427,515,,0,100,
8620,10653,,0,102,
8621,10654,,0,18,
8622,10656,,0,66,
8623,10657,,0,191,
432,522,,0,54,
433,523,,0,103,
434,22931,,1,21,3558.0
8627,10661,,0,22,
436,526,,0,114,
8629,10664,,0,53,
439,529,,0,67,
8632,10668,,0,29,
8633,66914,,0,35,
17823,254958,,0,66,
448,539,,0,106,
5536,6787,,0,19,
8642,10682,,1,29,1002.0
75,95,,0,31,
453,545,,0,134,
8646,10686,,1,3,1927.0
8647,10687,,0,52,
457,549,,0,29,
8653,10693,,0,69,
8654,10694,,0,181,
16850,56893,,0,193,
16853,56896,,0,21,
79,100,,0,32,
479,578,,0,36,
481,580,,0,282,
8674,10728,,0,110,
483,582,,1,32,6072.0
484,583,,1,30,6743.0
485,22933,,0,64,
486,585,,1,38,2054.0
8679,10733,,0,67,
16872,56916,,0,126,
496,596,,0,136,
8689,253012,,0,34,
502,602,,0,52,
503,604,,0,158,
504,605,,0,23,
8698,10755,,0,54,
85,107,,0,26,
16896,56945,,0,211,
8706,10767,,0,27,
8707,10768,,0,153,
16900,56949,,0,193,
8709,10771,,0,61,
