Node ID,Protein ID,Protein Name,Disease Node,Degree
147,176,ACAN,1,17
3359,4093,SMAD9,0,132
3561,4343,MOV10,0,1178
3986,4914,NTRK1,0,1965
4083,5036,PA2G4,0,123
4130,5094,PCBP2,0,197
4971,6134,RPL10,0,448
4975,6138,RPL15,0,255
5276,6499,SKIV2L,1,36
5395,6628,SNRPB,0,317
5431,170506,DHX36,0,198
5529,6780,STAU1,0,324
6502,8091,HMGA2,1,28
6559,8200,GDF5,1,9
7116,8886,DDX18,0,189
8212,10189,ALYREF,0,252
8477,10492,SYNCRIP,0,459
8493,10514,MYBBP1A,0,253
8612,10643,IGF2BP3,1,293
8881,10987,COPS5,0,828
10677,79885,HDAC11,0,132
11821,81910,,0,218
12973,51121,RPL26L1,0,92
13355,51547,SIRT7,0,666
16308,23363,OBSL1,0,619
16825,253461,ZBTB38,1,52
17081,57169,ZNFX1,1,29
17429,254251,LCORL,1,5
18553,387103,CENPW,1,3
19879,4869,NPM1,0,746
20957,64399,HHIP,1,6
21515,10903,MTMR11,1,1
