Node ID,Protein ID,Protein Name,Disease Node,Degree
1,2,A2M,1,105
5,9,NAT1,0,6
6,10,NAT2,0,24
7,12,SERPINA3,0,33
13,18,ABAT,0,46
17,22,ABCB7,0,25
20,25,ABL1,0,389
21,26,AOC1,0,54
22,27,ABL2,0,52
24,29,ABR,0,17
31,36,ACADSB,0,47
34,39,ACAT2,0,67
45,51,ACOX1,0,51
46,52,ACP1,0,48
47,53,ACP2,0,43
51,58,ACTA1,0,200
52,59,ACTA2,1,95
53,60,ACTB,0,466
59,70,ACTC1,0,65
60,71,ACTG1,0,187
61,72,ACTG2,1,123
65,81,ACTN4,0,153
66,86,ACTL6A,0,155
67,87,ACTN1,0,164
68,88,ACTN2,0,105
70,90,ACVR1,0,121
74,94,ACVRL1,0,22
79,100,ADA,0,32
82,103,ADAR,0,75
95,118,ADD1,0,79
101,124,ADH1A,0,26
102,125,ADH1B,0,31
103,126,ADH1C,0,30
104,127,ADH4,0,25
105,128,ADH5,0,42
106,130,ADH6,0,30
107,131,ADH7,0,26
117,142,PARP1,0,286
118,143,PARP4,1,9
119,221504,ZBTB9,0,55
129,154,ADRB2,0,276
131,156,GRK2,0,101
133,158,ADSL,0,66
135,160,AP2A1,0,121
136,161,AP2A2,0,64
137,162,AP1B1,0,93
138,163,AP2B1,0,127
139,164,AP1G1,0,62
141,166,AES,0,301
152,183,AGT,0,27
154,185,AGTR1,0,42
159,191,AHCY,0,85
161,196,AHR,0,49
168,207,AKT1,0,378
169,208,AKT2,0,129
174,213,ALB,0,200
177,216,ALDH1A1,0,44
178,217,ALDH2,0,80
180,219,ALDH1B1,1,83
181,220,ALDH1A3,0,45
182,221,ALDH3B1,0,77
185,224,ALDH3A2,0,106
187,226,ALDOA,0,141
188,55655,NLRP2,0,36
189,229,ALDOB,0,39
190,230,ALDOC,0,94
195,238,ALK,0,98
197,240,ALOX5,1,31
210,259,AMBP,0,20
220,274,BIN1,0,70
233,288,ANK3,0,30
236,291,SLC25A4,0,68
237,292,SLC25A5,0,335
238,293,SLC25A6,0,207
241,301,ANXA1,0,169
242,302,ANXA2,0,200
249,309,ANXA6,0,107
250,310,ANXA7,0,142
254,314,AOC2,0,43
255,316,AOX1,0,24
261,322,APBB1,0,95
262,323,APBB2,0,29
263,324,APC,1,301
265,326,AIRE,0,94
267,328,APEX1,0,111
268,329,BIRC2,0,142
269,330,BIRC3,0,87
270,331,XIAP,0,164
271,332,BIRC5,1,44
273,334,APLP2,0,45
280,344,APOC2,0,6
286,350,APOH,0,36
287,351,APP,0,2132
288,353,APRT,0,36
290,355,FAS,0,121
291,356,FASLG,0,108
301,367,AR,0,301
303,369,ARAF,0,104
307,374,AREG,0,15
310,378,ARF4,0,48
313,382,ARF6,0,143
321,392,ARHGAP1,0,48
325,396,ARHGDIA,0,100
329,400,ARL1,0,24
337,408,ARRB1,0,314
338,409,ARRB2,0,366
353,430,ASCL2,1,12
364,445,ASS1,0,92
367,65985,AACS,0,28
381,463,ZFHX3,0,34
385,467,ATF3,0,63
386,468,ATF4,0,89
388,471,ATIC,0,75
389,472,ATM,0,218
393,476,ATP1A1,0,160
398,481,ATP1B1,0,78
400,483,ATP1B3,0,102
403,488,ATP2A2,0,84
405,490,ATP2B1,0,46
413,498,ATP5F1A,0,213
418,506,ATP5F1B,0,158
421,509,ATP5F1C,0,194
427,515,ATP5PB,0,100
434,22931,RAB18,0,21
438,528,ATP6V1C1,0,59
447,538,ATP7A,1,15
448,539,ATP5PO,0,106
453,545,ATR,0,134
455,547,KIF1A,0,38
467,563,AZGP1,0,17
469,567,B2M,0,36
472,571,BACH1,0,51
473,572,BAD,0,70
474,573,BAG1,0,82
479,578,BAK1,1,36
481,580,BARD1,0,282
482,581,BAX,1,86
495,595,CCND1,1,112
496,596,BCL2,1,136
497,597,BCL2A1,0,24
498,598,BCL2L1,0,112
499,599,BCL2L2,0,25
502,602,BCL3,0,52
503,604,BCL6,0,158
509,613,BCR,0,97
524,634,CEACAM1,0,26
527,637,BID,0,62
530,640,BLK,0,77
531,641,BLM,0,100
547,658,BMPR1B,0,122
549,660,BMX,0,32
556,667,DST,0,82
561,672,BRCA1,0,609
563,675,BRCA2,0,90
571,685,BTC,0,12
574,688,KLF5,0,62
579,695,BTK,0,123
584,701,BUB1B,0,98
590,708,C1QBP,0,235
