Node ID,Protein ID,Protein Name,Disease Node,Degree
1,2,A2M,0,105
20,25,ABL1,0,389
88,111,ADCY5,1,42
117,142,PARP1,0,286
125,150,ADRA2A,1,26
127,152,ADRA2C,1,16
129,154,ADRB2,1,276
131,156,GRK2,0,101
138,163,AP2B1,0,127
152,183,AGT,1,27
162,197,AHSG,0,19
168,207,AKT1,1,378
169,208,AKT2,0,129
174,213,ALB,1,200
187,226,ALDOA,0,141
195,238,ALK,0,98
210,259,AMBP,0,20
229,284,ANGPT1,1,6
237,292,SLC25A5,0,335
238,293,SLC25A6,0,207
267,328,APEX1,0,111
287,351,APP,0,2132
301,367,AR,0,301
336,407,ARR3,0,27
337,408,ARRB1,0,314
338,409,ARRB2,0,366
389,472,ATM,1,218
393,476,ATP1A1,0,160
403,488,ATP2A2,0,84
434,22931,RAB18,0,21
523,633,BGN,0,17
561,672,BRCA1,0,609
568,682,BSG,0,154
669,801,CALM1,0,524
672,805,CALM2,0,174
673,808,CALM3,0,132
676,811,CALR,0,158
687,823,CAPN1,0,110
690,826,CAPNS1,0,63
719,857,CAV1,0,220
722,860,RUNX2,0,63
750,894,CCND2,1,28
795,948,CD36,0,20
807,960,CD44,0,100
821,975,CD81,0,219
842,998,CDC42,0,305
861,1017,CDK2,0,892
864,1020,CDK5,0,163
865,1021,CDK6,0,160
869,1025,CDK9,0,247
870,1026,CDKN1A,0,312
871,1027,CDKN1B,0,106
872,1028,CDKN1C,0,22
892,1051,CEBPB,0,123
937,1111,CHEK1,0,92
959,1134,CHRNA1,1,4
972,1147,CHUK,0,219
1004,1191,CLU,0,123
1022,1213,CLTC,0,355
1023,1215,CMA1,0,10
1062,1277,COL1A1,1,56
1063,1278,COL1A2,1,37
1065,1280,COL2A1,0,45
1066,1281,COL3A1,1,18
1067,1282,COL4A1,0,37
1076,1291,COL6A1,0,17
1079,1294,COL7A1,0,27
1158,1385,CREB1,0,198
1159,1386,ATF2,0,247
1160,1387,CREBBP,0,400
1180,1410,CRYAB,0,115
1197,1432,MAPK14,0,329
1205,1440,CSF3,1,3
1206,1441,CSF3R,0,29
1210,1445,CSK,0,87
1221,1457,CSNK2A1,0,615
1223,1459,CSNK2A2,0,341
1224,1460,CSNK2B,0,305
1259,1499,CTNNB1,0,395
1267,1508,CTSB,0,53
1270,1511,CTSG,0,40
1292,1540,CYLD,0,56
1294,1543,CYP1A1,0,92
1295,1544,CYP1A2,0,30
1296,1545,CYP1B1,0,31
1301,1557,CYP2C19,0,29
1312,1572,CYP2F1,0,28
1330,1595,CYP51A1,0,48
1350,1616,DAXX,0,218
1365,1634,DCN,1,37
1479,1786,DNMT1,0,109
1498,1805,DPT,0,4
1546,1856,DVL2,0,141
1552,1869,E2F1,0,142
1591,1915,EEF1A1,0,613
1604,1937,EEF1G,0,173
1620,1956,EGFR,0,926
1622,1958,EGR1,0,57
