Disease ID,Disease Name,Recall-at-25,Ranks,Mean Average Precision,Nodes,AUROC,Recall-at-100
C0265965,Dyskeratosis Congenita,0.45,1883.6666666666667,0.20099618964874816,10884.25,0.9156811325133443,0.55
C1260899,"Anemia, Diamond-Blackfan",0.15,223.06666666666666,0.056238011097914056,5637.733333333334,0.9916767245381116,0.9
C0029422,Osteochondrodysplasias,0.0,4548.2,0.00582186793019552,5765.0,0.7690418716925077,0.15
C0024667,Animal Mammary Neoplasms,0.04450549450549451,3930.3138686131388,0.009639366423607259,4414.481751824817,0.816626637834621,0.08736263736263736
C1720887,Female Urogenital Diseases,0.0,3104.6666666666665,0.0029674013260874606,3840.9444444444443,0.8600817122429081,0.05
C0038644,Sudden infant death syndrome,0.1,5176.25,0.010980739246142462,5363.666666666667,0.7486122070085868,0.2
C0038220,Status Epilepticus,0.0,2739.8805970149256,0.006360858469998709,4181.492537313433,0.8731556205544108,0.08809523809523809
C0042514,"Tachycardia, Ventricular",0.0,6198.5,0.0003204176924084274,6428.8,0.7123729521511115,0.0
C0019202,Hepatolenticular Degeneration,0.0,3420.5416666666665,0.0024078627243855834,4301.375,0.8543708106936639,0.05
C1862939,AMYOTROPHIC LATERAL SCLEROSIS 1,0.045,5415.702127659574,0.004346994811995553,4386.808510638298,0.752836820083682,0.065
C0027643,"Neoplasm Recurrence, Local",0.06666666666666667,3888.6666666666665,0.02868938777408762,5191.708333333333,0.8223540612083777,0.2
C1961102,Precursor Cell Lymphoblastic Leukemia Lymphoma,0.06999999999999999,3885.6046511627906,0.013426372906030493,5338.953488372093,0.819593752905085,0.145
C0020456,Hyperglycemia,0.1,3214.6,0.023445639733534595,3999.75,0.8508102335515625,0.2
C0034065,Pulmonary Embolism,0.1,5285.909090909091,0.017633401313705672,5561.090909090909,0.7401837928153718,0.25
C0600467,Neurogenic Inflammation,0.1,6561.583333333333,0.021601486746109337,5979.666666666667,0.6762334648410303,0.1
C0040128,Thyroid Diseases,0.0,7171.833333333333,0.0005705713546589629,5374.833333333333,0.6640009282896264,0.0
C0403553,Renal dysplasia and retinal aplasia (disorder),0.4,2079.0,0.2400270094596197,14255.2,0.9035596602775327,0.7
C2931456,"Prostate cancer, familial",0.15,5840.384615384615,0.03798799974545481,6680.461538461538,0.702070181953212,0.25
C1112705,Nuclear non-senile cataract,0.3,2905.3333333333335,0.06882297368152351,4209.416666666667,0.8390276166163844,0.4
C0027819,Neuroblastoma,0.025,3751.2727272727275,0.0070323635754968045,7176.045454545455,0.8231776135360015,0.065
C0002736,Amyotrophic Lateral Sclerosis,0.030952380952380953,6522.446153846154,0.005576518459738791,7944.923076923077,0.6993503673570676,0.10714285714285714
C0024668,"Mammary Neoplasms, Experimental",0.039583333333333325,3773.3046357615895,0.009823343711185673,4135.059602649007,0.8238047159674856,0.08625000000000001
C0162670,Mitochondrial Myopathies,0.0,3406.0,0.0012522116935230255,5510.666666666667,0.8420026912904274,0.0
C0022548,Keloid,0.0,3233.121212121212,0.001308752179868574,4772.393939393939,0.8462015269776373,0.0
C0206698,Cholangiocarcinoma,0.08333333333333333,3556.3333333333335,0.013365577447920135,6235.0,0.8418334649143177,0.11666666666666665
C0027720,Nephrosis,0.05,1238.4,0.0069191853494312535,4961.066666666667,0.9538088385479527,0.15
C0003469,Anxiety Disorders,0.03333333333333333,5382.294117647059,0.00693833572009066,3898.970588235294,0.7541860258018553,0.125
C0013421,Dystonia,0.0,6710.076923076923,0.000446748848112881,6086.692307692308,0.6661088934274044,0.0
C0039231,Tachycardia,0.0,3762.470588235294,0.003974283685359193,3926.764705882353,0.8151833797585887,0.1
C3714756,Intellectual Disability,0.007692307692307693,6001.606299212598,0.0021685978863033154,8956.692913385827,0.7207479928688516,0.007692307692307693
C0034069,Pulmonary Fibrosis,0.12000000000000002,2182.375,0.014698279629883498,4469.083333333333,0.9005906829699196,0.23000000000000004
C0038356,Stomach Neoplasms,0.007142857142857143,4482.624113475177,0.008382013573489801,6342.007092198582,0.790177687218167,0.05689655172413792
C0028326,Noonan Syndrome,0.25,2406.0588235294117,0.05358776896230013,5828.705882352941,0.9040459610027856,0.55
C0015934,Fetal Growth Retardation,0.1,3153.5,0.006124619775103786,4053.2,0.8536919292708962,0.1
C0007873,Uterine Cervical Neoplasm,0.1,4009.6666666666665,0.011736514876483955,4760.523809523809,0.8175133110450717,0.2333333333333333
C0014170,Endometrial Neoplasms,0.04,3099.74,0.01797433121740932,6660.2,0.85601246105919,0.08
C0010346,Crohn Disease,0.01111111111111111,7163.563218390805,0.0021099410942729663,8740.67816091954,0.6639132122341251,0.02361111111111111
