Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
2048,2521,FUS,0,354,
6147,7514,XPO1,0,1256,
16388,23450,SF3B3,0,489,
16389,23451,SF3B1,0,446,
4102,5062,PAK2,0,154,
8202,10174,SORBS3,0,156,
2059,2534,FYN,0,410,
4110,5071,PRKN,0,426,
6160,7529,YWHAB,0,398,
6162,7531,YWHAE,0,426,
6163,7532,YWHAG,0,542,
20,25,ABL1,0,389,
6165,7534,YWHAZ,0,662,
22,27,ABL2,0,52,
6167,7536,SF1,0,265,
25,30,ACAA1,0,54,
687,823,CAPN1,0,110,
6180,6720,SREBF1,0,72,
2090,2569,GABRR1,0,22,
10286,24144,TFIP11,0,382,
4145,5111,PCNA,0,390,
53,60,ACTB,0,466,
14393,151648,SGO1,0,54,
14394,118881,COMTD1,0,69,
16444,23512,SUZ12,0,338,
2109,2590,GALNT2,0,27,
8254,10236,HNRNPR,0,273,
16449,23517,MTREX,0,252,
2115,2597,GAPDH,0,304,
16453,23521,RPL13A,0,273,
8267,10250,SRRM1,0,277,
4174,5147,PDE6D,0,52,
2130,2623,GATA1,0,109,
4181,5154,PDGFA,0,24,
4182,5155,PDGFB,0,27,
2136,2629,GBA,1,52,277.0
8283,10269,ZMPSTE24,1,29,6567.0
10334,67849,,0,19,
2405,2956,MSH6,0,87,
8288,10274,STAG1,0,41,
18529,92140,MTDH,0,25,
18530,26608,TBL2,0,136,
8891,10999,SLC27A4,1,14,18728.0
4196,5170,PDPK1,0,108,
4199,5174,PDZK1,0,37,
6251,7681,MKRN3,0,160,
8300,337968,KRTAP6-3,0,162,
8301,10289,EIF1B,0,171,
18543,387082,SUMO4,0,80,
4209,5189,PEX1,1,11,273.0
4210,5190,PEX6,1,10,27.0
4211,5191,PEX7,0,25,
4212,5192,PEX10,1,22,191.0
117,142,PARP1,0,286,
4214,5194,PEX13,1,11,1346.0
4215,5195,PEX14,1,74,6375.0
6164,7533,YWHAH,0,343,
4224,5205,ATP8B1,1,2,1.0
705,841,CASP8,0,196,
2071,2549,GAB1,0,51,
141,166,AES,0,301,
6298,7756,ZNF207,0,151,
8347,10342,TFG,0,175,
4255,5244,ABCB4,1,3,1016.0
4256,5245,PHB,0,356,
18601,20843,,0,14,
176,215,ABCD1,0,24,
18613,53615,MBD3,0,144,
8377,10383,TUBB4B,0,154,
6334,7809,BSND,1,6,9012.0
2242,2770,GNAI1,0,107,
2243,2771,GNAI2,0,209,
196,239,ALOX12,0,10,
20679,63922,CHTF18,0,27,
4299,5294,PIK3CG,0,39,
4300,5295,PIK3R1,0,307,
4301,5296,PIK3R2,0,144,
7781,9700,ESPL1,0,36,
4307,5303,PIN4,0,37,
6359,7846,TUBA1A,0,399,
4325,5321,PLA2G4A,0,52,
2280,2810,SFN,0,290,
6378,7874,USP7,0,313,
12523,50509,COL5A3,0,5,
4332,5328,PLAU,0,34,
237,292,SLC25A5,0,335,
238,293,SLC25A6,0,207,
4339,5335,PLCG1,0,279,
4343,5339,PLEC,1,105,321.0
4349,5347,PLK1,0,268,
4100,5058,PAK1,0,161,
261,322,APBB1,0,95,
263,324,APC,0,301,
265,326,AIRE,0,94,
6411,7936,NELFE,0,38,
8463,10478,SLC25A17,0,20,
8467,10482,NXF1,0,1153,
277,338,APOB,0,69,
729,867,CBL,0,276,
287,351,APP,0,2132,
2338,2885,GRB2,0,1081,
2340,2887,GRB10,0,62,
2342,2889,RAPGEF1,0,33,
7928,9859,CEP170,0,180,
18728,26986,PABPC1,0,504,
303,369,ARAF,0,104,
2355,2902,GRIN1,0,67,
8500,10521,DDX17,0,290,
4405,5426,POLE,0,59,
2359,2906,GRIN2D,0,37,
12600,17886,,0,192,
4409,5430,POLR2A,0,345,
6458,8021,NUP214,0,84,
