Node ID,Protein ID,Protein Name,Disease Node,Degree
521,631,BFSP1,1,13
915,1080,CFTR,0,324
1180,1410,CRYAB,0,115
1181,1411,CRYBA1,0,25
1182,1412,CRYBA2,0,28
1183,1413,CRYBA4,0,3
1184,1414,CRYBB1,1,12
1185,1415,CRYBB2,1,11
1186,1417,CRYBB3,1,6
1189,1420,CRYGC,0,11
1190,1421,CRYGD,1,5
2195,2700,GJA3,1,6
2714,3315,HSPB1,0,435
3108,3799,KIF5B,0,130
3110,3801,KIFC3,0,230
3510,4284,MIP,1,19
3902,4810,NHS,1,17
5723,7013,TERF1,0,323
6110,7466,WFS1,1,14
7651,1409,CRYAA,1,22
10351,79443,FYCO1,1,52
11528,146862,UNC45B,1,4
