Node ID,Protein ID,Protein Name,Disease Node,Degree
53,60,ACTB,0,466
67,87,ACTN1,0,164
68,88,ACTN2,0,105
97,120,ADD3,0,35
242,302,ANXA2,0,200
261,322,APBB1,0,95
287,351,APP,0,2132
642,773,CACNA1A,1,100
672,805,CALM2,0,174
673,808,CALM3,0,132
842,998,CDC42,0,305
861,1017,CDK2,0,892
915,1080,CFTR,0,324
977,1153,CIRBP,0,199
988,1173,AP2M1,0,229
1176,1406,CRX,0,107
1224,1460,CSNK2B,0,305
1335,1601,DAB2,0,106
1369,1639,DCTN1,0,254
1383,1654,DDX3X,0,379
1384,1655,DDX5,0,449
1385,1656,DDX6,0,134
1392,1665,DHX15,0,406
1591,1915,EEF1A1,0,613
1618,1953,MEGF6,0,7
1620,1956,EGFR,0,926
1653,1994,ELAVL1,0,1866
1765,2130,EWSR1,0,698
1832,2202,EFEMP1,0,39
1908,2296,FOXC1,1,47
2173,2672,GFI1,1,17
2272,2801,GOLGA2,0,455
2349,2896,GRN,0,110
2528,3096,HIVEP1,0,54
2630,3219,HOXB9,0,81
2703,3303,HSPA1A,0,353
2704,3304,HSPA1B,0,91
2708,3308,HSPA4,0,366
2718,3320,HSP90AA1,0,900
2724,3329,HSPD1,0,379
3033,3714,JAG2,0,12
3043,3725,JUN,0,408
3208,3912,LAMB1,0,39
3406,4147,MATN2,0,21
3426,4171,MCM2,0,918
3517,4292,MLH1,0,198
3561,4343,MOV10,0,1178
3745,4627,MYH9,0,343
3757,4641,MYO1C,0,196
3859,4753,NELL2,0,8
3986,4914,NTRK1,0,1965
4478,5516,PPP2CB,0,158
4479,5518,PPP2R1A,0,298
4482,5521,PPP2R2B,1,159
4538,5582,PRKCG,1,155
4666,5730,PTGDS,0,36
4795,5894,RAF1,0,209
5117,6310,ATXN1,1,303
5118,6311,ATXN2,1,62
5119,6314,ATXN7,1,110
5212,6426,SRSF1,0,304
5253,399687,MYO18A,0,183
5368,6601,SMARCC2,0,188
5467,6712,SPTBN2,1,43
5775,7070,THY1,0,31
5882,7186,TRAF2,0,509
5994,7329,UBE2I,0,502
6005,7341,SUMO1,0,258
6042,7385,UQCRC2,0,193
6060,7407,VARS,0,88
6068,7415,VCP,0,610
6078,7428,VHL,0,466
6081,7431,VIM,0,391
6096,7450,VWF,0,22
6162,7531,YWHAE,0,426
6165,7534,YWHAZ,0,662
6167,7536,SF1,0,265
6180,6720,SREBF1,0,72
6275,23132,RAD54L2,0,44
6400,7916,PRRC2A,0,59
6536,8161,COIL,0,110
6645,8328,GFI1B,0,79
6655,8339,HIST1H2BG,0,244
6666,8350,HIST1H3A,0,309
6669,8353,HIST1H3E,0,240
6717,8425,LTBP4,0,18
6739,8452,CUL3,0,1228
6828,8554,PIAS1,0,191
6833,8559,PRPF18,0,211
7064,8826,IQGAP1,0,284
7093,8861,LDB1,0,45
7198,8997,KALRN,0,22
7396,9240,PNMA1,0,171
7573,9463,PICK1,0,404
7698,9611,NCOR1,0,179
7699,9612,NCOR2,0,136
7740,9656,MDC1,0,196
7858,9782,MATR3,0,313
7877,9802,DAZAP2,0,195
8053,10000,AKT3,0,76
8177,10147,SUGP2,0,35
8269,10252,SPRY1,0,88
8500,10521,DDX17,0,290
8622,10656,KHDRBS3,0,66
8741,10811,NOXA1,0,54
8821,10919,EHMT2,0,160
8838,10939,AFG3L2,1,55
8848,10950,BTG3,0,10
8918,11030,RBPMS,0,240
8933,11051,NUDT21,0,270
9121,11273,ATXN2L,0,43
9159,11332,ACOT7,0,35
9165,11338,U2AF2,0,368
9341,1954,MEGF8,0,9
11106,146057,TTBK2,1,9
11108,342667,STAC2,0,4
11272,23152,CIC,1,22
11293,375790,AGRN,0,13
11894,16477,,0,100
12711,50804,MYEF2,0,51
13061,83987,CCDC8,0,547
13073,51232,CRIM1,0,5
13222,51402,,0,3
13551,51792,,0,96
13668,84726,PRRC2B,0,36
13865,84991,RBM17,1,182
13966,374650,GOLGA6L5P,0,4
14239,23587,ELP5,0,8
14954,54477,PLEKHA5,0,85
15000,54535,CCHCR1,0,154
15111,54715,RBFOX1,0,50
15152,54776,PPP1R12C,0,26
15231,54870,QRICH1,0,70
15242,54882,ANKHD1,0,57
15413,55072,RNF31,0,62
15574,55249,YY1AP1,0,17
15804,22827,PUF60,0,260
15920,22948,CCT5,0,173
15981,23013,SPEN,0,184
15996,23028,KDM1A,0,374
16021,23053,ZSWIM8,0,14
16092,23131,GPATCH8,0,25
16218,23264,ZC3H7B,0,10
16308,23363,OBSL1,0,619
16388,23450,SF3B3,0,489
16449,23517,MTREX,0,252
16474,23543,RBFOX2,0,110
17601,90678,LRSAM1,0,67
17929,58517,RBM25,0,193
18045,25894,PLEKHG4,1,72
18225,26121,PRPF31,0,283
18276,26205,GMEB2,0,28
18514,59349,KLHL12,0,75
18728,26986,PABPC1,0,504
19331,126328,NDUFA11,0,64
19384,159195,USP54,0,110
19544,4745,NELL1,0,6
19804,29072,SETD2,0,28
19813,29085,PHPT1,0,20
19910,342371,ATXN1L,1,68
20248,30008,EFEMP2,0,123
20520,30815,ST6GALNAC6,0,5
20531,30834,ZNRD1,0,26
20737,100506164,HSFX1,0,11
21144,64745,METTL17,0,27
