Node ID,Protein ID,Protein Name,Disease Node,Degree
1,2,,0,105
7,12,,0,33
14,19,,1,54
33,38,,1,80
51,58,,0,200
52,59,,0,95
53,60,,0,466
60,71,,0,187
65,81,,0,153
117,142,,0,286
168,207,,0,378
174,213,,1,200
213,267,,0,113
237,292,,0,335
238,293,,0,207
263,324,,0,301
274,335,,0,102
275,336,,0,23
284,348,,0,70
287,351,,0,2132
301,367,,0,301
337,408,,0,314
338,409,,0,366
385,467,,0,63
389,472,,0,218
400,483,,0,102
413,498,,0,213
496,596,,0,136
502,602,,0,52
523,633,,0,17
556,667,,0,82
561,672,,0,609
574,688,,0,62
659,790,,0,131
669,801,,0,524
672,805,,0,174
711,847,,1,66
719,857,,0,220
796,949,,1,22
807,960,,0,100
814,968,,1,19
841,997,,0,73
842,998,,0,305
861,1017,,0,892
868,1024,,0,137
869,1025,,0,247
892,1051,,0,123
893,1052,,0,30
911,1072,,0,166
912,1073,,0,58
972,1147,,0,219
988,1173,,0,229
1004,1191,,0,123
1022,1213,,0,355
1030,1234,,0,49
1065,1280,,0,45
1107,1326,,0,74
1147,1374,,1,57
1160,1387,,0,400
1173,1401,,1,28
1180,1410,,0,115
1197,1432,,0,329
1221,1457,,0,615
1223,1459,,0,341
1259,1499,,0,395
1288,1535,,1,39
1294,1543,,0,92
1295,1544,,0,30
1296,1545,,0,31
1301,1557,,1,29
1312,1572,,0,28
1330,1595,,0,48
1365,1634,,0,37
1367,1636,,1,10
1371,1642,,0,382
1383,1654,,0,379
1444,51341,,0,36
1522,1831,,0,37
1530,1839,,1,16
1552,1869,,0,142
1593,1917,,0,165
1622,1958,,0,57
1626,1962,,0,113
1653,1994,,0,1866
1658,1999,,0,60
1667,2010,,0,225
1674,2017,,0,144
1680,2023,,0,361
1687,2033,,0,547
1710,2056,,1,9
1714,2060,,0,161
1741,2099,,0,789
1751,2113,,0,127
1765,2130,,0,698
1800,2168,,1,5
1812,2180,,0,14
1813,2181,,0,51
1814,2182,,0,37
1822,2192,,0,75
1824,2194,,1,115
1927,2316,,0,359
1928,2317,,0,114
1943,2335,,0,792
1957,2353,,0,259
2048,2521,,0,354
2059,2534,,0,410
2152,2648,,0,135
2219,2734,,0,31
2242,2770,,0,107
2243,2771,,0,209
2249,2778,,0,98
2338,2885,,0,1081
2361,2908,,0,242
2382,2932,,0,362
2384,2934,,0,88
2418,2969,,0,149
2500,3065,,0,611
2501,3066,,0,387
2510,3075,,0,22
2519,3084,,0,96
2536,3107,,0,115
2542,3113,,0,87
2567,3146,,0,114
2574,3156,,1,36
2580,3162,,1,30
2582,3164,,0,134
2587,3171,,0,48
2588,3172,,0,106
2594,3178,,0,701
2599,3184,,0,342
2606,3192,,0,691
2677,3275,,0,60
2678,3276,,0,175
2695,3295,,0,72
2701,3301,,0,175
2703,3303,,0,353
2705,3305,,0,163
2708,3308,,0,366
2709,3309,,0,517
2712,3312,,0,600
2715,3316,,0,123
2718,3320,,0,900
2722,3326,,0,543
2773,3398,,0,74
2817,3458,,0,11
2830,3479,,1,21
2839,3488,,0,36
2849,3500,,0,88
2861,3516,,0,149
2881,3551,,0,224
2888,3559,,0,29
2898,3569,,1,14
2963,3638,,0,22
2981,3659,,0,58
2982,3660,,0,34
2983,3661,,0,90
2997,3676,,0,529
3043,3725,,0,408
3046,3728,,0,147
3142,3838,,0,225
3143,3839,,0,122
3154,3852,,0,74
3246,3956,,0,87
3269,3983,,0,78
3278,3992,,0,20
3283,4000,,0,258
3289,4008,,0,52
3308,4036,,0,58
3317,4047,,0,21
3324,4054,,0,14
3336,4067,,0,269
3354,4088,,0,417
3355,4089,,0,302
3378,4116,,0,244
3382,200728,,0,401
3400,4141,,0,84
3422,4163,,0,306
3426,4171,,0,918
3456,4208,,0,90
3462,4215,,0,231
3467,4221,,0,73
3469,4223,,0,687
3536,4314,,0,30
3537,4316,,0,37
3561,4343,,0,1178
3628,4478,,0,148
3629,4481,,1,10
3666,4528,,0,44
3727,4607,,0,17
3729,4609,,0,583
3745,4627,,1,343
3746,4628,,0,99
3753,4637,,0,143
3782,4670,,0,400
3799,4688,,0,22
3800,4689,,0,22
3802,4691,,0,438
3884,4790,,1,277
3885,4791,,0,194
3886,4792,,0,212
3887,4793,,0,111
3888,4794,,0,72
3896,4803,,1,16
3929,4843,,0,155
3934,4851,,0,211
3939,4856,,0,35
3986,4914,,0,1965
3995,4924,,0,33
4056,5004,,0,11
4097,5054,,1,39
4110,5071,,0,426
4115,5076,,1,25
4140,5105,,0,98
4145,5111,,0,390
4162,5134,,0,38
4199,5174,,0,37
4257,136319,,0,41
4301,5296,,0,144
4344,5340,,0,68
4371,5371,,0,237
4409,5430,,0,345
4416,5437,,0,98
4420,5441,,0,96
4425,5447,,0,38
4428,5451,,0,107
4429,5452,,0,31
4440,5465,,1,83
4442,5468,,0,167
4443,5469,,0,124
4477,5515,,0,262
4492,5531,,0,71
4524,5566,,0,420
4534,5578,,0,395
4535,5579,,0,202
4536,5580,,0,234
4546,5590,,0,229
4547,5591,,0,312
4550,5594,,0,402
4551,5595,,0,349
4555,5599,,0,256
4557,5601,,0,204
4558,5602,,0,107
4559,5603,,0,153
4604,5657,,0,17
4624,5684,,0,301
4649,5710,,0,202
4654,5716,,0,88
4664,5728,,0,246
4666,5730,,0,36
4674,5740,,0,9
4676,5742,,1,24
4677,5743,,1,47
4704,5781,,0,175
4745,5830,,0,100
4780,5879,,0,269
4786,5885,,0,268
4855,5966,,0,389
4859,5970,,1,419
4860,5971,,0,109
4865,5977,,0,72
4916,6045,,0,756
4966,6128,,0,408
4988,6156,,0,238
5016,6188,,0,395
5033,6207,,0,350
5072,6256,,0,156
5085,6275,,0,75
5117,6310,,0,303
5123,6319,,0,37
5148,6347,,1,31
5152,6352,,0,47
5184,6390,,0,90
5207,6421,,0,234
5233,6449,,0,207
5243,203068,,0,361
5247,6464,,0,277
5277,6500,,0,251
5337,6567,,0,45
5382,6615,,0,73
5392,6625,,0,244
5405,6640,,0,99
5412,6647,,0,199
5417,6652,,0,66
5432,6667,,0,441
5434,6670,,0,98
5445,6688,,0,59
5464,6709,,0,197
5466,6711,,0,147
5476,6721,,1,113
5477,6722,,0,111
5516,6767,,0,66
5519,6770,,0,12
5521,6772,,0,225
5523,6774,,0,292
5527,6778,,0,80
5534,6785,,0,20
5552,6804,,0,178
5572,22984,,0,32
5620,6885,,0,183
5649,6916,,0,8
5659,6927,,0,81
5723,7013,,0,323
5727,7018,,0,68
5747,7040,,1,110
5753,7046,,0,321
5759,7052,,0,119
5779,7074,,0,46
5817,7113,,0,60
5828,7124,,1,142
5835,7132,,0,219
5836,7133,,0,127
5855,7157,,0,1001
5856,7158,,0,175
5867,7170,,0,151
5868,7171,,0,92
5945,7273,,0,76
5981,7316,,0,1647
5988,7323,,0,229
5994,7329,,0,502
6005,7341,,0,258
6065,7412,,0,446
6068,7415,,0,610
6081,7431,,0,391
6094,7448,,0,99
6100,7454,,0,102
6147,7514,,0,1256
6159,7528,,0,172
6162,7531,,0,426
6163,7532,,0,542
6165,7534,,0,662
6168,7538,,0,71
6180,6720,,1,72
6267,7704,,0,166
6378,7874,,0,313
6407,170622,,0,19
6502,8091,,0,28
6512,8110,,0,25
6555,8193,,0,10
6560,8202,,0,134
6572,28991,,0,12
6619,8295,,0,125
6636,8318,,0,39
6738,8451,,0,383
6739,8452,,0,1228
6741,8454,,0,763
6792,8517,,0,465
6828,8554,,0,191
6867,8607,,0,279
6883,8626,,0,143
6904,8648,,0,122
6918,8663,,0,142
6977,8726,,0,483
7013,8772,,0,87
7064,8826,,0,284
7077,8841,,0,238
7165,8945,,0,353
7208,9020,,0,154
7209,9021,,0,79
7225,9043,,0,47
7267,9093,,0,92
7406,9252,,0,94
7426,9276,,0,70
7461,9325,,0,53
7498,9370,,1,24
7537,9415,,0,24
7551,9439,,0,177
7555,9443,,0,64
7572,9462,,0,43
7634,9532,,0,125
7638,9536,,0,14
7698,9611,,0,179
7699,9612,,0,136
7705,9618,,0,152
7721,9636,,0,194
7726,9641,,0,392
7741,9657,,0,213
7851,9775,,0,451
7858,9782,,0,313
7890,9817,,0,134
7893,9820,,0,649
7931,9862,,0,87
7982,9919,,0,157
7986,9924,,0,343
8054,10001,,0,63
8065,10014,,0,370
8112,10075,,0,461
8130,10096,,0,98
8160,10128,,0,203
8232,10211,,0,121
8284,10270,,0,69
8287,10273,,0,258
8327,10318,,0,124
8373,10379,,0,30
8376,10382,,0,103
8393,10401,,0,69
8409,10419,,0,360
8448,10462,,0,25
8483,10498,,0,96
8503,10524,,0,265
8519,10542,,0,54
8597,10627,,0,66
8620,10653,,0,102
8723,10788,,0,45
8763,10849,,0,44
8768,10856,,0,367
8797,10891,,0,75
8854,10956,,0,70
8867,10971,,0,464
8879,10985,,0,234
8881,10987,,0,828
8883,10989,,0,271
8893,11001,,0,43
8918,11030,,0,240
9027,11160,,0,99
9091,11236,,0,19
9117,11269,,0,172
9131,11283,,0,29
9170,11343,,0,24
9278,51085,,1,7
9309,51094,,1,15
9828,51295,,0,112
9840,2147,,0,47
9846,90993,,0,156
10036,1536,,1,8
10125,84172,,0,81
10184,79139,,0,83
10196,79155,,0,29
10566,79753,,0,98
10869,80142,,0,19
11020,51621,,0,14
11075,1588,,0,30
11294,375791,,0,568
11849,2703390,,0,22
12067,147872,,0,108
12521,50507,,1,1
12601,2981,,1,3
12758,345778,,0,9
12818,50943,,0,77
12935,51082,,0,58
12974,51122,,0,26
12990,51141,,0,41
13050,51206,,0,21
13061,83987,,0,547
13216,84164,,0,59
13217,51397,,0,15
13355,51547,,0,666
13388,51586,,0,79
13419,117159,,0,43
13435,149951,,0,15
13462,51678,,0,40
13463,84447,,0,90
13486,51703,,0,12
13497,51720,,0,75
13939,150684,,0,63
14072,3313,,0,264
14094,85451,,0,295
14157,347733,,0,95
14292,3394,,0,25
14790,54165,,0,243
14929,414899,,0,11
15020,54557,,0,182
15262,54904,,0,50
15295,54939,,0,47
15305,54951,,0,22
15324,54971,,0,173
15341,284366,,0,11
15388,55041,,0,55
15456,7291,,0,38
15489,3732,,0,40
15595,55274,,0,25
15612,55294,,0,182
15671,55366,,0,201
15793,55584,,0,69
15911,22937,,0,20
16022,23054,,0,102
16079,23118,,0,134
16115,55922,,0,40
16241,23291,,0,403
16308,23363,,0,619
16354,23411,,0,261
16363,23421,,0,78
16444,23512,,0,338
16584,23673,,0,98
16659,23786,,0,72
16763,56729,,1,6
17039,57120,,0,102
17363,155871,,0,312
17379,57584,,0,47
17541,57805,,0,121
17550,57817,,1,3
17599,222643,,0,8
17712,113457,,0,50
17896,58477,,0,148
18018,25855,,0,67
18040,25885,,0,192
18085,25942,,0,254
18323,26260,,0,193
18332,26270,,0,622
18586,9619,,1,8
18732,26993,,0,99
18784,92609,,0,89
18958,27306,,0,15
19837,29110,,0,152
19845,29121,,0,27
19879,4869,,0,746
20226,29978,,0,310
20227,29979,,0,283
20361,54205,,0,57
20505,653361,,1,49
20976,64425,,0,60
21343,65062,,0,149
21378,65125,,0,217
