Disease ID,Disease Name,Fold Recall-at-100,Recall-at-25,Ranks,Mean Average Precision,AUROC,Recall-at-100
C0005612,Birth Weight,0.1,0.0,9330.7,0.00028422763333262166,0.5670070079361395,0.0
C0022116,Ischemia,0.13333333333333333,0.0,10465.407407407407,0.0007388042092844094,0.5006069050936677,0.0
C0020452,Hyperemia,0.45,0.0,8537.307692307691,0.00400938311328042,0.6772024693650204,0.1
C0346153,"Breast Cancer, Familial",0.75,0.4,2035.8333333333333,0.11956344756260202,0.891930842422836,0.5
C0039231,Tachycardia,0.5,0.15,7557.588235294118,0.01032039641852428,0.641824512534819,0.15
C0017601,Glaucoma,0.05,0.0,9526.857142857143,0.000467531228825875,0.5700872956909361,0.0
C0007570,Celiac Disease,0.175,0.05,10062.947368421053,0.006217967751185848,0.5295093870533017,0.1
C0023264,Leigh Disease,0.7583333333333333,0.25833333333333336,3159.451612903226,0.053362429240668176,0.8674989934652668,0.5583333333333333
C0040034,Thrombocytopenia,0.4333333333333333,0.1,8197.545454545454,0.021565489398059058,0.5997244795294481,0.15
C1262477,Weight decreased,0.35,0.0,5972.166666666667,0.001796712590280734,0.7479920144853522,0.05
C0022661,"Kidney Failure, Chronic",0.17,0.0,9810.40909090909,0.0033005794439000175,0.53831892344164,0.06999999999999999
C0023895,Liver diseases,0.22619047619047614,0.0,9061.184615384615,0.002258935798935507,0.5744681298910779,0.047619047619047616
C0018213,Graves Disease,0.3,0.0,9558.666666666666,0.0013412265851516687,0.581139169993501,0.05
C2937358,Cerebral Hemorrhage,0.6833333333333333,0.4,4903.75,0.1074649779481516,0.7768444114140617,0.5333333333333333
C0263454,Chloracne,0.24166666666666664,0.03333333333333333,11053.818181818182,0.0031732009613953715,0.49459479340890783,0.06666666666666667
C0023893,"Liver Cirrhosis, Experimental",0.2990909090909091,0.00909090909090909,8016.0373831775705,0.0065693479911128495,0.628192710319983,0.08181818181818182
C0018799,Heart Diseases,0.24,0.0,11312.595238095239,0.002660226585894656,0.4765026725540321,0.06999999999999999
C0024301,"Lymphoma, Follicular",0.13333333333333333,0.0,10632.619047619048,0.0006861593220732675,0.48624976783060914,0.0
C0036920,Sezary Syndrome,0.75,0.16666666666666666,1090.8846153846155,0.023408844521741183,0.950835229823665,0.2
C0242488,Acute Lung Injury,0.3,0.05,9897.3125,0.003195195952510366,0.44895315909196415,0.05
C0023891,"Liver Cirrhosis, Alcoholic",0.4,0.0,7488.6875,0.0034273415111646726,0.6207929065502993,0.1
C0917796,"Optic Atrophy, Hereditary, Leber",0.7,0.05,2788.9285714285716,0.021238800233147632,0.8855034117810889,0.7
C0019569,Hirschsprung Disease,0.5,0.1,6093.7,0.011062139768944906,0.7172367382930338,0.3
C0035126,Reperfusion Injury,0.5541666666666666,0.05833333333333333,5167.529411764706,0.026883552160210905,0.7596336055224375,0.1638888888888889
C0087012,"Ataxia, Spinocerebellar",0.35,0.0,10561.2,0.0019322531114945752,0.4914353356234333,0.0
C0018923,Hemangiosarcoma,0.85,0.05,1471.9444444444443,0.013041196810614752,0.9369446120989832,0.3
C1112705,Nuclear non-senile cataract,0.5,0.35,5232.5,0.13737358992729695,0.7088535623114411,0.4
