Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
2048,2521,,0,354,
1,2,,0,105,
6147,7514,,0,1256,
16388,23450,,0,489,
16389,23451,,0,446,
6,10,,0,24,
10241,79228,,0,158,
6828,8554,,0,191,
8202,10174,,0,156,
2059,2534,,0,410,
13503,51729,,0,173,
4110,5071,,0,426,
6159,7528,,0,172,
6160,7529,,0,398,
13656,84708,,0,497,
6162,7531,,0,426,
6163,7532,,0,542,
8212,10189,,0,252,
2069,2547,,0,285,
4118,5079,,0,56,
6167,7536,,0,265,
6411,7936,,0,38,
25,30,,0,54,
16410,23476,,0,76,
4124,5087,,0,54,
346,419,,0,24,
6176,7547,,1,5,97.0
2073,2551,,0,39,
4102,5062,,0,154,
16422,56257,,0,186,
6833,8559,,0,211,
16424,56259,,0,171,
18476,26524,,0,158,
20526,30827,,0,39,
4144,5110,,0,115,
4145,5111,,0,390,
51,58,,0,200,
52,59,,0,95,
53,60,,0,466,
8246,10226,,0,84,
10296,24148,,0,220,
3767,4653,,0,46,
59,70,,1,65,2918.0
16444,23512,,0,338,
12349,3851,,0,38,
8254,10236,,0,273,
7861,9785,,0,219,
65,81,,0,153,
2115,2597,,0,304,
68,88,,0,105,
16453,23521,,0,273,
16454,23522,,1,66,14.0
14407,20595,,0,70,
3601,4436,,0,132,
16457,320678,,0,7,
8267,10250,,0,277,
16460,23528,,0,56,
3426,4171,,0,918,
8270,10253,,0,130,
16449,23517,,0,252,
7079,8844,,0,22,
8273,10256,,0,25,
2130,2623,,0,109,
2131,2624,,0,63,
6228,7629,,0,71,
8277,10262,,0,248,
4182,5155,,0,27,
8279,23556,,1,7,14769.0
4185,5159,,0,111,
8283,10269,,1,29,844.0
3429,4174,,0,302,
1869,2247,,0,42,
18529,92140,,0,25,
4196,5170,,0,108,
8295,10283,,0,93,
8296,10284,,0,149,
8297,10285,,0,173,
8298,10286,,0,234,
8299,337967,,0,188,
20589,3213,,0,3,
8303,10291,,0,291,
2408,2959,,0,148,
117,142,,0,286,
20,25,,0,389,
6267,7704,,0,166,
12412,2249,,0,5,
3141,3837,,0,340,
6165,7534,,0,662,
129,154,,0,276,
6752,8467,,0,215,
7574,9464,,0,19,
10945,80254,,0,132,
137,162,,0,93,
2186,2690,,0,55,
706,842,,0,60,
2937,3609,,0,463,
16530,23607,,0,118,
6293,7750,,0,82,
16535,23613,,0,56,
154,185,,0,42,
18018,25855,,0,67,
3142,3838,,0,225,
4253,5241,,0,81,
6303,7764,,0,30,
4256,5245,,0,356,
3354,4088,,0,417,
16551,23633,,0,81,
168,207,,0,378,
169,208,,0,129,
2606,3192,,0,691,
8363,10363,,0,87,
8364,10365,,0,10,
2222,2737,,0,29,
8368,10370,,1,22,32.0
3784,4673,,0,237,
1779,2146,,0,284,
18828,27131,,0,39,
2235,2762,,0,31,
4284,5277,,1,11,2155.0
12479,7135,,0,17,
12147,115265,,0,151,
195,238,,0,98,
16580,1879,,0,14,
4295,5290,,0,82,
8393,10401,,0,69,
4298,5293,,0,25,
4299,5294,,0,39,
4300,5295,,0,307,
4301,5296,,1,144,50.0
8399,10409,,0,56,
4305,5300,,0,309,
8403,10413,,0,137,
3043,3725,,0,408,
6359,7846,,0,399,
8409,10419,,0,360,
8411,10421,,0,194,
4319,5315,,0,194,
2272,2801,,0,455,
6369,7862,,0,35,
8421,10432,,0,117,
2278,5929,,0,114,
2280,2810,,0,290,
4329,5325,,0,13,
6378,7874,,0,313,
7207,9019,,0,27,
4332,5328,,0,34,
237,292,,0,335,
238,293,,0,207,
16624,23741,,0,27,
241,301,,0,169,
242,302,,0,200,
4339,5335,,0,279,
8436,10450,,0,178,
20725,55596,,0,129,
4343,5339,,0,105,
1720,2066,,0,64,
20730,96764,,0,33,
4479,5518,,0,298,
16636,23759,,0,156,
12542,2963,,0,92,
7893,9820,,0,649,
16367,23426,,0,61,
6401,7917,,0,302,
4355,328572,,0,7,
4358,5356,,0,208,
263,324,,0,301,
265,326,,0,94,
16650,23774,,0,43,
8459,10474,,0,80,
7544,9425,,0,58,
6071,7419,,0,166,
8467,10482,,0,1153,
10286,24144,,0,382,
729,867,,0,276,
8473,10488,,0,283,
16308,23363,,0,619,
8477,10492,,0,459,
287,351,,0,2132,
2336,2879,,1,53,5769.0
6433,7975,,0,22,
14626,53833,,0,16,
8483,10498,,0,96,
8484,10499,,0,103,
16774,286128,,0,46,
2342,2889,,0,33,
12584,50628,,0,273,
4828,5931,,0,230,
18731,2218,,1,2,15.0
4396,5411,,0,146,
301,367,,0,301,
303,369,,0,104,
3901,4809,,0,345,
2355,2902,,0,67,
8500,10521,,0,290,
8503,10524,,0,265,
12600,17886,,0,192,
8505,10526,,0,96,
1759,2121,,1,2,6871.0
4080,5033,,0,41,
14654,152185,,0,157,
16318,23373,,0,12,
321,392,,0,48,
3467,4221,,0,73,
18756,27031,,1,11,10095.0
6469,8036,,1,14,5073.0
10566,79753,,0,98,
18759,27034,,0,65,
20809,64129,,0,23,
12619,17913,,0,134,
16098,121441,,0,145,
2382,2932,,0,362,
4431,5454,,0,14,
14672,152217,,0,8,
6481,8061,,0,50,
338,409,,0,366,
