Node ID,Protein ID,Protein Name,Disease Node,Degree
70,90,,0,121
138,163,,0,127
151,182,,1,12
256,317,,1,26
263,324,,1,301
270,331,,0,164
287,351,,0,2132
498,598,,0,112
539,650,,0,24
543,654,,0,10
544,655,,0,48
546,657,,1,49
547,658,,1,122
548,659,,0,79
700,836,,0,183
891,1050,,0,132
915,1080,,0,324
1221,1457,,0,615
1224,1460,,0,305
1259,1499,,0,395
1335,1601,,0,106
1350,1616,,0,218
1653,1994,,0,1866
1679,2022,,0,20
1688,2034,,0,116
2162,2661,,0,47
2338,2885,,0,1081
2718,3320,,0,900
2721,3324,,0,86
2731,3340,,1,10
2877,3547,,0,14
3150,3848,,0,111
3352,4086,,0,186
3353,4087,,0,394
3354,4088,,0,417
3355,4089,,0,302
3357,4091,,0,51
3358,4092,,0,96
3986,4914,,0,1965
4100,5058,,0,161
4477,5515,,0,262
4524,5566,,0,420
5251,6469,,1,11
5432,6667,,0,441
5729,7020,,1,98
5747,7040,,0,110
5750,7043,,0,19
5753,7046,,0,321
5755,7048,,1,112
5756,7049,,0,24
5855,7157,,0,1001
5885,7189,,0,552
5981,7316,,0,1647
6359,7846,,0,399
6559,8200,,0,9
7064,8826,,0,284
7083,8848,,0,171
7317,9146,,0,355
7517,9392,,0,19
7571,9459,,0,47
7592,7042,,1,26
8002,9943,,0,40
8016,9958,,0,155
9034,11167,,0,17
11236,57154,,0,390
12241,17131,,0,7
13368,51560,,0,29
13927,652,,0,19
15818,55611,,0,94
15965,55764,,1,12
16055,23089,,0,37
16384,285590,,1,14
16698,56637,,0,25
17770,25489,,0,77
17943,58533,,0,62
17976,25805,,0,10
20251,30011,,0,292
20518,30813,,1,10
21057,392255,,0,5
21424,158326,,1,1
