Node ID,Protein ID,Protein Name,Disease Node,Degree
174,213,ALB,0,200
286,350,APOH,0,36
591,710,SERPING1,0,15
676,811,CALR,0,158
823,5624,PROC,1,17
1650,1991,ELANE,0,33
1786,2153,F5,1,18
1788,2155,F7,1,21
1789,2157,F8,0,22
1790,2158,F9,0,6
1791,2159,F10,0,23
1793,2161,F12,1,22
1865,2243,FGA,0,46
1866,2244,FGB,0,26
1943,2335,FN1,0,792
2128,2621,GAS6,1,8
2178,2677,GGCX,0,20
2281,2811,GP1BA,0,28
2338,2885,GRB2,0,1081
2588,3172,HNF4A,0,106
2718,3320,HSP90AA1,0,900
3036,3717,JAK2,1,136
3298,4018,LPA,1,9
3308,4036,LRP2,0,58
3542,4321,MMP12,0,6
4097,5054,SERPINE1,0,39
4139,5104,SERPINA5,0,27
4277,5270,SERPINE2,0,20
4331,5327,PLAT,1,37
4332,5328,PLAU,1,34
4344,5340,PLG,0,68
4550,5594,MAPK1,0,402
4551,5595,MAPK3,0,349
4580,5627,PROS1,1,17
5763,7056,THBD,0,6
5971,7301,TYRO3,0,33
6062,7409,VAV1,0,91
6068,7415,VCP,0,610
6792,8517,IKBKG,0,465
8447,10461,MERTK,1,12
9840,2147,F2,1,47
16220,56034,PDGFC,0,10
18060,25913,POT1,0,215
20946,5269,SERPINB6,0,15
