Node ID,Protein ID,Protein Name,Disease Node,Degree,LCI
2048,2521,,1,354,249.0
3072,3758,,1,12,2424.0
6147,7514,,0,1256,
16388,23450,,0,489,
16389,23451,,0,446,
6153,7520,,0,233,
4110,5071,,0,426,
8208,10180,,0,23,
13656,84708,,0,497,
6162,7531,,0,426,
6163,7532,,0,542,
20,25,,0,389,
2069,2547,,0,285,
6167,7536,,0,265,
25,30,,0,54,
26,31,,0,84,
29,34,,0,88,
30,35,,0,38,
31,36,,0,47,
4129,5093,,0,192,
4130,5094,,0,197,
8227,10206,,0,25,
16422,56257,,0,186,
16424,56259,,0,171,
45,51,,0,51,
18478,26528,,0,80,
16431,23499,,0,74,
4145,5111,,0,390,
51,58,,1,200,844.0
3827,4716,,0,77,
53,60,,0,466,
59,70,,0,65,
16444,23512,,0,338,
61,72,,0,123,
8254,10236,,0,273,
65,81,,0,153,
67,87,,0,164,
68,88,,0,105,
16453,23521,,0,273,
14410,53371,,0,63,
8267,10250,,0,277,
20227,29979,,0,283,
16462,23530,,0,47,
8271,10254,,0,74,
6225,6732,,0,349,
82,103,,0,75,
3427,4172,,0,128,
2137,2631,,0,50,
16474,23543,,0,110,
8284,10270,,0,69,
7573,9463,,0,404,
8287,10273,,0,258,
2144,2639,,0,38,
4193,5167,,0,21,
2605,3191,,0,222,
8296,10284,,0,149,
14682,53938,,0,197,
15893,22919,,0,177,
8301,10289,,0,171,
8303,10291,,0,291,
8306,10294,,0,114,
21523,229279,,0,31,
8212,10189,,0,252,
7005,8761,,0,142,
2171,2670,,0,110,
16508,23582,,0,155,
5937,7265,,0,93,
3141,3837,,0,340,
6165,7534,,0,662,
129,154,,0,276,
3465,4218,,0,62,
133,158,,0,66,
8327,10318,,0,124,
4235,5216,,1,81,2232.0
3778,4666,,0,58,
4239,5223,,0,54,
4245,5230,,0,102,
8217,10196,,0,45,
7876,9801,,0,107,
4250,5236,,0,62,
4463,5499,,0,356,
16031,55832,,0,700,
7877,9802,,0,195,
4256,5245,,0,356,
4259,5250,,0,311,
3782,4670,,0,400,
168,207,,0,378,
8189,10159,,0,109,
2115,2597,,0,304,
174,213,,0,200,
1736,2091,,0,387,
2797,3433,,0,44,
8372,10376,,0,125,
7030,8790,,0,10,
5833,1188,,1,1,252.0
8377,10383,,0,154,
187,226,,0,141,
7303,9131,,1,92,10805.0
14941,54464,,0,113,
12479,7135,,0,17,
192,852200,,0,8,
2243,2771,,0,209,
8389,10397,,0,110,
8391,10399,,0,286,
16584,23673,,0,98,
2249,2778,,0,98,
10615,79811,,0,22,
4300,5295,,0,307,
4301,5296,,0,144,
4305,5300,,0,309,
8403,10413,,0,137,
213,267,,0,113,
6359,7846,,0,399,
8409,10419,,0,360,
1743,2101,,0,48,
8412,10422,,0,55,
16607,23710,,0,118,
4321,5317,,0,34,
4475,55831,,0,32,
228,283,,1,11,2656.0
8421,10432,,0,117,
2278,5929,,0,114,
14703,53981,,0,80,
16616,154796,,0,133,
10473,79649,,0,32,
236,291,,1,68,4344.0
237,292,,0,335,
15509,55183,,0,160,
12328,17313,,0,17,
242,302,,0,200,
4339,5335,,0,279,
6388,55930,,0,96,
245,131377,,0,14,
8438,10452,,0,117,
4343,5339,,1,105,223.0
248,308,,0,45,
250,310,,0,142,
383,229841,,0,83,
4349,5347,,0,268,
7893,9820,,0,649,
6400,7916,,0,59,
6401,7917,,0,302,
17451,155971,,0,153,
3429,4174,,0,302,
263,324,,0,301,
4360,5358,,0,56,
270,331,,0,164,
14609,153527,,0,54,
274,335,,0,102,
8467,10482,,0,1153,
3146,3842,,0,147,
16663,23790,,0,146,
16308,23363,,0,619,
8477,10492,,0,459,
287,351,,0,2132,
2338,2885,,0,1081,
6436,7979,,0,136,
3283,4000,,0,258,
12584,50628,,0,273,
12585,83397,,0,8,
3848,4738,,0,325,
8493,10514,,0,253,
303,369,,0,104,
4147,5116,,0,64,
8500,10521,,0,290,
8503,10524,,0,265,
12600,17886,,0,192,
4409,5430,,0,345,
4410,5431,,0,133,
8507,10528,,0,256,
6461,8027,,0,70,
16241,23291,,0,403,
10562,374659,,0,18,
3467,4221,,1,73,4365.0
4423,5444,,1,3,3966.0
4424,5445,,1,80,2851.0
2377,2926,,0,50,
79,100,,0,32,
12619,17913,,0,134,
16098,121441,,0,145,
2382,2932,,0,362,
2384,2934,,0,88,
337,408,,0,314,
338,409,,0,366,
6484,8065,,0,482,
2389,202559,,0,91,
3762,4646,,0,89,
6489,8074,,1,4,1259.0
4442,5468,,0,167,
2399,2950,,0,69,
4450,5478,,0,116,
8547,10574,,0,189,
356,65970,,0,129,
8549,10576,,0,217,
12646,83481,,0,62,
60,71,,0,187,
363,444,,0,43,
6509,23196,,0,41,
6510,8106,,0,51,
694,830,,0,270,
4464,5500,,0,253,
4465,5501,,0,308,
2451,3007,,0,137,
372,98758,,0,30,
2422,2975,,0,189,
9961,56086,,0,62,
6522,55968,,0,74,
8571,10598,,0,167,
4477,5515,,0,262,
6526,8139,,0,197,
4479,5518,,0,298,
4482,5521,,0,159,
6531,8148,,0,99,
389,472,,0,218,
16449,23517,,0,252,
393,476,,0,160,
4491,5530,,0,87,
18835,617,,0,13,
398,481,,0,78,
6543,8175,,0,234,
401,84033,,0,27,
4498,5537,,0,61,
8259,10241,,0,202,
19381,4686,,0,260,
2458,3014,,0,307,
413,498,,0,213,
20895,64283,,0,10,
6560,8202,,0,134,
418,506,,0,158,
8611,10642,,0,256,
8612,10643,,0,293,
8613,10644,,0,36,
2470,3030,,1,106,101.0
10663,79869,,0,100,
4520,5562,,0,181,
4521,5563,,0,171,
427,515,,0,100,
4524,5566,,0,420,
4525,5567,,0,217,
8622,10656,,0,66,
8623,10657,,0,191,
1779,2146,,0,284,
2333,2876,,0,34,
4534,5578,,0,395,
8631,10667,,0,75,
4536,5580,,0,234,
4537,5581,,0,175,
2463,3020,,0,131,
2493,3054,,0,121,
4542,5586,,0,78,
18881,4534,,1,5,7034.0
3220,3925,,0,94,
4547,5591,,0,312,
4548,5592,,0,65,
16837,220717,,0,100,
4550,5594,,0,402,
4551,5595,,0,349,
457,549,,0,29,
4855,5966,,0,389,
4556,5600,,0,93,
8654,10694,,0,181,
4559,5603,,0,153,
14072,3313,,0,264,
6614,8290,,0,254,
7858,9782,,1,313,449.0
18852,27161,,0,140,
16859,56902,,0,62,
2524,3091,,0,182,
6622,8301,,0,100,
20901,129831,,0,38,
482,581,,0,86,
4579,5626,,0,367,
4582,5630,,1,48,95.0
2535,3106,,0,333,
12028,16709,,0,73,
19879,4869,,0,746,
6904,8648,,0,122,
2542,3113,,0,87,
495,595,,1,112,754.0
12784,83667,,0,11,
2472,3032,,1,103,11381.0
6645,8328,,0,79,
2473,3033,,0,36,
16160,121504,,0,149,
1108,1327,,0,67,
6651,8335,,0,108,
20989,54431,,0,33,
16896,56945,,0,211,
18945,27292,,0,145,
12803,55161,,0,81,
16129,23168,,0,40,
21003,326618,,0,13,
4622,5682,,0,275,
527,637,,0,62,
4624,5684,,0,301,
4627,5687,,0,175,
4526,5568,,0,158,
2582,3164,,0,134,
18967,27316,,0,235,
537,648,,0,399,
8732,10801,,0,60,
6917,8662,,0,140,
4640,5700,,0,147,
4641,5701,,0,162,
2594,3178,,1,701,11.0
3163,3861,,0,75,
2596,3181,,0,333,
2597,3182,,0,100,
2598,3183,,0,386,
2599,3184,,0,342,
2600,3185,,0,374,
4649,5710,,0,202,
2602,3188,,0,192,
2603,3189,,0,100,
2604,3190,,0,367,
6701,8398,,1,15,918.0
2606,3192,,0,691,
4656,5718,,0,107,
561,672,,0,609,
13406,51608,,0,61,
4662,5725,,0,161,
568,682,,0,154,
15431,55094,,0,116,
95,118,,0,79,
6922,8667,,0,84,
575,689,,0,55,
8768,10856,,0,367,
579,695,,0,123,
18529,92140,,0,25,
8778,10868,,0,83,
18871,27185,,0,209,
2963,3638,,0,22,
14925,54443,,0,142,
6737,8450,,0,382,
6738,8451,,0,383,
6739,8452,,0,1228,
6740,8453,,0,507,
6741,8454,,0,763,
8135,10101,,0,63,
12887,51026,,0,179,
6744,8458,,0,53,
5903,951475,,0,109,
8796,10890,,0,54,
8797,10891,,1,75,112.0
12895,51035,,0,128,
16997,548596,,0,29,
15804,22827,,0,260,
14954,54477,,0,85,
626,752,,0,74,
14963,54487,,0,64,
2678,3276,,0,175,
12919,51065,,0,135,
8825,10923,,0,80,
4730,5813,,0,38,
6977,8726,,0,483,
12927,51073,,0,159,
6784,8508,,0,64,
8833,10933,,0,132,
4739,5824,,0,123,
976,1152,,0,83,
21125,234699,,0,20,
2695,3295,,0,72,
6792,8517,,0,465,
19808,29079,,0,368,
12939,51086,,0,9,
8844,10946,,0,239,
10894,80179,,0,178,
12943,83858,,0,141,
12056,147841,,0,44,
8850,10952,,0,51,
8851,10953,,0,33,
2708,3308,,0,366,
2709,3309,,0,517,
4760,5859,,0,166,
2500,3065,,0,611,
12954,23524,,0,330,
18543,387082,,0,80,
21148,64750,,0,187,
669,801,,0,524,
2718,3320,,0,900,
2501,3066,,0,387,
8865,10969,,0,249,
2722,3326,,0,543,
8867,10971,,0,464,
676,811,,0,158,
677,813,,0,119,
6160,7529,,0,398,
6501,8089,,0,106,
17064,220988,,0,190,
6599,8266,,0,306,
685,821,,0,208,
8881,10987,,0,828,
4787,5886,,0,265,
11038,1408,,0,182,
8886,10992,,0,370,
696,832,,0,128,
705,841,,0,196,
6843,8570,,0,99,
700,836,,0,183,
12990,51141,,0,41,
19135,93185,,0,189,
12992,51143,,0,47,
4801,5901,,0,253,
706,842,,0,60,
4803,5903,,0,182,
8548,10575,,0,188,
2762,3383,,0,159,
18982,27339,,0,274,
2937,3609,,0,463,
719,857,,0,220,
3446,4193,,0,470,
6867,8607,,0,279,
729,867,,0,276,
8922,11035,,0,115,
4831,5934,,0,79,
4832,5935,,0,42,
6883,8626,,0,143,
21220,64848,,0,25,
8933,11051,,0,270,
8934,11052,,0,218,
7633,9531,,0,493,
17128,4076,,0,58,
4220,5201,,0,104,
7117,8887,,0,102,
747,891,,0,161,
13037,51191,,0,101,
4846,5954,,0,113,
2800,3437,,0,70,
19836,29109,,0,42,
18629,92345,,0,71,
16058,55860,,0,31,
6002,7337,,0,178,
757,904,,0,93,
21239,163183,,0,97,
760,908,,0,190,
17145,221092,,0,56,
4859,5970,,0,419,
4864,5976,,0,240,
772,920,,0,125,
13061,83987,,0,547,
6918,8663,,0,142,
6919,8664,,0,142,
2825,200081,,0,141,
4874,5987,,0,464,
2519,3084,,0,96,
4008,4942,,0,54,
8977,11100,,0,171,
367,65985,,0,28,
16174,23214,,0,28,
6936,8683,,0,195,
6573,8220,,0,186,
19226,257202,,0,35,
18977,27332,,0,52,
798,338761,,0,9,
17541,57805,,0,121,
7187,8985,,0,45,
8995,11124,,0,112,
8067,10016,,0,121,
807,960,,0,100,
6955,8703,,0,40,
2861,3516,,0,149,
15150,22003,,0,97,
21296,64978,,0,70,
9009,11140,,0,311,
818,972,,0,51,
6963,8711,,0,32,
4916,6045,,0,756,
11062,342574,,0,148,
7305,9133,,0,34,
6968,8717,,0,92,
4921,6050,,0,37,
827,983,,0,415,
3028,3708,,0,67,
4925,6059,,0,243,
19263,60673,,0,45,
832,988,,0,328,
4929,55624,,1,16,18153.0
6980,8729,,0,42,
7275,9101,,0,82,
840,996,,0,129,
6986,8737,,0,100,
11083,51642,,0,102,
844,1000,,0,78,
18914,27250,,0,59,
4942,6093,,0,64,
4956,6117,,0,494,
861,1017,,0,892,
4958,6119,,0,399,
863,1019,,0,203,
864,1020,,0,163,
4961,6122,,0,257,
4963,6124,,0,326,
4964,6125,,0,282,
869,1025,,0,247,
870,1026,,0,312,
21351,130617,,0,23,
4968,6130,,0,334,
4969,6132,,0,348,
4970,6133,,0,257,
4971,6134,,0,448,
4972,6135,,0,384,
4973,6136,,0,285,
4974,6137,,0,358,
4975,6138,,0,255,
4976,6139,,0,234,
4978,6142,,0,275,
4979,6143,,0,264,
4980,6144,,0,300,
4981,6146,,0,266,
4982,6147,,0,307,
2936,3608,,0,451,
4985,6152,,0,333,
4986,6154,,0,306,
4987,6155,,0,231,
4988,6156,,0,238,
4989,6157,,0,286,
4990,6158,,0,245,
4991,6159,,0,279,
4992,6160,,0,277,
4993,6161,,0,166,
21378,65125,,0,217,
4995,6165,,0,234,
4998,6168,,0,241,
4999,6169,,0,239,
3167,3866,,0,154,
5004,6175,,0,344,
5005,6176,,0,253,
911,1072,,0,166,
915,1080,,0,324,
5013,6184,,0,262,
5014,6185,,0,87,
5015,6187,,0,424,
5016,6188,,0,395,
5017,6189,,0,395,
5018,6191,,0,360,
5020,6193,,0,282,
5021,6194,,0,353,
2976,3654,,0,155,
5025,6198,,0,83,
5026,6199,,0,207,
5027,6201,,0,358,
5028,6202,,0,448,
5029,6203,,0,368,
5031,6205,,0,255,
937,1111,,0,92,
5034,6208,,0,263,
3825,4714,,0,92,
5036,6210,,0,333,
5039,6217,,0,268,
5040,6218,,0,174,
11185,80705,,0,85,
5043,6222,,0,306,
5045,6224,,0,259,
5047,6228,,0,259,
5048,6229,,0,240,
5049,6230,,0,174,
11195,15185,,0,28,
5052,6233,,0,304,
11197,80724,,0,44,
959,1134,,1,4,16997.0
5057,6238,,0,48,
16073,23111,,0,40,
3011,3691,,0,83,
3012,3692,,0,209,
7109,8878,,1,246,3299.0
9158,11331,,0,325,
13255,51441,,0,39,
969,1144,,1,3,8372.0
972,1147,,0,219,
9165,11338,,0,368,
5072,6256,,0,156,
5075,6259,,0,78,
9172,11345,,0,159,
5077,6262,,0,33,
982,1159,,0,32,
5081,6271,,0,33,
5083,6273,,0,18,
5085,6275,,0,75,
3041,69259,,0,87,
3043,3725,,0,408,
13284,51474,,0,202,
33,38,,0,80,
17382,57587,,0,41,
13288,84246,,0,86,
3784,4673,,0,237,
21486,103733,,0,101,
5103,6294,,0,94,
17396,155908,,0,222,
13301,51493,,0,76,
7159,107242,,0,63,
7160,8939,,0,65,
18733,26994,,0,104,
5117,6310,,0,303,
1022,1213,,0,355,
5119,6314,,0,110,
496,596,,0,136,
5123,6319,,0,37,
9222,11461,,0,181,
15873,55666,,0,94,
7178,8971,,0,146,
3927,4841,,0,193,
17422,123169,,0,53,
34,39,,0,67,
1041,132320,,0,158,
17427,155945,,0,63,
3929,4843,,0,155,
1051,1264,,0,17,
5978,7311,,0,293,
13343,51535,,0,53,
21537,163786,,0,70,
3110,3801,,0,230,
6923,8668,,0,164,
13355,51547,,0,666,
13356,51548,,0,125,
7346,9181,,0,61,
7214,9026,,0,53,
4957,6118,,0,471,
13360,51552,,0,55,
15415,55075,,0,40,
7007,8764,,0,80,
15882,22907,,0,229,
9281,142678,,0,18,
1093,1308,,0,21,
3142,3838,,0,225,
865,1021,,0,160,
9290,142689,,0,28,
13389,51588,,0,100,
5199,55681,,0,130,
13392,51593,,0,237,
3155,3853,,0,63,
5204,6418,,0,167,
1109,1329,,0,70,
5207,6421,,0,234,
13400,51602,,0,189,
10880,80155,,0,48,
17499,57727,,0,47,
