Node ID,Protein ID,Protein Name,Disease Node,Degree
274,335,APOA1,0,102
277,338,APOB,1,69
287,351,APP,0,2132
491,590,BCHE,1,5
676,811,CALR,0,158
685,821,CANX,0,208
891,1050,CEBPA,0,132
1173,1401,CRP,1,28
1687,2033,EP300,0,547
2149,2645,GCK,0,29
2150,2646,GCKR,1,5
2588,3172,HNF4A,0,106
2718,3320,HSP90AA1,0,900
2803,3440,IFNA2,1,7
2956,3630,INS,1,35
3276,3990,LIPC,0,16
3300,4023,LPL,1,32
3308,4036,LRP2,0,58
4362,5360,PLTP,1,29
4391,5406,PNLIP,0,12
4440,5465,PPARA,1,83
4550,5594,MAPK1,0,402
4551,5595,MAPK3,0,349
4553,5597,MAPK6,0,282
5072,6256,RXRA,0,156
5432,6667,SP1,0,441
5659,6927,HNF1A,0,81
7113,8882,ZPR1,1,68
13883,85019,TMEM241,1,3
20547,116519,APOA5,1,4
21181,64788,LMF1,1,18
21272,1071,CETP,1,8
