Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
6147,7514,XPO1,0,1256,
16388,23450,SF3B3,0,489,
16389,23451,SF3B1,0,446,
6150,7517,XRCC3,1,143,533.0
6153,7520,XRCC5,0,233,
2059,2534,FYN,0,410,
4110,5071,PRKN,0,426,
6159,7528,YY1,0,172,
5464,6709,SPTAN1,0,197,
6162,7531,YWHAE,0,426,
6163,7532,YWHAG,0,542,
20,25,ABL1,0,389,
6165,7534,YWHAZ,0,662,
22,27,ABL2,0,52,
16408,220082,SPERT,0,109,
8218,10197,PSME3,0,195,
6174,7545,ZIC1,0,62,
4127,5091,PC,0,61,
4129,5093,PCBP1,0,192,
3419,4160,MC4R,0,20,
6180,6720,SREBF1,0,72,
18469,26517,TIMM13,0,72,
8231,10210,TOPORS,0,58,
41,47,ACLY,0,74,
18475,26523,AGO1,0,79,
18476,26524,LATS2,0,158,
10286,24144,TFIP11,0,382,
4144,5110,PCMT1,0,115,
4145,5111,PCNA,0,390,
199,242,ALOX12B,0,8,
53,60,ACTB,0,466,
14894,54386,TERF2IP,0,162,
10297,51455,REV1,0,27,
8253,10235,RASGRP2,0,6,
19808,29079,MED4,0,368,
2117,434,ASIP,1,6,172.0
4174,5147,PDE6D,0,52,
6225,6732,SRPK1,0,349,
4185,5159,PDGFRB,0,111,
15,20,ABCA2,0,21,
698,834,CASP1,0,63,
8287,10273,STUB1,0,258,
8290,10277,UBE4B,0,79,
2152,2648,KAT2A,0,135,
16490,23560,GTPBP4,0,186,
18545,124944,C17orf49,0,31,
8306,10294,DNAJA2,0,114,
117,142,PARP1,0,286,
6164,7533,YWHAH,0,343,
6267,7704,ZBTB16,0,166,
6269,7706,TRIM25,0,91,
4222,5203,PFDN4,0,46,
2069,2547,XRCC6,0,285,
704,840,CASP7,0,86,
12418,2919,CXCL1,0,14,
131,156,GRK2,0,101,
18796,27089,UQCRQ,0,134,
138,163,AP2B1,0,127,
15672,55367,PIDD1,0,41,
8898,11009,IL24,0,27,
16530,23607,CD2AP,0,118,
16531,23608,MKRN1,0,77,
2414,2965,GTF2H1,0,93,
3551,4331,MNAT1,0,63,
2415,2966,GTF2H2,0,37,
10399,56950,SMYD2,0,36,
4256,5245,PHB,0,356,
2417,2968,GTF2H4,0,50,
168,207,AKT1,0,378,
2220,2735,GLI1,0,66,
2221,2736,GLI2,1,13,2257.0
174,213,ALB,0,200,
18608,92304,SCGB3A1,0,9,
13000,51151,SLC45A2,1,1,20203.0
4275,5268,SERPINB5,0,56,
8372,10376,TUBA1B,0,125,
6327,7799,PRDM2,0,15,
188,55655,NLRP2,0,36,
4291,5286,PIK3C2A,0,58,
196,239,ALOX12,0,10,
8389,10397,NDRG1,0,110,
8391,10399,RACK1,0,286,
4299,5294,PIK3CG,0,39,
4300,5295,PIK3R1,0,307,
4301,5296,PIK3R2,0,144,
4305,5300,PIN1,0,309,
8403,10413,YAP1,0,137,
1098,1314,COPA,0,209,
8409,10419,PRMT5,0,360,
15055,54617,INO80,0,35,
2272,2801,GOLGA2,0,455,
2278,5929,RBBP5,0,114,
16616,154796,AMOT,0,133,
6378,7874,USP7,0,313,
237,292,SLC25A5,0,335,
238,293,SLC25A6,0,207,
8432,10445,MCRS1,0,145,
242,302,ANXA2,0,200,
4339,5335,PLCG1,0,279,
4340,5336,PLCG2,0,126,
249,309,ANXA6,0,107,
250,310,ANXA7,0,142,
4349,5347,PLK1,0,268,
12542,2963,GTF2F2,0,92,
263,324,APC,0,301,
265,326,AIRE,0,94,
8459,10474,TADA3,0,80,
270,331,XIAP,0,164,
8467,10482,NXF1,0,1153,
2327,2869,GRK5,0,183,
4376,5378,PMS1,0,57,
2330,2873,GPS1,0,68,
5850,7150,TOP1,0,279,
8478,10493,VAT1,0,20,
287,351,APP,0,2132,
4385,5395,PMS2,1,56,267.0
2338,2885,GRB2,0,1081,
2339,2886,GRB7,0,55,
8875,10980,COPS6,0,321,
18728,26986,PABPC1,0,504,
8492,10513,APPBP2,0,156,
301,367,AR,0,301,
303,369,ARAF,0,104,
4401,5422,POLA1,0,69,
306,373,TRIM23,0,265,
4404,5425,POLD2,0,43,
4405,5426,POLE,0,59,
10550,79734,KCTD17,0,66,
8503,10524,KAT5,0,265,
4408,5429,POLH,1,46,231.0
4409,5430,POLR2A,0,345,
4410,5431,POLR2B,0,133,
4411,5432,POLR2C,0,122,
4412,5433,POLR2D,0,76,
4413,5434,POLR2E,0,126,
4414,5435,POLR2F,0,90,
4415,5436,POLR2G,0,106,
4416,5437,POLR2H,0,98,
4417,5438,POLR2I,0,54,
4418,5439,POLR2J,0,74,
4419,5440,POLR2K,0,44,
4420,5441,POLR2L,0,96,
6469,8036,SHOC2,0,14,
6471,728937,RPS26P25,0,201,
7227,9045,RPL14,0,370,
2382,2932,GSK3B,0,362,
18767,27043,PELP1,0,178,
2384,2934,GSN,0,88,
337,408,ARRB1,0,314,
6484,8065,CUL5,0,482,
13710,84790,TUBA1C,0,175,
18775,92597,MOB1B,0,36,
4443,5469,MED1,0,124,
8195,10165,SLC25A13,0,96,
4450,5478,PPIA,0,116,
8547,10574,CCT7,0,189,
6500,8087,FXR1,0,170,
6501,8089,YEATS4,0,106,
2408,2959,GTF2B,0,148,
2409,2960,GTF2E1,0,82,
2410,2961,GTF2E2,0,63,
2411,2962,GTF2F1,0,122,
364,445,ASS1,0,92,
4461,5496,PPM1G,0,219,
6510,8106,PABPN1,0,51,
4463,5499,PPP1CA,0,356,
2416,2967,GTF2H3,0,46,
4465,5501,PPP1CC,0,308,
18802,27097,TAF5L,0,46,
2420,2972,BRF1,0,28,
13174,51343,FZR1,0,135,
2423,2976,GTF3C2,0,51,
20857,64210,MMS19,0,193,
4477,5515,PPP2CA,0,262,
14718,320299,,0,13,
4479,5518,PPP2R1A,0,298,
4481,5520,PPP2R2A,0,86,
4482,5521,PPP2R2B,0,159,
389,472,ATM,0,218,
393,476,ATP1A1,0,160,
4492,5531,PPP4C,0,71,
8941,11060,WWP2,0,124,
4498,5537,PPP6C,1,61,746.0
18841,27148,STK36,0,16,
2458,3014,H2AFX,0,307,
413,498,ATP5F1A,0,213,
6560,8202,NCOA3,0,134,
8611,10642,IGF2BP1,0,256,
8612,10643,IGF2BP3,0,293,
4524,5566,PRKACA,0,420,
6573,8220,ESS2,0,186,
8623,10657,KHDRBS1,0,191,
436,526,ATP6V1B2,0,114,
10677,79885,HDAC11,0,132,
12726,83593,RASSF5,0,56,
20919,64326,COP1,0,81,
6584,8241,RBM10,0,193,
6586,8243,SMC1A,0,148,
4540,5584,PRKCI,0,179,
2493,3054,HCFC1,0,121,
4546,5590,PRKCZ,0,229,
4547,5591,PRKDC,0,312,
2500,3065,HDAC1,0,611,
453,545,ATR,0,134,
12742,50846,DHH,0,3,
4551,5595,MAPK3,0,349,
2504,3069,HDLBP,0,75,
4553,5597,MAPK6,0,282,
4554,5598,MAPK7,0,111,
4555,5599,MAPK8,0,256,
4556,5600,MAPK11,0,93,
4557,5601,MAPK9,0,204,
8654,10694,CCT8,0,181,
4559,5603,MAPK13,0,153,
14072,3313,HSPA9,0,264,
4566,5610,EIF2AK2,0,121,
472,571,BACH1,0,51,
18852,27161,AGO2,0,140,
474,573,BAG1,0,82,
6619,8295,TRRAP,0,125,
2524,3091,HIF1A,0,182,
481,580,BARD1,0,282,
4859,5970,RELA,0,419,
2534,3105,HLA-A,0,104,
16872,56916,SMARCAD1,0,126,
7654,9555,H2AFY,0,73,
5543,6794,STK11,0,108,
20972,64421,DCLRE1C,0,34,
10733,79959,CEP76,0,204,
496,596,BCL2,0,136,
503,604,BCL6,0,158,
12793,116449,CLNK,0,28,
6651,8335,HIST1H2AB,0,108,
509,613,BCR,0,97,
6654,8338,HIST2H2AC,0,103,
6655,8339,HIST1H2BG,0,244,
2567,3146,HMGB1,0,114,
2577,3159,HMGA1,0,105,
531,641,BLM,0,100,
2587,3171,FOXA3,0,48,
10783,80014,WWC2,0,15,
4642,5702,PSMC3,0,190,
2596,3181,HNRNPA2B1,0,333,
549,660,BMX,0,32,
2598,3183,HNRNPC,0,386,
2599,3184,HNRNPD,0,342,
2600,3185,HNRNPF,0,374,
4649,5710,PSMD4,0,202,
557,668,FOXL2,0,57,
4654,5716,PSMD10,0,88,
4872,5984,RFC4,0,96,
562,673,BRAF,0,63,
563,675,BRCA2,0,90,
4663,5727,PTCH1,1,104,589.0
6712,8412,BCAR3,0,74,
4874,5987,TRIM27,0,464,
574,688,KLF5,0,62,
8629,10664,CTCF,0,53,
8768,10856,RUVBL2,0,367,
4534,5578,PRKCA,0,395,
3429,4174,MCM5,0,302,
4681,5747,PTK2,0,200,
4535,5579,PRKCB,0,202,
6732,8445,DYRK2,0,60,
6736,8449,DHX16,0,183,
4536,5580,PRKCD,0,234,
6738,8451,CUL4A,0,383,
6739,8452,CUL3,0,1228,
6740,8453,CUL2,0,507,
6741,8454,CUL1,0,763,
4698,5774,PTPN3,0,41,
5903,951475,,0,109,
