Node ID,Protein ID,Protein Name,Disease Node,Degree,Comp_rnorm_cnorm
2048,2521,FUS,0,354,
6147,7514,XPO1,0,1256,
4100,5058,PAK1,0,161,
4102,5062,PAK2,0,154,
6153,7520,XRCC5,0,233,
8202,10174,SORBS3,0,156,
2059,2534,FYN,0,410,
6156,7525,YES1,0,156,
6159,7528,YY1,0,172,
6160,7529,YWHAB,0,398,
1368,1638,DCT,0,6,
6162,7531,YWHAE,0,426,
6163,7532,YWHAG,0,542,
6164,7533,YWHAH,0,343,
6165,7534,YWHAZ,0,662,
20505,653361,NCF1,0,49,
8218,10197,PSME3,0,195,
4129,5093,PCBP1,0,192,
1371,1642,DDB1,0,382,
5525,6776,STAT5A,0,106,
41,47,ACLY,0,74,
18476,26524,LATS2,0,158,
16430,23498,HAAO,0,7,
4145,5111,PCNA,0,390,
51,58,ACTA1,0,200,
53,60,ACTB,0,466,
4151,5121,PCP4,0,6,
60,71,ACTG1,0,187,
8253,10235,RASGRP2,0,6,
2112,2593,GAMT,0,12,
65,81,ACTN4,0,153,
2115,2597,GAPDH,0,304,
16453,23521,RPL13A,0,273,
4166,5139,PDE3A,0,51,
14407,20595,,0,70,
8270,10253,SPRY2,0,130,
6225,6732,SRPK1,0,349,
4181,5154,PDGFA,0,24,
4182,5155,PDGFB,0,27,
4183,5156,PDGFRA,0,65,
4185,5159,PDGFRB,0,111,
8287,10273,STUB1,0,258,
16481,23551,RASD2,0,22,
8290,10277,UBE4B,0,79,
6843,8570,KHSRP,0,99,
8296,10284,SAP18,0,149,
8298,10286,BCAS2,0,234,
10351,79443,FYCO1,0,52,
20592,30968,STOML2,0,122,
8310,10298,PAK4,0,46,
6005,7341,SUMO1,0,258,
413,498,ATP5F1A,0,213,
8212,10189,ALYREF,0,252,
12412,2249,FGF4,0,5,
6271,7709,ZBTB17,0,40,
12418,2919,CXCL1,0,14,
131,156,GRK2,0,101,
138,163,AP2B1,0,127,
16523,23598,PATZ1,0,90,
706,842,CASP9,0,60,
17091,57180,ACTR3B,0,24,
12436,115861,NXNL1,0,4,
19140,10072,DPP3,0,23,
154,185,AGTR1,0,42,
26,31,ACACA,0,84,
159,191,AHCY,0,85,
4256,5245,PHB,0,356,
4259,5250,SLC25A3,0,311,
168,207,AKT1,1,378,1059.0
169,208,AKT2,0,129,
2220,2735,GLI1,0,66,
2222,2737,GLI3,0,29,
3784,4673,NAP1L1,0,237,
6322,7791,ZYX,0,97,
4275,5268,SERPINB5,0,56,
8372,10376,TUBA1B,0,125,
16565,23647,ARFIP2,0,67,
8377,10383,TUBB4B,0,154,
10426,100316904,SAP25,0,30,
187,226,ALDOA,0,141,
3416,4157,MC1R,1,45,14406.0
8391,10399,RACK1,0,286,
4296,5291,PIK3CB,0,37,
4298,5293,PIK3CD,0,25,
4299,5294,PIK3CG,0,39,
4300,5295,PIK3R1,0,307,
4301,5296,PIK3R2,0,144,
14396,53347,UBASH3A,0,84,
4305,5300,PIN1,0,309,
14546,3481,IGF2,1,23,10209.0
8403,10413,YAP1,0,137,
1334,1600,DAB1,0,81,
6359,7846,TUBA1A,0,399,
4319,5315,PKM,0,194,
8421,10432,RBM14,0,117,
2280,2810,SFN,0,290,
14716,2254,FGF9,0,6,
6378,7874,USP7,0,313,
237,292,SLC25A5,0,335,
238,293,SLC25A6,0,207,
8432,10445,MCRS1,0,145,
242,302,ANXA2,0,200,
4339,5335,PLCG1,0,279,
4343,5339,PLEC,0,105,
4344,5340,PLG,0,68,
10489,79666,PLEKHF2,0,127,
18684,256281,NUDT14,0,12,
6399,7915,ALDH5A1,0,55,
5464,6709,SPTAN1,0,197,
6401,7917,BAG6,0,302,
6403,7919,DDX39B,0,225,
4822,5925,RB1,0,257,
4363,5361,PLXNA1,0,22,
