Node ID,Protein ID,Protein Name,Disease Node,Degree
20,25,ABL1,0,389
53,60,ACTB,0,466
168,207,AKT1,0,378
174,213,ALB,0,200
274,335,APOA1,0,102
284,348,APOE,0,70
287,351,APP,1,2132
679,815,CAMK2A,0,167
700,836,CASP3,0,183
703,839,CASP6,0,51
705,841,CASP8,0,196
754,900,CCNG1,0,41
827,983,CDK1,0,415
861,1017,CDK2,0,892
863,1019,CDK4,0,203
864,1020,CDK5,0,163
866,1022,CDK7,0,138
869,1025,CDK9,0,247
937,1111,CHEK1,0,92
1129,1356,CP,1,15
1217,1453,CSNK1D,0,88
1221,1457,CSNK2A1,0,615
1420,1716,DGUOK,0,67
1479,1786,DNMT1,1,109
1480,1787,TRDMT1,0,30
1620,1956,EGFR,0,926
2059,2534,FYN,0,410
2349,2896,GRN,1,110
2381,2931,GSK3A,0,95
2382,2932,GSK3B,0,362
2505,3070,HELLS,0,40
2708,3308,HSPA4,0,366
2712,3312,HSPA8,0,600
2730,3339,HSPG2,0,48
3149,3846,KRTAP5-9,0,192
3397,4137,MAPT,1,135
3457,4209,MEF2D,0,66
3469,4223,MEOX2,0,687
3986,4914,NTRK1,0,1965
4110,5071,PRKN,0,426
4301,5296,PIK3R2,0,144
4305,5300,PIN1,0,309
4477,5515,PPP2CA,0,262
4485,5524,PTPA,0,67
4497,5536,PPP5C,0,90
4536,5580,PRKCD,0,234
4553,5597,MAPK6,0,282
4555,5599,MAPK8,0,256
4556,5600,MAPK11,0,93
4559,5603,MAPK13,0,153
4609,5663,PSEN1,0,137
4681,5747,PTK2,0,200
4735,5819,NECTIN2,1,39
5022,6195,RPS6KA1,0,115
5025,6198,RPS6KB1,0,83
5052,6233,RPS27A,0,304
5243,203068,TUBB,0,361
5307,6531,SLC6A3,1,18
5389,6622,SNCA,0,390
5529,6780,STAU1,0,324
5556,6812,STXBP1,0,71
5586,6850,SYK,0,140
5759,7052,TGM2,0,119
5795,7090,TLE3,0,64
5831,138199,CARNMT1,0,32
5885,7189,TRAF6,0,552
5980,7314,UBB,0,256
6078,7428,VHL,0,466
6159,7528,YY1,0,172
6160,7529,YWHAB,0,398
6165,7534,YWHAZ,0,662
6504,55701,ARHGEF40,0,9
6561,8204,NRIP1,0,69
6654,8338,HIST2H2AC,0,103
6977,8726,EED,0,483
7085,8851,CDK5R1,0,48
7406,9252,RPS6KA5,0,94
7573,9463,PICK1,0,404
7893,9820,CUL7,0,649
8287,10273,STUB1,0,258
8372,10376,TUBA1B,0,125
8477,10492,SYNCRIP,0,459
8503,10524,KAT5,0,265
8662,10714,POLD3,0,39
8867,10971,YWHAQ,0,464
8981,11104,KATNA1,0,46
9483,23315,SLC9A8,1,2
10762,79991,STN1,0,59
10857,80125,CCDC33,0,155
11294,375791,CYSRT1,0,568
11788,81851,KRTAP1-1,0,201
11932,30061,SLC40A1,0,4
11961,114876,OSBPL1A,1,14
13099,51259,TMEM216,0,244
13338,51530,ZC3HC1,0,27
13355,51547,SIRT7,0,666
14504,348487,FAM131C,0,10
15498,55172,DNAAF2,0,68
15939,55738,ARFGAP1,0,45
16354,23411,SIRT1,0,261
17519,57761,TRIB3,0,58
18298,386681,KRTAP10-8,0,393
18304,26239,LCE2B,0,66
18346,386675,KRTAP10-7,0,292
18976,27330,RPS6KA6,0,37
19879,4869,NPM1,0,746
20368,54209,TREM2,1,1
