Node ID,Protein ID,Protein Name,Disease Node,Degree
46,52,ACP1,0,48
47,53,ACP2,0,43
79,100,ADA,1,32
166,204,AK2,1,51
287,351,APP,0,2132
729,867,CBL,0,276
767,915,CD3D,1,17
768,916,CD3E,1,38
769,917,CD3G,0,15
771,919,CD247,0,47
772,920,CD4,0,125
799,952,CD38,0,9
820,974,CD79B,0,19
1170,1398,CRK,0,377
1210,1445,CSK,0,87
1371,1642,DDB1,0,382
1576,5777,PTPN6,0,123
1620,1956,EGFR,0,926
1719,2065,ERBB3,0,87
1816,2185,PTK2B,0,92
2059,2534,FYN,0,410
2338,2885,GRB2,0,1081
2361,2908,NR3C1,0,242
2718,3320,HSP90AA1,0,900
2890,3561,IL2RG,0,40
2904,3575,IL7R,1,104
3035,3716,JAK1,0,116
3037,3718,JAK3,1,94
3053,3738,KCNA3,0,17
3123,3815,KIT,0,75
3140,3836,KPNA1,0,131
3225,3932,LCK,0,256
3422,4163,MCC,0,306
3801,4690,NCK1,0,267
3802,4691,NCL,0,438
3981,4907,NT5E,0,79
3986,4914,NTRK1,0,1965
4300,5295,PIK3R1,0,307
4339,5335,PLCG1,0,279
4547,5591,PRKDC,0,312
4711,5788,PTPRC,0,84
4796,5896,RAG1,1,23
4797,5897,RAG2,1,7
5103,6294,SAFB,0,94
5244,6461,SHB,0,20
5247,6464,SHC1,0,277
5523,6774,STAT3,0,292
5525,6776,STAT5A,0,106
5526,6777,STAT5B,0,82
5546,22978,NT5C2,0,61
5744,7037,TFRC,1,109
5885,7189,TRAF6,0,552
5949,7277,TUBA4A,0,215
6166,7535,ZAP70,1,71
6665,8349,HIST2H2BE,0,207
7726,9641,IKBKE,0,392
7809,9730,DCAF1,0,101
8112,10075,HUWE1,0,461
8391,10399,RACK1,0,286
13091,51251,NT5C3A,0,40
18270,26191,PTPN22,0,25
18764,27040,LAT,0,58
19063,93034,NT5C1B,0,28
20530,30833,NT5C,0,31
20972,64421,DCLRE1C,1,34
21323,56953,NT5M,0,29
